[Data],,,
,Trunk Angle,Hip Angle,Knee Angle
,Trunk Flexion / Extension Joint Angle (deg),Hip Flexion / Extension Joint Angle (deg),Knee Flexion / Extension Joint Angle (deg)
Index,Series,Series,Series
703,-13.313983,-5.963114,2.108892
704,-13.327352,-5.986798,2.085219
705,-13.303915,-5.997746,2.094388
706,-13.286766,-6.010966,2.113272
707,-13.299012,-6.012054,2.10696
708,-13.301224,-5.993494,2.135604
709,-13.290911,-6.015857,2.117915
710,-13.298135,-6.007933,2.134526
711,-13.282187,-6.03716,2.113951
712,-13.292777,-6.024849,2.124518
713,-13.291519,-6.012538,2.171172
714,-13.301317,-6.003178,2.16591
715,-13.314049,-6.002206,2.160288
716,-13.287031,-6.006402,2.183647
717,-13.294971,-5.987338,2.20645
718,-13.304085,-5.973012,2.210098
719,-13.294425,-5.987039,2.209608
720,-13.289558,-5.999379,2.217229
721,-13.299113,-5.987731,2.210903
722,-13.310581,-5.97633,2.223902
723,-13.297275,-5.995108,2.211168
724,-13.289831,-5.994262,2.230321
725,-13.295374,-5.982215,2.248318
726,-13.3082,-5.987377,2.238031
727,-13.346507,-5.941741,2.244826
728,-13.321119,-5.976908,2.25634
729,-13.309951,-5.979804,2.250414
730,-13.314591,-5.976728,2.261532
731,-13.330177,-5.962096,2.257725
732,-13.350672,-5.953499,2.29783
733,-13.342916,-5.94981,2.321606
734,-13.355771,-5.93028,2.297686
735,-13.357255,-5.961197,2.280247
736,-13.360891,-5.918803,2.322268
737,-13.363679,-5.936083,2.316922
738,-13.351664,-5.948205,2.307186
739,-13.373994,-5.919363,2.31674
740,-13.362918,-5.94394,2.318897
741,-13.351219,-5.942154,2.342239
742,-13.373146,-5.932064,2.329749
743,-13.343511,-5.93957,2.341566
744,-13.357478,-5.951726,2.331879
745,-13.372445,-5.939999,2.331834
746,-13.358627,-5.960196,2.331335
747,-13.360118,-5.943666,2.348787
748,-13.355206,-5.955149,2.323163
749,-13.35689,-5.946391,2.341474
750,-13.353879,-5.951364,2.345743
751,-13.355878,-5.968035,2.316133
752,-13.376415,-5.946278,2.338636
753,-13.35055,-5.965347,2.336593
754,-13.346646,-5.968512,2.337319
755,-13.370301,-5.950181,2.340945
756,-13.36545,-5.949018,2.337541
757,-13.368175,-5.946777,2.355732
758,-13.346347,-5.974996,2.329687
759,-13.349916,-5.968244,2.343496
760,-13.355712,-5.969959,2.341424
761,-13.354169,-5.965235,2.352411
762,-13.369203,-5.959792,2.348907
763,-13.355657,-5.978579,2.339203
764,-13.375464,-5.960322,2.348098
765,-13.347698,-5.982278,2.349476
766,-13.346331,-5.97122,2.364947
767,-13.349323,-5.972152,2.346511
768,-13.346052,-5.972927,2.359519
769,-13.344804,-5.974836,2.341487
770,-13.347236,-5.970503,2.368286
771,-13.355407,-5.97467,2.369376
772,-13.329797,-5.961574,2.374101
773,-13.33642,-5.968932,2.39433
774,-13.298347,-6.012386,2.363785
775,-13.299229,-6.010902,2.365212
776,-13.309916,-5.997728,2.369911
777,-13.290585,-6.016241,2.374002
778,-13.305108,-6.001064,2.361563
779,-13.309426,-5.987169,2.390398
780,-13.254645,-6.090459,2.358634
781,-13.286611,-6.012069,2.374318
782,-13.245305,-6.082487,2.37427
783,-13.265016,-6.037752,2.371912
784,-13.232277,-6.097794,2.367629
785,-13.232941,-6.071116,2.39611
786,-13.235279,-6.085847,2.384147
787,-13.308534,-5.977032,2.39273
788,-13.276004,-5.98882,2.408237
789,-13.300011,-5.944728,2.422135
790,-13.290056,-5.97117,2.409877
791,-13.292152,-5.956161,2.417078
792,-13.264262,-5.980886,2.425661
793,-13.2888,-5.960176,2.408725
794,-13.281363,-5.962748,2.437199
795,-13.279086,-5.969432,2.417587
796,-13.272322,-5.98039,2.42014
797,-13.263865,-5.990684,2.4071
798,-13.293709,-5.946311,2.425431
799,-13.29044,-5.956584,2.427489
800,-13.280968,-5.946271,2.440712
801,-13.281748,-5.922242,2.448203
802,-13.290431,-5.938208,2.435731
803,-13.297825,-5.906858,2.458858
804,-13.302149,-5.887899,2.474079
805,-13.295604,-5.929097,2.431336
806,-13.27568,-5.944561,2.438381
807,-13.290716,-5.905279,2.44945
808,-13.270554,-5.920046,2.457654
809,-13.244454,-5.915996,2.447794
810,-13.252894,-5.901519,2.456345
811,-13.222053,-5.941494,2.46404
812,-13.220789,-5.941672,2.467251
813,-13.211423,-5.935608,2.465046
814,-13.211978,-5.93901,2.462013
815,-13.200542,-5.913404,2.502403
816,-13.206919,-5.92062,2.474342
817,-13.209252,-5.921751,2.47555
818,-13.210691,-5.933549,2.45668
819,-13.221711,-5.89737,2.466512
820,-13.204326,-5.903331,2.483441
821,-13.211125,-5.902288,2.476284
822,-13.210479,-5.877937,2.498437
823,-13.206195,-5.87758,2.502249
824,-13.19629,-5.878908,2.499033
825,-13.189142,-5.88448,2.50052
826,-13.18928,-5.86617,2.518804
827,-13.190197,-5.879457,2.483207
828,-13.191136,-5.872426,2.499249
829,-13.194468,-5.860496,2.511743
830,-13.159766,-5.881391,2.501954
831,-13.177553,-5.877083,2.496585
832,-13.18201,-5.867441,2.502031
833,-13.176854,-5.864162,2.502651
834,-13.176907,-5.87868,2.483874
835,-13.177006,-5.864028,2.495355
836,-13.156511,-5.884679,2.485158
837,-13.161783,-5.886835,2.482857
838,-13.147036,-5.881328,2.493726
839,-13.138741,-5.887394,2.507104
840,-13.143956,-5.875843,2.508762
841,-13.124907,-5.921885,2.508448
842,-13.140928,-5.888466,2.500541
843,-13.109653,-5.96531,2.467864
844,-13.107414,-5.966241,2.474098
845,-13.097809,-5.951699,2.496254
846,-13.097122,-5.951828,2.497332
847,-13.089171,-5.966186,2.483117
848,-13.063046,-5.987002,2.476938
849,-13.055188,-5.976076,2.490497
850,-13.086696,-5.918489,2.485686
851,-13.065209,-5.963276,2.485354
852,-13.051693,-5.984159,2.464687
853,-13.035015,-6.008173,2.46142
854,-13.026451,-6.015622,2.456612
855,-13.028853,-6.019162,2.425619
856,-13.034695,-6.006298,2.441712
857,-13.032311,-6.001481,2.434587
858,-13.012675,-6.029576,2.430636
859,-13.044278,-6.000909,2.407921
860,-13.036879,-6.00373,2.422051
861,-13.045523,-6.009969,2.408083
862,-13.047379,-6.008873,2.408711
863,-13.006726,-6.026608,2.419226
864,-13.010512,-6.029194,2.400115
865,-13.041956,-5.996243,2.407958
866,-13.017538,-6.019319,2.379302
867,-13.007505,-6.02561,2.379591
868,-13.003934,-6.030247,2.390114
869,-12.986508,-6.041999,2.388526
870,-12.9611,-6.045489,2.393623
871,-12.965703,-6.045417,2.389883
872,-12.989257,-6.013448,2.38555
873,-12.975351,-6.034664,2.374388
874,-12.975239,-6.032363,2.373621
875,-12.975089,-6.016683,2.385041
876,-12.955544,-6.039042,2.370202
877,-12.954064,-6.040483,2.365599
878,-12.965068,-6.029883,2.371591
879,-12.984003,-5.994579,2.407794
880,-12.957067,-6.016198,2.38463
881,-12.974697,-5.991608,2.401838
882,-12.987301,-5.981402,2.395643
883,-12.969816,-6.012976,2.377753
884,-13.030867,-5.899436,2.405688
885,-13.074561,-5.866147,2.385688
886,-13.010496,-5.918216,2.410586
887,-12.971964,-5.992503,2.396234
888,-13.050609,-5.871387,2.410296
889,-13.040078,-5.887191,2.402119
890,-13.0332,-5.855772,2.434995
891,-13.021712,-5.906804,2.408268
892,-12.998349,-5.924562,2.40673
893,-13.042508,-5.860934,2.412229
894,-13.042936,-5.862883,2.394138
895,-13.026168,-5.88214,2.429288
896,-12.995055,-5.905505,2.416745
897,-13.008351,-5.911208,2.390377
898,-12.992647,-5.910616,2.406803
899,-13.011872,-5.875478,2.406178
900,-13.018889,-5.878129,2.404708
901,-13.013085,-5.884077,2.409848
902,-12.984887,-5.903903,2.402845
903,-12.951567,-5.962888,2.424832
904,-12.936738,-5.977331,2.418013
905,-12.98365,-5.894027,2.402621
906,-12.994295,-5.876855,2.420187
907,-12.98188,-5.885775,2.413419
908,-13.000517,-5.884315,2.391737
909,-12.995244,-5.876235,2.412986
910,-13.009912,-5.876873,2.386775
911,-12.982649,-5.910328,2.390413
912,-12.9942,-5.883824,2.397565
913,-12.970759,-5.907406,2.390403
914,-12.984121,-5.889929,2.394204
915,-12.969688,-5.901865,2.393153
916,-13.015722,-5.872416,2.393312
917,-12.983861,-5.890475,2.390116
918,-12.981268,-5.883698,2.408226
919,-13.000121,-5.884448,2.387476
920,-13.006726,-5.869207,2.381623
921,-13.009537,-5.863817,2.380633
922,-12.989147,-5.893068,2.381592
923,-12.986674,-5.889281,2.393047
924,-12.99334,-5.880842,2.393581
925,-12.944722,-5.982642,2.37472
926,-12.953939,-5.953986,2.38065
927,-12.994114,-5.876147,2.39572
928,-12.990428,-5.878892,2.393239
929,-12.985906,-5.880859,2.387325
930,-12.984015,-5.880459,2.376581
931,-12.976677,-5.885123,2.385346
932,-12.986245,-5.867845,2.389916
933,-12.987078,-5.858829,2.400775
934,-12.969913,-5.877337,2.398129
935,-12.966709,-5.886708,2.389075
936,-12.978678,-5.864025,2.41055
937,-12.98743,-5.844733,2.410657
938,-12.99101,-5.853545,2.400241
939,-12.925378,-5.942749,2.386977
940,-12.979383,-5.864979,2.392807
941,-12.938542,-5.939841,2.399311
942,-12.938678,-5.944289,2.380627
943,-13.006919,-5.830836,2.40205
944,-12.948111,-5.913909,2.409043
945,-13.01031,-5.823635,2.401316
946,-12.994125,-5.827033,2.414261
947,-12.999538,-5.82901,2.413845
948,-12.998255,-5.820734,2.407737
949,-12.933365,-5.925221,2.408002
950,-12.94016,-5.912227,2.404713
951,-12.931829,-5.912223,2.414802
952,-12.9474,-5.938421,2.386732
953,-12.935361,-5.910902,2.413307
954,-12.939781,-5.944931,2.395828
955,-12.994968,-5.85931,2.380138
956,-12.950357,-5.908123,2.386968
957,-12.959823,-5.942698,2.374532
958,-12.950082,-5.930751,2.382523
959,-12.962991,-5.933223,2.370613
960,-12.968783,-5.912214,2.378466
961,-12.969761,-5.9227,2.376087
962,-12.982002,-5.907283,2.389735
963,-12.964872,-5.920003,2.375912
964,-12.96206,-5.932841,2.372729
965,-12.958059,-5.958186,2.363658
966,-12.994596,-5.907637,2.376531
967,-12.987989,-5.894129,2.395818
968,-12.956699,-5.95442,2.356124
969,-12.977732,-5.928709,2.375751
970,-12.968964,-5.949332,2.361747
971,-12.989375,-5.92192,2.374844
972,-12.981607,-5.930965,2.364315
973,-12.983518,-5.922503,2.367756
974,-12.971285,-5.921795,2.382249
975,-12.990187,-5.91213,2.376648
976,-12.998808,-5.911747,2.367365
977,-13.007978,-5.873574,2.410673
978,-12.973743,-5.916028,2.392491
979,-12.990356,-5.906832,2.384028
980,-13.001933,-5.877141,2.410042
981,-12.991427,-5.891728,2.414586
982,-12.990412,-5.889807,2.426044
983,-12.995622,-5.889837,2.428675
984,-12.985959,-5.885807,2.439066
985,-12.977637,-5.901007,2.422787
986,-12.974997,-5.917276,2.41883
987,-12.992188,-5.887508,2.448818
988,-12.993428,-5.883684,2.454047
989,-12.984324,-5.903746,2.426222
990,-12.988176,-5.889271,2.446376
991,-12.983792,-5.921543,2.436805
992,-13.001403,-5.900251,2.446081
993,-12.998186,-5.898569,2.446827
994,-13.005125,-5.879915,2.46297
995,-12.989108,-5.906243,2.456648
996,-12.998227,-5.877186,2.483275
997,-12.997168,-5.892921,2.464174
998,-12.99404,-5.887763,2.466711
999,-12.996419,-5.880235,2.470634
1000,-13.012317,-5.862146,2.472318
1001,-13.013957,-5.900049,2.453549
1002,-13.011606,-5.857611,2.491839
1003,-13.024931,-5.854517,2.475363
1004,-13.026746,-5.873771,2.468759
1005,-13.039639,-5.849452,2.494472
1006,-13.02459,-5.835955,2.499336
1007,-13.031975,-5.852664,2.489357
1008,-13.009579,-5.882759,2.485559
1009,-13.027716,-5.850342,2.503497
1010,-13.046683,-5.833912,2.507124
1011,-13.012449,-5.880818,2.48418
1012,-13.031468,-5.836954,2.516101
1013,-13.045298,-5.836607,2.489857
1014,-13.029522,-5.861161,2.500967
1015,-13.043961,-5.856531,2.474395
1016,-13.077895,-5.777646,2.49703
1017,-13.085296,-5.756231,2.518211
1018,-13.084673,-5.772041,2.506078
1019,-13.044863,-5.870442,2.481901
1020,-13.081119,-5.788646,2.483353
1021,-13.093868,-5.77452,2.509542
1022,-13.090229,-5.782143,2.503051
1023,-13.092456,-5.780179,2.494758
1024,-13.063802,-5.846788,2.488738
1025,-13.082806,-5.783523,2.502492
1026,-13.10517,-5.777046,2.492821
1027,-13.105657,-5.781724,2.489515
1028,-13.122804,-5.779394,2.487614
1029,-13.130543,-5.769952,2.480031
1030,-13.130483,-5.773991,2.48971
1031,-13.140095,-5.760691,2.496459
1032,-13.132801,-5.77042,2.488549
1033,-13.138712,-5.761667,2.487129
1034,-13.138902,-5.751571,2.490622
1035,-13.14359,-5.748634,2.492901
1036,-13.114408,-5.797728,2.471373
1037,-13.113646,-5.791824,2.481984
1038,-13.133163,-5.786652,2.477061
1039,-13.113448,-5.783647,2.491645
1040,-13.127994,-5.78328,2.480139
1041,-13.112515,-5.796461,2.473415
1042,-13.119183,-5.775586,2.493538
1043,-13.107677,-5.792529,2.495474
1044,-13.106799,-5.820038,2.470021
1045,-13.112672,-5.809894,2.476032
1046,-13.111073,-5.806031,2.501996
1047,-13.122872,-5.798865,2.488602
1048,-13.121247,-5.795129,2.493965
1049,-13.11761,-5.801019,2.484644
1050,-13.101421,-5.802064,2.490882
1051,-13.108247,-5.783407,2.509745
1052,-13.105738,-5.793899,2.501705
1053,-13.106354,-5.789811,2.490164
1054,-13.107985,-5.796378,2.490147
1055,-13.112286,-5.7708,2.519707
1056,-13.107234,-5.797666,2.488987
1057,-13.110878,-5.790869,2.504479
1058,-13.11564,-5.785414,2.496003
1059,-13.102548,-5.791156,2.494131
1060,-13.090096,-5.781028,2.525457
1061,-13.085102,-5.809894,2.490208
1062,-13.099637,-5.780317,2.533672
1063,-13.079312,-5.813725,2.509032
1064,-13.104745,-5.789878,2.500468
1065,-13.083945,-5.804528,2.513466
1066,-13.089301,-5.790022,2.505052
1067,-13.098672,-5.77808,2.505079
1068,-13.086843,-5.791768,2.514761
1069,-13.070675,-5.807266,2.520615
1070,-13.105964,-5.768258,2.517401
1071,-13.090891,-5.777947,2.516076
1072,-13.117918,-5.773429,2.489931
1073,-13.109031,-5.76948,2.497549
1074,-13.072657,-5.791616,2.500866
1075,-13.076119,-5.795665,2.491328
1076,-13.088648,-5.776752,2.508342
1077,-13.082929,-5.792629,2.496351
1078,-13.069521,-5.770925,2.524106
1079,-13.076177,-5.777097,2.49457
1080,-13.070863,-5.777472,2.49548
1081,-13.064164,-5.784026,2.499584
1082,-13.061318,-5.779351,2.509037
1083,-13.070908,-5.771478,2.500078
1084,-13.048959,-5.78633,2.514325
1085,-13.053236,-5.771132,2.492932
1086,-13.044831,-5.783127,2.504472
1087,-13.042166,-5.764971,2.503407
1088,-13.016937,-5.798655,2.489899
1089,-13.053991,-5.745751,2.495281
1090,-13.031275,-5.775866,2.505131
1091,-13.039843,-5.728281,2.510236
1092,-13.068474,-5.7124,2.51504
1093,-13.03744,-5.74169,2.499516
1094,-12.977716,-5.860396,2.46384
1095,-13.012971,-5.776855,2.484313
1096,-13.033211,-5.745876,2.487084
1097,-13.039829,-5.734799,2.500544
1098,-13.025641,-5.743069,2.504546
1099,-13.034553,-5.732824,2.50138
1100,-12.988166,-5.849226,2.470028
1101,-13.035217,-5.734765,2.497101
1102,-12.991336,-5.810176,2.496108
1103,-13.047194,-5.71715,2.498062
1104,-13.020165,-5.74327,2.476662
1105,-12.978505,-5.81418,2.49202
1106,-13.022097,-5.727755,2.487099
1107,-12.975539,-5.817286,2.47445
1108,-13.027136,-5.739091,2.45911
1109,-13.023905,-5.733229,2.474345
1110,-13.013002,-5.728539,2.50035
1111,-12.961187,-5.833396,2.44917
1112,-12.9581,-5.828287,2.448875
1113,-12.97094,-5.780336,2.494984
1114,-12.947771,-5.830546,2.462608
1115,-13.019474,-5.698126,2.485424
1116,-13.018811,-5.70463,2.484882
1117,-13.024763,-5.696003,2.466199
1118,-13.025421,-5.691282,2.480642
1119,-12.986411,-5.722804,2.483141
1120,-12.987659,-5.708919,2.485065
1121,-12.976605,-5.715738,2.482334
1122,-12.978801,-5.699209,2.508957
1123,-12.997159,-5.679568,2.507604
1124,-12.998319,-5.684445,2.479702
1125,-12.964925,-5.726418,2.464693
1126,-12.978174,-5.699105,2.496044
1127,-12.961315,-5.693677,2.495447
1128,-12.94519,-5.708492,2.499599
1129,-12.894328,-5.800266,2.460196
1130,-12.915912,-5.783078,2.44001
1131,-12.970304,-5.6871,2.48228
1132,-12.959286,-5.685584,2.480262
1133,-12.956264,-5.676529,2.478115
1134,-12.946981,-5.684796,2.479598
1135,-12.934611,-5.693292,2.467853
1136,-12.919394,-5.702706,2.467466
1137,-12.907207,-5.701486,2.48253
1138,-12.902122,-5.716144,2.45837
1139,-12.874513,-5.708657,2.484321
1140,-12.885463,-5.715985,2.470068
1141,-12.861355,-5.73289,2.46283
1142,-12.873568,-5.722932,2.459848
1143,-12.898205,-5.718708,2.439081
1144,-12.887686,-5.72735,2.433832
1145,-12.879352,-5.737421,2.422583
1146,-12.895362,-5.717929,2.434151
1147,-12.877146,-5.728104,2.425851
1148,-12.883517,-5.711369,2.437835
1149,-12.877201,-5.70963,2.41878
1150,-12.865037,-5.714583,2.421655
1151,-12.860618,-5.713394,2.435583
1152,-12.862192,-5.714018,2.430032
1153,-12.873424,-5.69346,2.431536
1154,-12.889917,-5.686453,2.430254
1155,-12.873733,-5.71484,2.416786
1156,-12.861542,-5.702032,2.422695
1157,-12.87123,-5.715264,2.422694
1158,-12.860978,-5.705164,2.443955
1159,-12.884526,-5.695249,2.434028
1160,-12.88555,-5.673989,2.456765
1161,-12.867352,-5.690714,2.414864
1162,-12.832495,-5.707071,2.443065
1163,-12.878609,-5.656074,2.444535
1164,-12.875141,-5.659311,2.446257
1165,-12.859144,-5.670419,2.436219
1166,-12.828315,-5.733267,2.437255
1167,-12.84556,-5.718281,2.441775
1168,-12.846235,-5.714215,2.44555
1169,-12.843098,-5.711134,2.432435
1170,-12.831134,-5.710611,2.431737
1171,-12.821486,-5.706686,2.426832
1172,-12.851789,-5.720016,2.413968
1173,-12.837413,-5.738125,2.39196
1174,-12.843621,-5.650289,2.416767
1175,-12.834002,-5.730458,2.392609
1176,-12.83848,-5.730646,2.393051
1177,-12.852895,-5.681539,2.372984
1178,-12.877562,-5.616259,2.413751
1179,-12.859206,-5.641858,2.395478
1180,-12.835547,-5.693289,2.395339
1181,-12.831479,-5.670181,2.407776
1182,-12.844249,-5.647537,2.401236
1183,-12.824919,-5.658304,2.393968
1184,-12.830873,-5.646489,2.403243
1185,-12.82682,-5.644968,2.415831
1186,-12.834868,-5.616863,2.425386
1187,-12.805365,-5.680111,2.392878
1188,-12.819264,-5.693758,2.367244
1189,-12.821887,-5.67879,2.377784
1190,-12.814612,-5.701702,2.36417
1191,-12.766658,-5.787952,2.355039
1192,-12.804876,-5.683996,2.367371
1193,-12.801361,-5.676435,2.387808
1194,-12.780258,-5.688525,2.387214
1195,-12.789629,-5.686347,2.392951
1196,-12.751903,-5.781937,2.370152
1197,-12.742492,-5.791728,2.356804
1198,-12.737208,-5.787096,2.365942
1199,-12.708147,-5.785202,2.409384
1200,-12.709002,-5.775395,2.397636
1201,-12.69439,-5.785743,2.386647
1202,-12.709253,-5.762421,2.405972
1203,-12.713792,-5.754916,2.405157
1204,-12.71524,-5.734345,2.432814
1205,-12.693435,-5.739467,2.443939
1206,-12.73137,-5.695828,2.445509
1207,-12.765133,-5.618081,2.440326
1208,-12.772269,-5.579184,2.467494
1209,-12.789852,-5.579911,2.439759
1210,-12.77466,-5.592793,2.439555
1211,-12.783589,-5.583893,2.427455
1212,-12.761844,-5.611197,2.428605
1213,-12.784153,-5.59394,2.418983
1214,-12.760593,-5.596645,2.426488
1215,-12.759847,-5.597329,2.432426
1216,-12.762771,-5.587959,2.457532
1217,-12.739252,-5.614381,2.43621
1218,-12.709516,-5.625079,2.42844
1219,-12.702109,-5.615668,2.43956
1220,-12.702461,-5.595879,2.442768
1221,-12.681032,-5.630558,2.422278
1222,-12.708093,-5.62647,2.411412
1223,-12.73769,-5.592371,2.420656
1224,-12.73402,-5.593103,2.426541
1225,-12.741864,-5.566091,2.420824
1226,-12.746195,-5.54141,2.448525
1227,-12.742571,-5.539689,2.443589
1228,-12.743562,-5.52812,2.442953
1229,-12.737497,-5.538745,2.436295
1230,-12.737283,-5.536403,2.457707
1231,-12.744261,-5.527272,2.460585
1232,-12.737274,-5.55093,2.451671
1233,-12.758437,-5.525987,2.448335
1234,-12.763416,-5.540396,2.44028
1235,-12.772585,-5.513301,2.458853
1236,-12.75508,-5.514918,2.487417
1237,-12.733521,-5.533983,2.483607
1238,-12.740238,-5.520859,2.504267
1239,-12.720204,-5.520193,2.51357
1240,-12.728036,-5.4952,2.509581
1241,-12.743022,-5.476392,2.52208
1242,-12.730198,-5.491667,2.514157
1243,-12.757131,-5.477996,2.50101
1244,-12.768172,-5.470934,2.480201
1245,-12.78053,-5.45457,2.506577
1246,-12.789515,-5.466636,2.494028
1247,-12.786304,-5.427895,2.498834
1248,-12.729314,-5.477892,2.504051
1249,-12.762355,-5.423204,2.517737
1250,-12.755301,-5.444856,2.513957
1251,-12.722961,-5.440998,2.555819
1252,-12.730844,-5.459792,2.534855
1253,-12.711033,-5.44611,2.546972
1254,-12.703181,-5.477669,2.523111
1255,-12.716658,-5.468631,2.527884
1256,-12.700532,-5.469958,2.529701
1257,-12.676829,-5.50775,2.511924
1258,-12.67805,-5.522485,2.503239
1259,-12.658812,-5.520386,2.534885
1260,-12.663778,-5.488861,2.564761
1261,-12.679602,-5.464217,2.583802
1262,-12.684435,-5.452392,2.589753
1263,-12.687428,-5.439859,2.58317
1264,-12.683133,-5.43425,2.599431
1265,-12.65644,-5.44557,2.596842
1266,-12.665748,-5.448675,2.593794
1267,-12.651391,-5.474671,2.589353
1268,-12.628005,-5.513749,2.586014
1269,-12.63674,-5.498656,2.572292
1270,-12.648065,-5.490738,2.574122
1271,-12.678775,-5.465762,2.571623
1272,-12.660027,-5.497165,2.548361
1273,-12.697243,-5.433091,2.596624
1274,-12.701092,-5.431904,2.599318
1275,-12.673133,-5.440812,2.635064
1276,-12.723439,-5.399911,2.62002
1277,-12.698532,-5.409115,2.618875
1278,-12.680961,-5.391442,2.670601
1279,-12.660776,-5.416635,2.645404
1280,-12.628988,-5.417973,2.675466
1281,-12.632009,-5.410021,2.659906
1282,-12.650385,-5.359962,2.704275
1283,-12.640349,-5.404253,2.696152
1284,-12.619781,-5.416173,2.70835
1285,-12.606174,-5.4693,2.658663
1286,-12.602091,-5.45109,2.669815
1287,-12.594501,-5.446238,2.681519
1288,-12.595247,-5.432686,2.689036
1289,-12.597752,-5.435748,2.689301
1290,-12.573272,-5.443821,2.690462
1291,-12.54783,-5.454188,2.702785
1292,-12.54111,-5.499803,2.666628
1293,-12.554769,-5.466608,2.679147
1294,-12.528214,-5.464853,2.68531
1295,-12.567775,-5.413476,2.697504
1296,-12.567157,-5.384913,2.719646
1297,-12.617723,-5.330323,2.73519
1298,-12.605156,-5.316165,2.749434
1299,-12.608869,-5.338198,2.743413
1300,-12.598646,-5.339336,2.755577
1301,-12.599552,-5.349688,2.752784
1302,-12.598322,-5.343479,2.751073
1303,-12.589243,-5.355387,2.740965
1304,-12.586913,-5.329171,2.736584
1305,-12.55138,-5.341018,2.777022
1306,-12.538915,-5.349902,2.779166
1307,-12.523974,-5.356543,2.780512
1308,-12.489434,-5.399459,2.766667
1309,-12.491704,-5.409519,2.753797
1310,-12.455155,-5.435084,2.738319
1311,-12.46746,-5.414428,2.778885
1312,-12.485906,-5.403066,2.753116
1313,-12.469338,-5.439811,2.721384
1314,-12.502339,-5.381047,2.748762
1315,-12.455853,-5.420384,2.728209
1316,-12.430629,-5.444233,2.738302
1317,-12.397364,-5.469822,2.758732
1318,-12.389256,-5.453638,2.776876
1319,-12.373647,-5.466927,2.77195
1320,-12.433249,-5.418481,2.768316
1321,-12.454269,-5.373969,2.799889
1322,-12.411829,-5.404582,2.805415
1323,-12.386604,-5.389654,2.828383
1324,-12.360114,-5.401237,2.840881
1325,-12.403082,-5.321672,2.885234
1326,-12.388612,-5.299669,2.919422
1327,-12.396131,-5.259969,2.923218
1328,-12.356503,-5.265732,2.960079
1329,-12.32767,-5.29231,2.970598
1330,-12.321782,-5.308929,2.995204
1331,-12.305987,-5.331178,3.024663
1332,-12.292728,-5.33048,3.025337
1333,-12.2347,-5.342432,3.066446
1334,-12.199162,-5.347967,3.084263
1335,-12.156092,-5.343881,3.10871
1336,-12.137629,-5.31953,3.138268
1337,-12.132786,-5.312181,3.162197
1338,-12.089177,-5.312823,3.197757
1339,-12.06362,-5.306251,3.236517
1340,-12.021098,-5.311138,3.255826
1341,-11.984912,-5.319193,3.258759
1342,-11.965298,-5.317338,3.276132
1343,-11.971434,-5.270384,3.331999
1344,-11.908679,-5.307261,3.348144
1345,-11.88599,-5.319277,3.351504
1346,-11.89597,-5.280326,3.364256
1347,-11.87322,-5.207611,3.449947
1348,-11.79772,-5.235009,3.440887
1349,-11.826788,-5.162253,3.46872
1350,-11.793237,-5.110405,3.533322
1351,-11.748122,-5.06725,3.593163
1352,-11.678959,-5.094825,3.62995
1353,-11.626775,-5.051515,3.687977
1354,-11.643434,-4.910029,3.759621
1355,-11.562305,-4.899804,3.824026
1356,-11.498687,-4.885295,3.858709
1357,-11.500417,-4.770441,3.918703
1358,-11.521962,-4.985889,3.749008
1359,-11.522922,-4.946025,3.763454
1360,-11.49353,-4.902188,3.811767
1361,-11.415694,-4.915174,3.826182
1362,-11.36306,-4.918406,3.869558
1363,-11.240251,-4.942364,3.914673
1364,-11.232001,-4.878716,3.947424
1365,-11.181118,-4.817556,4.010966
1366,-11.132759,-4.799096,4.047993
1367,-11.127929,-4.734197,4.089202
1368,-11.029273,-4.832314,4.056773
1369,-11.018737,-4.782073,4.048718
1370,-10.973276,-4.709825,4.136685
1371,-10.981209,-4.680408,4.122771
1372,-10.898248,-4.670708,4.130771
1373,-10.854551,-4.63094,4.161695
1374,-10.82365,-4.541736,4.265563
1375,-10.750834,-4.472168,4.333339
1376,-10.707742,-4.458612,4.340677
1377,-10.598671,-4.469131,4.385935
1378,-10.555848,-4.417787,4.447947
1379,-10.484928,-4.429182,4.450708
1380,-10.386815,-4.382391,4.528774
1381,-10.338676,-4.316812,4.594444
1382,-10.292239,-4.297275,4.573107
1383,-10.269154,-4.253872,4.59192
1384,-10.150907,-4.259287,4.655189
1385,-10.114108,-4.174045,4.726932
1386,-10.038164,-4.091887,4.79057
1387,-10.036962,-4.00835,4.830131
1388,-9.97243,-3.954453,4.879814
1389,-9.928838,-3.83819,4.92208
1390,-9.769096,-3.791274,5.035316
1391,-9.728939,-3.756582,5.051906
1392,-9.616301,-3.73907,5.090588
1393,-9.580728,-3.552845,5.220405
1394,-9.578452,-3.594401,5.240068
1395,-9.476027,-3.524103,5.323936
1396,-9.443552,-3.415415,5.418301
1397,-9.300547,-3.43438,5.462358
1398,-9.2283,-3.357115,5.544426
1399,-9.183008,-3.26196,5.622365
1400,-9.1703,-3.150177,5.703797
1401,-9.099354,-3.057238,5.816016
1402,-9.016272,-2.937713,5.924282
1403,-8.827144,-2.967878,6.037862
1404,-8.790931,-2.864124,6.110702
1405,-8.74603,-2.731372,6.201871
1406,-8.634598,-2.603813,6.376444
1407,-8.588037,-2.46336,6.475987
1408,-8.490771,-2.467989,6.57338
1409,-8.410048,-2.353605,6.678801
1410,-8.35704,-2.170784,6.858722
1411,-8.306676,-2.018448,6.988379
