X [],R.RA: EMG 1 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.ES: EMG 2 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.IL: EMG 3 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.Gmax: EMG 4 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.RF: EMG 5 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.BF: EMG 6 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.TA&IO: EMG 7 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.MF: EMG 8 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS []
0.206,0.0218077265,0.0411735886,0.0899908373,0.0024837595,0.0198678576,0.0798888866,0.4625969351,0.0399931227
0.207,0.0219904728,0.0414562448,0.0774466600,0.0024894956,0.0199735377,0.0804110362,0.4668023618,0.0375636339
0.208,0.0220513883,0.0424926509,0.0749014646,0.0024665510,0.0203962581,0.0788445874,0.4668023618,0.0394324714
0.209,0.0217468111,0.0425868697,0.0734470672,0.0024493425,0.0207132984,0.0725787924,0.4668023618,0.0405537739
0.210,0.0203152983,0.0425868697,0.0770830606,0.0024894956,0.0196564974,0.0694458949,0.4710077885,0.0401800064
0.211,0.0186705815,0.0426810884,0.0778102593,0.0023690362,0.0182826562,0.0938128755,0.4794186418,0.0398062389
0.212,0.0185487506,0.0413620261,0.0747196649,0.0022313682,0.0196564974,0.1056482661,0.4710077885,0.0398062389
0.213,0.0189142432,0.0354262456,0.0705382725,0.0021826108,0.0207132984,0.1054742163,0.4415698017,0.0399931227
0.214,0.0208026218,0.0296789025,0.0663568800,0.0022371044,0.0207132984,0.1199203548,0.4247480949,0.0392455877
0.215,0.0189751587,0.0298673400,0.0638116846,0.0022457086,0.0215587391,0.1482904823,0.4247480949,0.0422357277
0.216,0.0179700540,0.0316574960,0.0638116846,0.0022198959,0.0216644192,0.1710910142,0.4247480949,0.0450389840
0.217,0.0167517452,0.0313748398,0.0639934843,0.0022141597,0.0214530590,0.1862333521,0.3986744495,0.0463471702
0.218,0.0154725210,0.0309979649,0.0629026863,0.0022055555,0.0216644192,0.1931953466,0.3906841388,0.0465340540
0.219,0.0152288593,0.0313748398,0.0612664892,0.0020592833,0.0222984998,0.2036383383,0.4289535216,0.0461602865
0.220,0.0158684714,0.0309037461,0.0567214974,0.0018068920,0.0229325803,0.2871822720,0.4205426683,0.0459734027
0.221,0.0184269198,0.0309037461,0.0538127027,0.0016720921,0.0230382604,0.5047445992,0.4625969351,0.0455996352
0.222,0.0189447010,0.0325054647,0.0523583053,0.0017896835,0.0236723410,0.5238900840,0.4583915084,0.0454127515
0.223,0.0190665318,0.0374048391,0.0518129063,0.0018126282,0.0244121016,0.5256305826,0.4499806550,0.0444783327
0.224,0.0191274473,0.0408909324,0.0561760984,0.0018585175,0.0244121016,0.5256305826,0.4415698017,0.0463471702
0.225,0.0191274473,0.0422099947,0.0741742659,0.0021223811,0.0234609808,0.5256305826,0.4583915084,0.0482160077
0.226,0.0189447010,0.0446596819,0.0814462527,0.0021195130,0.0232496206,0.5308520785,0.4836240685,0.0506454965
0.227,0.0188837855,0.0433406196,0.0812644531,0.0021367215,0.0233553007,0.5360735744,0.4752132151,0.0523274502
0.228,0.0204371292,0.0456018693,0.0814462527,0.0021682704,0.0231439405,0.5447760674,0.4878294952,0.0498979615
0.229,0.0205894178,0.0521029622,0.0818098521,0.0023518277,0.0228269002,0.5499975633,0.5130620553,0.0489635427
0.230,0.0207417064,0.0549295244,0.0781738587,0.0023690362,0.0225098600,0.5499975633,0.5172674820,0.0495241940
0.231,0.0215945225,0.0546468682,0.0774466600,0.0022571810,0.0220871396,0.5587000564,0.5130620553,0.0508323802
0.232,0.0226300849,0.0546468682,0.0774466600,0.0021367215,0.0200792178,0.5935100288,0.5130620553,0.0513930315
0.233,0.0227823735,0.0549295244,0.0776284596,0.0021137768,0.0187053766,0.6300604997,0.5088566286,0.0513930315
0.234,0.0213508607,0.0620901485,0.0809008537,0.0020506790,0.0184940164,0.6405034914,0.4878294952,0.0510192640
0.235,0.0213813185,0.0654820231,0.0849004465,0.0020764918,0.0171201752,0.6457249873,0.4878294952,0.0525143340
0.236,0.0212290299,0.0646340544,0.0938086304,0.0021309853,0.0175428956,0.6683514693,0.4794186418,0.0510192640
0.237,0.0209853681,0.0651051481,0.1025350146,0.0021567981,0.0176485756,0.6666109707,0.4794186418,0.0502717290
0.238,0.0217163534,0.0694392101,0.1032622133,0.0022313682,0.0174372155,0.6648704721,0.4625969351,0.0519536827
0.239,0.0218077265,0.0720773347,0.1030804136,0.0023862447,0.0165917747,0.6787944610,0.4247480949,0.0538225202
0.240,0.0220818460,0.0724542097,0.1139883939,0.0023919808,0.0164860946,0.6596489762,0.4138139856,0.0540094040
0.241,0.0221123037,0.0733021783,0.1301685647,0.0023891128,0.0182826562,0.5186685882,0.3608256094,0.0553175902
0.242,0.0238788514,0.0728310846,0.1312593627,0.0023145426,0.0176485756,0.5238900840,0.3511531280,0.0553175902
0.243,0.0237265628,0.0708524911,0.1339863578,0.0022829937,0.0164860946,0.5517380619,0.3545174693,0.0562520090
0.244,0.0246098366,0.0700045225,0.1310775630,0.0023145426,0.0165917747,0.5674025495,0.3524147560,0.0543831715
0.245,0.0248230407,0.0704756162,0.1210785811,0.0020449429,0.0165917747,0.5708835467,0.3309670799,0.0532618690
0.246,0.0256758568,0.0691565539,0.1165335893,0.0021453257,0.0156406539,0.5639215522,0.2897538984,0.0508323802
0.247,0.0253408219,0.0690623351,0.1156245910,0.0023116745,0.0153236136,0.5587000564,0.2838663011,0.0484028915
0.248,0.0240311400,0.0668010854,0.1154427913,0.0022915980,0.0146895330,0.5621810536,0.2657829663,0.0480291240
0.249,0.0238483937,0.0618074923,0.1154427913,0.0021395896,0.0147952131,0.5813265384,0.2102713341,0.0482160077
0.250,0.0234524433,0.0590751489,0.1163517896,0.0021338534,0.0150065733,0.5830670370,0.1791511767,0.0484028915
0.251,0.0226910004,0.0587924927,0.1167153890,0.0022715214,0.0150065733,0.5726240453,0.2005988528,0.0470947052
0.252,0.0215336070,0.0587924927,0.1168971886,0.0023374873,0.0150065733,0.5360735744,0.2615775397,0.0465340540
0.253,0.0218686420,0.0589809301,0.1167153890,0.0023231469,0.0142668126,0.4943016075,0.2994263798,0.0465340540
0.254,0.0217468111,0.0517260873,0.1147155926,0.0023432234,0.0144781728,0.4821181172,0.3095194038,0.0457865190
0.255,0.0215945225,0.0472035878,0.1118067979,0.0024235297,0.0158520141,0.4734156241,0.3519942133,0.0377505177
0.256,0.0216554379,0.0493706188,0.1036258126,0.0024493425,0.0162747344,0.4316436573,0.3561996400,0.0366292152
0.257,0.0235438165,0.0505012437,0.0948994284,0.0024149255,0.0165917747,0.4299031587,0.3620872374,0.0373767502
0.258,0.0234829010,0.0458845255,0.1005352182,0.0025669339,0.0174372155,0.4351246545,0.3612461520,0.0349472614
0.259,0.0243357172,0.0430579634,0.1243509752,0.0027046018,0.0174372155,0.4212006656,0.3877403401,0.0332653076
0.260,0.0266809615,0.0425868697,0.1283505679,0.0027189423,0.0170144951,0.4055361780,0.4175988696,0.0332653076
0.261,0.0254626527,0.0410793699,0.1125339965,0.0028135890,0.0155349738,0.3985741835,0.4154961562,0.0327046564
0.262,0.0238179359,0.0413620261,0.1130793956,0.0030401675,0.0156406539,0.3655047098,0.4142345282,0.0325177726
0.263,0.0249448715,0.0409851511,0.1105342002,0.0031835716,0.0159576941,0.3219922443,0.4167577842,0.0306489351
0.264,0.0247012098,0.0383470265,0.1096252018,0.0031262100,0.0162747344,0.2941442664,0.4205426683,0.0306489351
0.265,0.0246707521,0.0345782769,0.1096252018,0.0031548908,0.0168031349,0.2889227706,0.4201221256,0.0289669814
0.266,0.0243357172,0.0342014020,0.1096252018,0.0034130182,0.0166974548,0.2871822720,0.4247480949,0.0282194464
0.267,0.0243661749,0.0342014020,0.1110795992,0.0035277415,0.0165917747,0.2871822720,0.4247480949,0.0280325626
0.268,0.0247621252,0.0349551519,0.1128975959,0.0035277415,0.0162747344,0.2628152913,0.4247480949,0.0284063301
0.269,0.0249753292,0.0372164016,0.1143519933,0.0035277415,0.0161690543,0.2053788369,0.4247480949,0.0289669814
0.270,0.0252494487,0.0378759328,0.1139883939,0.0036137840,0.0165917747,0.2018978397,0.4289535216,0.0287800976
0.271,0.0253103642,0.0405140574,0.1141701936,0.0035564224,0.0169088150,0.1984168425,0.4247480949,0.0289669814
0.272,0.0253103642,0.0407024949,0.1154427913,0.0034990607,0.0170144951,0.1914548480,0.3965717362,0.0299014001
0.273,0.0247316675,0.0402314012,0.1154427913,0.0034990607,0.0172258553,0.1862333521,0.3658721214,0.0299014001
0.274,0.0251885333,0.0400429637,0.1154427913,0.0034990607,0.0172258553,0.1792713577,0.3570407254,0.0289669814
0.275,0.0265591306,0.0392892138,0.1158063906,0.0034416991,0.0173315354,0.1643030695,0.3099399465,0.0285932139
0.276,0.0278078971,0.0366510892,0.1158063906,0.0033843374,0.0172258553,0.1695245654,0.3069961478,0.0276587951
0.277,0.0289957481,0.0362742142,0.1158063906,0.0034130182,0.0180712960,0.1757903604,0.3061550625,0.0254161901
0.278,0.0286911709,0.0444712444,0.1098070015,0.0032982949,0.0188110567,0.1557746263,0.3238178546,0.0248555389
0.279,0.0278992702,0.0566254617,0.0818098521,0.0031262100,0.0187053766,0.1242716013,0.3212945985,0.0282194464
0.280,0.0252494487,0.0613363986,0.0596302922,0.0031262100,0.0188110567,0.1150469587,0.2914360691,0.0345734939
0.281,0.0249144138,0.0613363986,0.0587212938,0.0030688483,0.0189167368,0.1086071138,0.3225562266,0.0340128427
0.282,0.0245489212,0.0609595236,0.0549035007,0.0029828058,0.0189167368,0.1075628146,0.3233973119,0.0340128427
0.283,0.0237265628,0.0608653049,0.0536309030,0.0028451379,0.0196564974,0.1053001664,0.3187713425,0.0360685639
0.284,0.0236656473,0.0627496797,0.0534491034,0.0028394017,0.0196564974,0.1047780168,0.3166686292,0.0390587039
0.285,0.0236656473,0.0650109294,0.0530855040,0.0028107209,0.0199735377,0.1054742163,0.3103604892,0.0394324714
0.286,0.0234829010,0.0650109294,0.0534491034,0.0026529764,0.0230382604,0.1054742163,0.3158275439,0.0394324714
0.287,0.0239397668,0.0652935856,0.0523583053,0.0025181765,0.0234609808,0.1054742163,0.3212945985,0.0399931227
0.288,0.0237265628,0.0664242104,0.0487223119,0.0026472402,0.0238837012,0.1032115681,0.3271821959,0.0426094952
0.289,0.0253712796,0.0654820231,0.0436319211,0.0026902614,0.0238837012,0.1019932190,0.3288643666,0.0437307977
0.290,0.0258890608,0.0651993669,0.0398141280,0.0026156913,0.0234609808,0.1012970196,0.3524147560,0.0429832627
0.291,0.0258890608,0.0635976483,0.0394505287,0.0025956147,0.0233553007,0.0990343714,0.3490504147,0.0426094952
0.292,0.0263154689,0.0634092108,0.0367235336,0.0026185594,0.0234609808,0.0974679226,0.3839554561,0.0420488439
0.293,0.0270464541,0.0633149921,0.0372689326,0.0028967634,0.0232496206,0.0955533741,0.4247480949,0.0420488439
0.294,0.0277774394,0.0629381171,0.0461771165,0.0030114867,0.0228269002,0.0950312245,0.4625969351,0.0418619602
0.295,0.0282038474,0.0628438984,0.0638116846,0.0030114867,0.0228269002,0.0957274240,0.4920349219,0.0422357277
0.296,0.0279906434,0.0627496797,0.0643570836,0.0030688483,0.0229325803,0.0924204766,0.5046512019,0.0441045652
0.297,0.0265895883,0.0616190548,0.0654478817,0.0030401675,0.0221928197,0.0798888866,0.5256783353,0.0441045652
0.298,0.0275642353,0.0540815557,0.0709018718,0.0030114867,0.0209246585,0.0778002882,0.5172674820,0.0442914489
0.299,0.0303968032,0.0395718701,0.0769012610,0.0029541250,0.0209246585,0.0784964877,0.5298837620,0.0422357277
0.300,0.0325897589,0.0336360895,0.0781738587,0.0029254442,0.0210303386,0.0824996345,0.5719380288,0.0373767502
0.301,0.0325897589,0.0363684330,0.0781738587,0.0029828058,0.0205019382,0.0802369863,0.5551163221,0.0362554477
0.302,0.0328943361,0.0373106203,0.0839914481,0.0028250613,0.0203962581,0.0764078893,0.5551163221,0.0362554477
0.303,0.0325897589,0.0373106203,0.0919906337,0.0028394017,0.0194451372,0.0892875791,0.5551163221,0.0345734939
0.304,0.0341126448,0.0341071832,0.0956266271,0.0028652145,0.0199735377,0.1159172080,0.5719380288,0.0310227026
0.305,0.0374629939,0.0296789025,0.0970810245,0.0029254442,0.0191280970,0.1737017621,0.5803488822,0.0300882839
0.306,0.0392904570,0.0296789025,0.0979900228,0.0027332827,0.0153236136,0.1897143494,0.5761434555,0.0306489351
0.307,0.0392904570,0.0307153087,0.1008988176,0.0027046018,0.0154292937,0.1897143494,0.5719380288,0.0330784239
0.308,0.0405087657,0.0297731213,0.1045348110,0.0027304146,0.0151122534,0.1914548480,0.5761434555,0.0317702376
0.309,0.0398996114,0.0308095274,0.1063528077,0.0027246784,0.0172258553,0.1931953466,0.5803488822,0.0330784239
0.310,0.0392904570,0.0328823396,0.1076254054,0.0026644487,0.0175428956,0.1931953466,0.5635271755,0.0345734939
0.311,0.0398996114,0.0331649959,0.1083526041,0.0026787891,0.0180712960,0.1931953466,0.5593217488,0.0349472614
0.312,0.0405087657,0.0336360895,0.1081708044,0.0028250613,0.0182826562,0.2158218286,0.5340891887,0.0349472614
0.313,0.0426408060,0.0339187458,0.1078072051,0.0026845253,0.0189167368,0.2837012747,0.5004457752,0.0349472614
0.314,0.0420316517,0.0359915580,0.1041712117,0.0025669339,0.0192337770,0.3254732416,0.4668023618,0.0351341452
0.315,0.0429453832,0.0430579634,0.0943540294,0.0025640658,0.0179656159,0.3376567319,0.4373643750,0.0381242852
0.316,0.0456865779,0.0467324942,0.0941722297,0.0025755381,0.0169088150,0.3707262056,0.4192810403,0.0414881927
0.317,0.0456865779,0.0466382754,0.0947176288,0.0025267807,0.0169088150,0.4925611089,0.3923663095,0.0429832627
0.318,0.0459911551,0.0468267129,0.0918088340,0.0025325169,0.0172258553,0.6457249873,0.3969922788,0.0500848452
0.319,0.0450774235,0.0476746815,0.0892636386,0.0025755381,0.0173315354,0.7223069265,0.3574612680,0.0560651252
0.320,0.0435545376,0.0472978066,0.0970810245,0.0027820401,0.0170144951,0.7257879237,0.3288643666,0.0624191728
0.321,0.0435545376,0.0450365569,0.1088980031,0.0029254442,0.0168031349,0.7449334085,0.3961511935,0.0663437315
0.322,0.0432499604,0.0457903068,0.1138065942,0.0029541250,0.0170144951,0.7780028823,0.4710077885,0.0674650341
0.323,0.0432499604,0.0500301500,0.1156245910,0.0029541250,0.0169088150,0.8110723560,0.5172674820,0.0706420578
0.324,0.0435545376,0.0522913997,0.1148973923,0.0029541250,0.0168031349,0.8267368436,0.5130620553,0.0723240116
0.325,0.0420316517,0.0541757745,0.1147155926,0.0030688483,0.0183883363,0.8302178408,0.5046512019,0.0728846628
0.326,0.0402041885,0.0581329615,0.1156245910,0.0030401675,0.0187053766,0.8319583394,0.5130620553,0.0726977791
0.327,0.0414224973,0.0692507726,0.1125339965,0.0029254442,0.0182826562,0.8319583394,0.5214729086,0.0715764766
0.328,0.0429453832,0.0727368659,0.1099888011,0.0027705677,0.0182826562,0.8319583394,0.5172674820,0.0713895928
0.329,0.0438591148,0.0720773347,0.1085344038,0.0027533592,0.0168031349,0.8319583394,0.5172674820,0.0698945228
0.330,0.0472094638,0.0717946785,0.1081708044,0.0030114867,0.0170144951,0.8336988380,0.5298837620,0.0700814066
0.331,0.0505598129,0.0761287405,0.1076254054,0.0036424648,0.0164860946,0.8354393367,0.5298837620,0.0745666166
0.332,0.0523872760,0.0792379588,0.1103524005,0.0042447622,0.0162747344,0.8319583394,0.5340891887,0.0816681991
0.333,0.0514735444,0.0796148338,0.1132611952,0.0044742088,0.0157463340,0.8128128546,0.5467054687,0.0840976879
0.334,0.0523872760,0.0789553026,0.1143519933,0.0045889321,0.0160633742,0.7954078684,0.5593217488,0.0844714554
0.335,0.0508643901,0.0771651466,0.1143519933,0.0045889321,0.0164860946,0.7936673698,0.5761434555,0.0839108041
0.336,0.0490369269,0.0768824904,0.1156245910,0.0045602512,0.0164860946,0.7814838795,0.5761434555,0.0816681991
0.337,0.0490369269,0.0769767091,0.1145337929,0.0046462937,0.0164860946,0.7153449320,0.5845543089,0.0807337804
0.338,0.0484277726,0.0772593653,0.1141701936,0.0046462937,0.0163804145,0.6091745163,0.5761434555,0.0766223378
0.339,0.0472094638,0.0768824904,0.1128975959,0.0046176129,0.0163804145,0.5587000564,0.5761434555,0.0719502441
0.340,0.0475140410,0.0769767091,0.1047166107,0.0045028896,0.0164860946,0.5569595578,0.5509108954,0.0661568478
0.341,0.0478186182,0.0777304590,0.0919906337,0.0044455279,0.0166974548,0.5308520785,0.5046512019,0.0624191728
0.342,0.0478186182,0.0777304590,0.0818098521,0.0044742088,0.0177542557,0.5047445992,0.4415698017,0.0612978703
0.343,0.0496460813,0.0753749906,0.0719926698,0.0045889321,0.0180712960,0.4943016075,0.4045620469,0.0575601953
0.344,0.0496460813,0.0745270219,0.0681748767,0.0046176129,0.0175428956,0.4647131310,0.3923663095,0.0555044740
0.345,0.0487323498,0.0749981156,0.0670840787,0.0045889321,0.0157463340,0.4490486435,0.3957306508,0.0547569390
0.346,0.0502552357,0.0736790533,0.0652660820,0.0046462937,0.0155349738,0.4664536296,0.4087674735,0.0549438227
0.347,0.0511689672,0.0657646793,0.0652660820,0.0046462937,0.0159576941,0.5030041006,0.4205426683,0.0556913577
0.348,0.0490369269,0.0636918670,0.0643570836,0.0046462937,0.0158520141,0.5238900840,0.4205426683,0.0551307065
0.349,0.0478186182,0.0668010854,0.0659932807,0.0046176129,0.0153236136,0.5395545716,0.4247480949,0.0551307065
0.350,0.0450774235,0.0689681164,0.0652660820,0.0044455279,0.0159576941,0.5465165661,0.4188604976,0.0541962877
0.351,0.0429453832,0.0649167106,0.0636298850,0.0039579539,0.0171201752,0.5465165661,0.4205426683,0.0472815890
0.352,0.0411179201,0.0612421798,0.0601756912,0.0031548908,0.0182826562,0.5465165661,0.4163372416,0.0334521914
0.353,0.0402041885,0.0613363986,0.0563578981,0.0027275465,0.0182826562,0.5465165661,0.3982539068,0.0267243764
0.354,0.0386813026,0.0617132735,0.0545399014,0.0025611977,0.0178599358,0.5465165661,0.3784884014,0.0256030739
0.355,0.0383767254,0.0594520238,0.0563578981,0.0026386359,0.0174372155,0.5412950702,0.3528352987,0.0235473526
0.356,0.0389858798,0.0573792116,0.0547217011,0.0027275465,0.0176485756,0.5360735744,0.3482093293,0.0229867014
0.357,0.0411179201,0.0590751489,0.0563578981,0.0026156913,0.0181769761,0.5325925771,0.3318081653,0.0229867014
0.358,0.0420316517,0.0602999925,0.0574486961,0.0026300317,0.0181769761,0.4977826048,0.3313876226,0.0227998176
0.359,0.0429453832,0.0602999925,0.0567214974,0.0026271636,0.0183883363,0.4525296407,0.3351725066,0.0224260501
0.360,0.0426408060,0.0599231175,0.0559942988,0.0025984828,0.0180712960,0.4490486435,0.3343314213,0.0224260501
0.361,0.0432499604,0.0597346800,0.0561760984,0.0024894956,0.0177542557,0.4490486435,0.3368546773,0.0229867014
0.362,0.0435545376,0.0591693676,0.0539945024,0.0024005851,0.0164860946,0.4212006656,0.3259205679,0.0248555389
0.363,0.0417270745,0.0591693676,0.0530855040,0.0021281172,0.0160633742,0.3689857070,0.3027907211,0.0261637251
0.364,0.0402041885,0.0586982739,0.0565396978,0.0020076578,0.0158520141,0.3637642112,0.3086783185,0.0276587951
0.365,0.0395950342,0.0571907741,0.0563578981,0.0019502961,0.0164860946,0.3550617181,0.3061550625,0.0321440051
0.366,0.0377675711,0.0559659305,0.0539945024,0.0018040239,0.0184940164,0.3185112471,0.2699883930,0.0351341452
0.367,0.0353309536,0.0531393684,0.0552671001,0.0018585175,0.0185996965,0.2558532969,0.2304573822,0.0356947964
0.368,0.0365492623,0.0503128062,0.0578122955,0.0018900664,0.0183883363,0.2071193355,0.2451763756,0.0366292152
0.369,0.0371584167,0.0469209316,0.0559942988,0.0019044068,0.0182826562,0.1630847205,0.2334011809,0.0381242852
0.370,0.0365492623,0.0431521821,0.0579940951,0.0019187472,0.0177542557,0.1286228479,0.2136356755,0.0388718202
0.371,0.0338080676,0.0418331198,0.0621754876,0.0019130111,0.0169088150,0.1122621609,0.2228876142,0.0392455877
0.372,0.0325897589,0.0415504636,0.0605392905,0.0019273515,0.0154292937,0.1267082994,0.2254108702,0.0392455877
0.373,0.0322851817,0.0407024949,0.0603574909,0.0019847131,0.0151122534,0.1282747481,0.2245697849,0.0392455877
0.374,0.0328943361,0.0401371825,0.0598120919,0.0020822279,0.0150065733,0.1281006983,0.2380271502,0.0388718202
0.375,0.0331989133,0.0407024949,0.0579940951,0.0021826108,0.0152179335,0.1272304490,0.2439147476,0.0381242852
0.376,0.0310668730,0.0407024949,0.0579940951,0.0021797427,0.0150065733,0.1279266484,0.2859690144,0.0379374014
0.377,0.0273205736,0.0379701515,0.0567214974,0.0021654023,0.0139497724,0.1303633465,0.2956414958,0.0381242852
0.378,0.0264982152,0.0359915580,0.0550853004,0.0022686533,0.0137384122,0.1289709476,0.2994263798,0.0383111689
0.379,0.0257063145,0.0360857767,0.0552671001,0.0022715214,0.0139497724,0.1314076457,0.3389573906,0.0386849364
0.380,0.0261327226,0.0363684330,0.0589030935,0.0023202788,0.0141611326,0.1277525986,0.3868992548,0.0390587039
0.381,0.0262240957,0.0360857767,0.0610846896,0.0023260149,0.0154292937,0.1253159005,0.3852170841,0.0386849364
0.382,0.0272292004,0.0354262456,0.0610846896,0.0023288830,0.0166974548,0.1260120999,0.3864787121,0.0373767502
0.383,0.0282343051,0.0346724957,0.0594484925,0.0023346192,0.0168031349,0.1239235016,0.3868992548,0.0377505177
0.384,0.0287825441,0.0347667144,0.0612664892,0.0023661681,0.0171201752,0.1220089531,0.3919457668,0.0394324714
0.385,0.0291175790,0.0339187458,0.0701746731,0.0023575639,0.0191280970,0.1275785487,0.4201221256,0.0377505177
0.386,0.0297571911,0.0325054647,0.0710836715,0.0023633000,0.0174372155,0.1333221941,0.4541860817,0.0349472614
0.387,0.0294526139,0.0309037461,0.0767194613,0.0023575639,0.0169088150,0.1361069919,0.4541860817,0.0328915401
0.388,0.0275337776,0.0313748398,0.0783556583,0.0024263978,0.0171201752,0.1376734407,0.4541860817,0.0313964701
0.389,0.0266200461,0.0357089018,0.0818098521,0.0023862447,0.0182826562,0.1381955903,0.4625969351,0.0327046564
0.390,0.0266200461,0.0423984322,0.0849004465,0.0023661681,0.0178599358,0.1394139393,0.4878294952,0.0332653076
0.391,0.0264677575,0.0484284314,0.0836278488,0.0024436063,0.0177542557,0.1371512911,0.4962403485,0.0336390751
0.392,0.0266200461,0.0490879626,0.0856276452,0.0026386359,0.0176485756,0.1244456512,0.4962403485,0.0345734939
0.393,0.0263154689,0.0488053064,0.0932632314,0.0025525935,0.0179656159,0.1253159005,0.5004457752,0.0345734939
0.394,0.0254321950,0.0488995251,0.0943540294,0.0024149255,0.0185996965,0.1256640002,0.5088566286,0.0347603777
0.395,0.0261022648,0.0509723374,0.0941722297,0.0023891128,0.0187053766,0.1268823493,0.5088566286,0.0351341452
0.396,0.0262240957,0.0509723374,0.0936268307,0.0023747723,0.0187053766,0.1282747481,0.4878294952,0.0364423314
0.397,0.0256758568,0.0517260873,0.0934450311,0.0023403554,0.0187053766,0.1369772412,0.4836240685,0.0371898664
0.398,0.0252494487,0.0516318685,0.0927178324,0.0022399725,0.0188110567,0.1984168425,0.4836240685,0.0392455877
0.399,0.0244880058,0.0509723374,0.0925360327,0.0022715214,0.0188110567,0.2262648203,0.4541860817,0.0398062389
0.400,0.0242443440,0.0505012437,0.0905362363,0.0023288830,0.0189167368,0.2262648203,0.4100291016,0.0398062389
0.401,0.0236656473,0.0496532750,0.0890818389,0.0023919808,0.0179656159,0.2419293079,0.4087674735,0.0398062389
0.402,0.0240311400,0.0493706188,0.0890818389,0.0025898785,0.0168031349,0.2662962886,0.4096085589,0.0398062389
0.403,0.0281429320,0.0493706188,0.0892636386,0.0029254442,0.0169088150,0.2767392803,0.4087674735,0.0396193552
