[Data],,,,
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
Index,Series,,,Series
4229,70.482368,-43.587044,36.503006,-13.783936
4230,70.368835,-42.977348,35.822289,-14.484314
4231,70.245384,-42.37817,35.335613,-15.141594
4232,70.118507,-41.779392,35.010834,-15.799431
4233,69.994614,-41.170422,34.809605,-16.500603
4234,69.879669,-40.5378,34.6917,-17.261635
4235,69.778641,-39.865868,34.623276,-18.058838
4236,69.692261,-39.139935,34.590199,-18.811012
4237,69.615479,-38.346024,34.616547,-19.350014
4238,69.540001,-37.470097,34.783161,-19.396957
4239,69.462074,-36.501011,35.238235,-18.575966
4240,69.387115,-35.440487,36.184086,-16.51136
4241,69.327621,-34.315769,37.821697,-13.033096
4242,69.293121,-33.190125,40.258022,-8.368172
4243,69.27697,-32.164421,43.430893,-3.082077
4244,69.241165,-31.372129,47.113613,2.200043
4245,69.118469,-30.960167,51.003422,6.999733
4246,68.84671,-31.04421,54.834518,11.022575
4247,68.423485,-31.643997,58.450062,14.138931
4248,67.938065,-32.649235,61.810532,16.360931
4249,67.536072,-33.871929,64.961723,17.80632
4250,67.34108,-35.145702,67.98687,18.649025
4251,67.402367,-36.377449,70.953087,19.067734
4252,67.69754,-37.529373,73.872719,19.207611
4253,68.159218,-38.589252,76.703247,19.168686
4254,68.701317,-39.557178,79.378098,19.022148
4255,69.244812,-40.433266,81.831863,18.833839
4256,69.732925,-41.209637,84.00882,18.668457
4257,70.130531,-41.877609,85.874054,18.576759
4258,70.417427,-42.439556,87.426544,18.588448
4259,70.583801,-42.910454,88.69738,18.716064
4260,70.62748,-43.310532,89.734283,18.959602
4261,70.553177,-43.65873,90.587074,19.309425
4262,70.371269,-43.974083,91.30011,19.747032
4263,70.095375,-44.281143,91.911995,20.244507
4264,69.741974,-44.608547,92.458076,20.765823
4265,69.330299,-44.980812,92.970322,21.271339
4266,68.882133,-45.411495,93.474648,21.722816
4267,68.421394,-45.900631,93.98674,22.088326
4268,67.972565,-46.434078,94.506821,22.345947
4269,67.556297,-46.989902,95.021332,22.484344
4270,67.184799,-47.550198,95.512413,22.500679
4271,66.862885,-48.104336,95.964836,22.400703
4272,66.592552,-48.642612,96.367378,22.201256
4273,66.374405,-49.151478,96.715866,21.933289
4274,66.208138,-49.612392,97.014282,21.639732
4275,66.092285,-50.005695,97.262375,21.360077
4276,66.024811,-50.317184,97.443008,21.110947
4277,66.00267,-50.544285,97.532867,20.888931
4278,66.020279,-50.696095,97.52636,20.694557
4279,66.068161,-50.785995,97.442863,20.546242
4280,66.13282,-50.826111,97.310516,20.468933
4281,66.199486,-50.825245,97.144463,20.473656
4282,66.255096,-50.789211,96.941742,20.550926
4283,66.290909,-50.722271,96.69516,20.682205
4284,66.304558,-50.62907,96.409096,20.856819
4285,66.295837,-50.518444,96.100502,21.072258
4286,66.265205,-50.399681,95.785294,21.314484
4287,66.213783,-50.278702,95.466988,21.54847
4288,66.145187,-50.157677,95.139267,21.734566
4289,66.063873,-50.038719,94.795662,21.849213
4290,65.974495,-49.924408,94.434479,21.888634
4291,65.88092,-49.818859,94.060165,21.861397
4292,65.785576,-49.726372,93.680565,21.779457
4293,65.68988,-49.648296,93.301552,21.651932
4294,65.594856,-49.580589,92.922859,21.48526
4295,65.50087,-49.514889,92.537415,21.287285
4296,65.407402,-49.442207,92.134964,21.068459
4297,65.31192,-49.358917,91.709999,20.839256
4298,65.209602,-49.269905,91.266731,20.605865
4299,65.096611,-49.182831,90.814529,20.369202
4300,64.972153,-49.100597,90.359283,20.13308
4301,64.839462,-49.017769,89.89975,19.913841
4302,64.704865,-48.923847,89.429802,19.737701
4303,64.576378,-48.807625,88.941513,19.628571
4304,64.460556,-48.662239,88.42881,19.593872
4305,64.357773,-48.491577,87.893112,19.613396
4306,64.262825,-48.309494,87.345245,19.645058
4307,64.169014,-48.131924,86.800392,19.649971
4308,64.072479,-47.967949,86.269318,19.61013
4309,63.972404,-47.818237,85.753448,19.524841
4310,63.869335,-47.678452,85.247444,19.400764
4311,63.763783,-47.543491,84.746231,19.247902
4312,63.655758,-47.410534,84.249207,19.077896
4313,63.544514,-47.280735,83.758232,18.901131
4314,63.428741,-47.157829,83.273659,18.724091
4315,63.307484,-47.044289,82.792702,18.549133
4316,63.180237,-46.939491,82.311485,18.376007
4317,63.047779,-46.839428,81.827805,18.204224
4318,62.91412,-46.736187,81.341148,18.034569
4319,62.785286,-46.621273,80.851067,17.867569
4320,62.665863,-46.490952,80.356674,17.701515
4321,62.556702,-46.348686,79.858299,17.534019
4322,62.455811,-46.200817,79.35881,17.3657
4323,62.360226,-46.051033,78.862213,17.202087
4324,62.270107,-45.896027,78.3703,17.051437
4325,62.187298,-45.729572,77.880714,16.918465
4326,62.111134,-45.549225,77.388161,16.799255
4327,62.0387,-45.357075,76.888161,16.682594
4328,61.967468,-45.1572,76.380325,16.557663
4329,61.895546,-44.955303,75.867882,16.421097
4330,61.821453,-44.757023,75.353706,16.277161
4331,61.745567,-44.56464,74.839958,16.134178
4332,61.669273,-44.378834,74.333099,16.00177
4333,61.594357,-44.199986,73.84407,15.887703
4334,61.522217,-44.027863,73.380775,15.79422
4335,61.454857,-43.858227,72.940613,15.717499
4336,61.392956,-43.685608,72.512772,15.650833
4337,61.33453,-43.509304,72.089211,15.589142
4338,61.275181,-43.336365,71.671799,15.531143
4339,61.211899,-43.173386,71.265564,15.477196
4340,61.144402,-43.018948,70.868683,15.425606
4341,61.072903,-42.865807,70.471855,15.371613
4342,60.996796,-42.708035,70.066582,15.310349
4343,60.916683,-42.543728,69.651482,15.238968
4344,60.834698,-42.374748,69.231743,15.155373
4345,60.752533,-42.207302,68.817566,15.057274
4346,60.670403,-42.049622,68.420609,14.941689
4347,60.588745,-41.905357,68.047127,14.805481
4348,60.508839,-41.771408,67.694939,14.648933
4349,60.432816,-41.641796,67.357063,14.479126
4350,60.363422,-41.511108,67.026459,14.309044
4351,60.301624,-41.376228,66.698555,14.154449
4352,60.243999,-41.238132,66.371666,14.028267
4353,60.18573,-41.100731,66.046768,13.934113
4354,60.125168,-40.96693,65.725883,13.866867
4355,60.065258,-40.833801,65.408943,13.818542
4356,60.009834,-40.694904,65.09446,13.782349
4357,59.960346,-40.546795,64.783089,13.753502
4358,59.913532,-40.393284,64.478416,13.728355
4359,59.863396,-40.240948,64.182404,13.703392
4360,59.80714,-40.090736,63.891041,13.674683
4361,59.747162,-39.937813,63.59684,13.639603
4362,59.687389,-39.777966,63.294804,13.599472
4363,59.62851,-39.613537,62.986427,13.560646
4364,59.568291,-39.452049,62.678616,13.531609
4365,59.506645,-39.298523,62.378883,13.520142
4366,59.446079,-39.153053,62.092621,13.532967
4367,59.389336,-39.012665,61.822514,13.574028
4368,59.338314,-38.872822,61.567776,13.639442
4369,59.293087,-38.729969,61.325706,13.714684
4370,59.252552,-38.583954,61.095188,13.782349
4371,59.214275,-38.439548,60.87682,13.834152
4372,59.174694,-38.303379,60.669022,13.872276
4373,59.131523,-38.177097,60.465782,13.900604
4374,59.08588,-38.05471,60.258808,13.917389
4375,59.041973,-37.92709,60.042877,13.916199
4376,59.004742,-37.787708,59.818836,13.893196
4377,58.97501,-37.637543,59.591469,13.851624
4378,58.948326,-37.484703,59.366631,13.800407
4379,58.920208,-37.338287,59.149128,13.750526
4380,58.889973,-37.20332,58.941753,13.713196
4381,58.858418,-37.081429,58.74474,13.69812
4382,58.824581,-36.971863,58.555237,13.709465
4383,58.785652,-36.872746,58.368958,13.742302
4384,58.739635,-36.782486,58.184906,13.783943
4385,58.688633,-36.698448,58.007324,13.821976
4386,58.63905,-36.614979,57.8409,13.852982
4387,58.596977,-36.524906,57.684322,13.882439
4388,58.564911,-36.422775,57.530891,13.916382
4389,58.539063,-36.310066,57.374935,13.954361
4390,58.512177,-36.194244,57.215847,13.98999
4391,58.477669,-36.083862,57.055557,14.016495
4392,58.432957,-35.984615,56.895367,14.031776
4393,58.378265,-35.899578,56.736496,14.039757
4394,58.315441,-35.830021,56.582947,14.047577
4395,58.247974,-35.774372,56.439548,14.060997
4396,58.180214,-35.728355,56.306866,14.082024
4397,58.117466,-35.683968,56.179653,14.109009
4398,58.062393,-35.634869,56.051968,14.137466
4399,58.0135,-35.579475,55.920795,14.160706
4400,57.967319,-35.519203,55.785007,14.171997
4401,57.922382,-35.454502,55.645004,14.168289
4402,57.878838,-35.385643,55.503876,14.151436
4403,57.837959,-35.313332,55.367142,14.12616
4404,57.800961,-35.23888,55.239281,14.097069
4405,57.769127,-35.162544,55.121044,14.067101
4406,57.7425,-35.084763,55.010242,14.037018
4407,57.719166,-35.007404,54.904011,14.006126
4408,57.696621,-34.932499,54.799194,13.973053
4409,57.672928,-34.861084,54.693386,13.936935
4410,57.647297,-34.793835,54.587505,13.899101
4411,57.620167,-34.731411,54.485531,13.863411
4412,57.592541,-34.673424,54.391262,13.834412
4413,57.5648,-34.61982,54.306442,13.814003
4414,57.535545,-34.57188,54.229763,13.799034
4415,57.502834,-34.530205,54.156521,13.782578
4416,57.467113,-34.490757,54.080162,13.757896
4417,57.431187,-34.446987,53.996712,13.721649
4418,57.397751,-34.394363,53.907513,13.674599
4419,57.367481,-34.332512,53.817539,13.621307
4420,57.338089,-34.265442,53.731491,13.567841
4421,57.305565,-34.199883,53.651112,13.518036
4422,57.266788,-34.142395,53.575821,13.470856
4423,57.222404,-34.095276,53.504299,13.421738
4424,57.175274,-34.057003,53.434719,13.365356
4425,57.127022,-34.025391,53.36496,13.297569
4426,57.077019,-34.000286,53.294407,13.21582
4427,57.023293,-33.982738,53.224621,13.118599
4428,56.964783,-33.971951,53.157619,13.004738
4429,56.902515,-33.963837,53.093498,12.872299
4430,56.839855,-33.951233,53.02911,12.71611
4431,56.781685,-33.926483,52.959049,12.528084
4432,56.731041,-33.88562,52.87764,12.30188
4433,56.685734,-33.83173,52.781422,12.036011
4434,56.639194,-33.773373,52.671612,11.732872
4435,56.586452,-33.717991,52.554295,11.396797
4436,56.528076,-33.667664,52.437469,11.033508
4437,56.468494,-33.621189,52.328403,10.651657
4438,56.411919,-33.576805,52.231644,10.263603
4439,56.359966,-33.532452,52.147011,9.883888
4440,56.311146,-33.486023,52.069893,9.528084
4441,56.262524,-33.435688,51.994801,9.212891
4442,56.212391,-33.379116,51.918232,8.951889
4443,56.159508,-33.314762,51.839123,8.748428
4444,56.103195,-33.241234,51.757126,8.594231
4445,56.0434,-33.157207,51.671375,8.475021
4446,55.981739,-33.060287,51.579494,8.375679
4447,55.921055,-32.947617,51.477665,8.283279
4448,55.86216,-32.818825,51.361996,8.188591
4449,55.802013,-32.678329,51.231323,8.085068
4450,55.734035,-32.536263,51.089397,7.967758
4451,55.652363,-32.403107,50.943592,7.834732
4452,55.555756,-32.282494,50.801186,7.688934
4453,55.449974,-32.166981,50.666393,7.53756
4454,55.343105,-32.045269,50.540398,7.388474
4455,55.24115,-31.91069,50.422768,7.246483
4456,55.14452,-31.764559,50.312046,7.112709
4457,55.049496,-31.610453,50.203995,6.986664
4458,54.951897,-31.447783,50.090862,6.868118
4459,54.84906,-31.27154,49.963989,6.757355
4460,54.739925,-31.076242,49.817253,6.65432
4461,54.623692,-30.860405,49.650337,6.558807
4462,54.499981,-30.626564,49.468475,6.471046
4463,54.370174,-30.377766,49.278561,6.390549
4464,54.235397,-30.11647,49.084293,6.314674
4465,54.094196,-29.845728,48.885773,6.240013
4466,53.944904,-29.567835,48.682087,6.164314
4467,53.786316,-29.284336,48.472939,6.086433
4468,53.619595,-28.994452,48.258461,6.006432
4469,53.447285,-28.695414,48.037441,5.925285
4470,53.271801,-28.382919,47.805916,5.843376
4471,53.092705,-28.055096,47.559345,5.760551
4472,52.906696,-27.714169,47.295559,5.677429
4473,52.707653,-27.36569,47.01482,5.595398
4474,52.48756,-27.016792,46.719311,5.516304
4475,52.238304,-26.674,46.411922,5.442574
4476,51.955208,-26.34071,46.093674,5.375732
4477,51.644173,-26.012737,45.763622,5.314713
4478,51.322327,-25.678349,45.422501,5.256454
4479,51.009754,-25.323519,45.074123,5.19828
4480,50.718243,-24.939442,44.721729,5.138649
4481,50.447605,-24.526308,44.365425,5.076309
4482,50.190304,-24.090813,44.003223,5.010796
4483,49.937447,-23.642664,43.633953,4.943817
4484,49.682396,-23.191385,43.259388,4.878777
4485,49.421928,-22.743958,42.883579,4.818138
4486,49.154453,-22.303724,42.508888,4.761826
4487,48.877453,-21.86952,42.132523,4.707062
4488,48.587017,-21.435612,41.747124,4.649551
4489,48.280029,-20.993145,41.343403,4.585403
4490,47.958263,-20.530773,40.912281,4.511528
4491,47.627357,-20.039997,40.448883,4.425308
4492,47.294167,-19.519205,39.954983,4.324944
4493,46.964993,-18.972616,39.436493,4.21032
4494,46.645439,-18.404972,38.899216,4.08374
4495,46.336571,-17.821514,38.348427,3.950493
4496,46.034843,-17.229492,37.790958,3.816696
4497,45.733768,-16.638617,37.234089,3.685463
4498,45.426914,-16.055994,36.681782,3.556404
4499,45.109734,-15.483095,36.134968,3.428497
4500,44.780491,-14.917188,35.593094,3.300545
4501,44.437614,-14.356829,35.054153,3.169876
4502,44.079472,-13.803591,34.515186,3.033539
4503,43.706703,-13.260059,33.97504,2.890129
4504,43.324459,-12.725248,33.433498,2.738907
4505,42.940487,-12.192303,32.886692,2.577538
4506,42.562542,-11.64968,32.326939,2.403793
4507,42.196312,-11.086554,31.748102,2.21843
4508,41.840191,-10.501181,31.148357,2.024719
4509,41.486057,-9.900895,30.528387,1.82666
4510,41.126156,-9.295593,29.890862,1.628624
4511,40.758259,-8.692388,29.243185,1.435394
4512,40.382885,-8.097209,28.597549,1.251137
4513,39.998917,-7.516814,27.964855,1.076759
4514,39.604862,-6.955393,27.348068,0.908035
4515,39.203152,-6.40937,26.742094,0.737053
4516,38.800079,-5.869802,26.139076,0.55555
4517,38.402119,-5.32949,25.533556,0.357925
4518,38.01173,-4.786592,24.922564,0.142288
4519,37.628078,-4.2414,24.303072,-0.088737
4520,37.252365,-3.690169,23.669874,-0.329903
4521,36.886688,-3.12734,23.01815,-0.576874
4522,36.53014,-2.550912,22.347946,-0.826378
4523,36.17564,-1.964829,21.664616,-1.073143
4524,35.810238,-1.37742,20.974072,-1.31208
4525,35.420689,-0.797885,20.279873,-1.542557
4526,35.005562,-0.229056,19.583174,-1.768196
4527,34.576828,0.332123,18.88479,-1.993858
4528,34.150578,0.886899,18.188145,-2.222832
4529,33.740501,1.42968,17.50111,-2.455559
4530,33.353802,1.94993,16.833294,-2.690697
4531,32.98875,2.441612,16.188543,-2.927048
4532,32.636227,2.911248,15.559527,-3.163597
4533,32.285061,3.378903,14.929002,-3.398193
4534,31.926064,3.87345,14.27303,-3.628708
4535,31.552807,4.42377,13.565971,-3.85508
4536,31.163349,5.043339,12.794401,-4.078079
4537,30.764778,5.713381,11.975476,-4.297256
4538,30.371738,6.384329,11.155652,-4.511536
4539,29.995787,7.004006,10.382714,-4.720222
4540,29.635437,7.545067,9.677992,-4.923355
4541,29.279657,8.009995,9.033794,-5.121559
4542,28.919689,8.420825,8.428393,-5.315422
4543,28.555178,8.806049,7.839909,-5.505928
4544,28.191956,9.190919,7.252269,-5.694618
4545,27.833864,9.588748,6.65702,-5.882965
4546,27.480894,10.000636,6.053809,-6.070869
4547,27.134121,10.423718,5.447409,-6.256889
4548,26.796288,10.854784,4.844506,-6.438728
4549,26.468359,11.288984,4.251549,-6.612854
4550,26.149426,11.722391,3.671756,-6.775505
4551,25.839273,12.154245,3.104706,-6.925529
4552,25.539778,12.585407,2.54978,-7.064713
4553,25.252649,13.015303,2.008979,-7.195267
4554,24.9769,13.441777,1.485493,-7.317558
4555,24.708525,13.860532,0.98249,-7.42868
4556,24.444845,14.267694,0.502865,-7.52314
4557,24.187164,14.6634,0.04786,-7.596413
4558,23.93759,15.050359,-0.384149,-7.648712
4559,23.695671,15.429191,-0.795554,-7.684868
4560,23.460255,15.796783,-1.185778,-7.711006
4561,23.230591,16.147352,-1.551347,-7.731735
4562,23.004942,16.475721,-1.890497,-7.750076
4563,22.779663,16.779562,-2.205515,-7.76738
4564,22.552099,17.06028,-2.500696,-7.782837
4565,22.323669,17.322191,-2.778858,-7.792786
4566,22.098885,17.570848,-3.041128,-7.792542
4567,21.880875,17.810165,-3.288106,-7.779663
4568,21.669611,18.040436,-3.518799,-7.756371
4569,21.465418,18.260935,-3.729634,-7.728149
4570,21.27079,18.471653,-3.916079,-7.699684
4571,21.08955,18.673586,-4.075377,-7.672935
4572,20.923136,18.86618,-4.207509,-7.64846
4573,20.767443,19.044193,-4.314209,-7.626617
4574,20.614767,19.19858,-4.397105,-7.607544
4575,20.459675,19.32128,-4.454964,-7.589752
4576,20.30246,19.410446,-4.484215,-7.569603
4577,20.147425,19.472256,-4.483589,-7.543854
4578,19.997364,19.515123,-4.456447,-7.511971
4579,19.851917,19.54492,-4.408718,-7.474556
4580,19.709417,19.565638,-4.347362,-7.431908
4581,19.568005,19.580095,-4.279163,-7.384743
4582,19.427715,19.590063,-4.207893,-7.334167
4583,19.290951,19.595726,-4.132906,-7.280922
4584,19.162125,19.597233,-4.051063,-7.224869
4585,19.045513,19.594587,-3.958511,-7.164558
4586,18.943514,19.586266,-3.851244,-7.09819
4587,18.855244,19.569294,-3.727187,-7.026337
4588,18.777391,19.54195,-3.588299,-6.953232
4589,18.706728,19.506102,-3.440308,-6.885773
4590,18.641712,19.465691,-3.289486,-6.830627
4591,18.582388,19.424276,-3.139475,-6.790627
4592,18.528481,19.383093,-2.991202,-6.764435
4593,18.479574,19.342379,-2.844269,-6.748535
4594,18.436001,19.303268,-2.698053,-6.737946
4595,18.398916,19.268021,-2.550506,-6.725677
4596,18.369883,19.239391,-2.398848,-6.706116
4597,18.348991,19.218847,-2.242682,-6.678795
4598,18.334236,19.207594,-2.088521,-6.648514
4599,18.320942,19.2066,-1.948279,-6.621941
4600,18.306005,19.216726,-1.830703,-6.604065
4601,18.289278,19.236729,-1.734302,-6.595345
4602,18.272064,19.263725,-1.650299,-6.591476
4603,18.253794,19.292871,-1.56878,-6.58519
4604,18.231657,19.318497,-1.482407,-6.569489
4605,18.203342,19.337914,-1.387926,-6.540527
4606,18.16853,19.353094,-1.287455,-6.49984
4607,18.128748,19.369179,-1.188808,-6.453987
4608,18.086889,19.390263,-1.100381,-6.410271
4609,18.046337,19.416248,-1.024195,-6.372673
4610,18.009512,19.444632,-0.955993,-6.341309
4611,17.977085,19.474684,-0.891425,-6.313393
4612,17.947905,19.509163,-0.831246,-6.2854
4613,17.918928,19.55315,-0.781658,-6.255737
4614,17.886166,19.610685,-0.750271,-6.225883
4615,17.846664,19.679638,-0.738339,-6.197762
4616,17.80101,19.750416,-0.736729,-6.171288
4617,17.751709,19.807711,-0.729448,-6.14505
4618,17.700047,19.835131,-0.701406,-6.118073
4619,17.643806,19.820076,-0.644085,-6.089096
4620,17.580706,19.763147,-0.560723,-6.056953
4621,17.514139,19.683411,-0.466725,-6.022377
4622,17.452831,19.606422,-0.379011,-5.98745
4623,17.404526,19.546093,-0.303533,-5.952538
4624,17.372278,19.50337,-0.237243,-5.916794
4625,17.356981,19.476263,-0.177494,-5.880745
4626,17.356905,19.463133,-0.124765,-5.845612
4627,17.365843,19.464558,-0.081868,-5.811874
4628,17.374069,19.484823,-0.054161,-5.780045
4629,17.37318,19.526419,-0.046408,-5.751709
4630,17.364954,19.584383,-0.054106,-5.727844
4631,17.360949,19.647598,-0.06315,-5.707832
4632,17.370661,19.704811,-0.060445,-5.690567
4633,17.393497,19.750063,-0.04297,-5.675858
4634,17.420294,19.784462,-0.018167,-5.663971
4635,17.439072,19.811392,0.003572,-5.654449
4636,17.443233,19.833305,0.01666,-5.646431
4637,17.433544,19.851572,0.02138,-5.639107
4638,17.414625,19.868067,0.019774,-5.631721
4639,17.391119,19.884739,0.013028,-5.624168
4640,17.365374,19.901657,0.001826,-5.617447
4641,17.338362,19.917387,-0.012272,-5.612381
4642,17.310461,19.929615,-0.026371,-5.608162
4643,17.282427,19.937429,-0.038224,-5.6035
4644,17.254887,19.941734,-0.047163,-5.597847
4645,17.228439,19.944511,-0.053238,-5.591255
4646,17.203245,19.946455,-0.055041,-5.583878
4647,17.178736,19.946182,-0.049556,-5.576599
4648,17.153492,19.94125,-0.034223,-5.570946
4649,17.126291,19.930531,-0.009621,-5.567688
4650,17.095888,19.9147,0.019899,-5.566414
4651,17.060171,19.894951,0.047287,-5.566711
4652,17.01697,19.872129,0.065781,-5.568031
4653,16.967445,19.847618,0.072858,-5.568932
4654,16.9177,19.824553,0.071328,-5.567421
4655,16.875446,19.806341,0.066431,-5.562187
4656,16.845537,19.794544,0.062478,-5.55265
4657,16.828541,19.788383,0.061479,-5.539421
4658,16.822248,19.786407,0.06303,-5.524849
4659,16.823732,19.788553,0.064989,-5.512405
4660,16.829382,19.795788,0.064557,-5.504608
4661,16.83502,19.807734,0.059904,-5.502068
4662,16.837994,19.82271,0.050771,-5.504028
4663,16.836235,19.837189,0.037346,-5.509644
4664,16.8276,19.847216,0.019705,-5.517632
4665,16.808508,19.848742,-0.001935,-5.52565
4666,16.776543,19.840729,-0.027529,-5.531288
4667,16.731911,19.824867,-0.057344,-5.533813
4668,16.678053,19.804815,-0.091912,-5.533577
4669,16.623365,19.787687,-0.131736,-5.530197
4670,16.578856,19.782726,-0.177172,-5.522392
4671,16.552565,19.798607,-0.229013,-5.50943
4672,16.544764,19.842007,-0.289817,-5.492149
4673,16.547834,19.917927,-0.364715,-5.471855
4674,16.551344,20.028734,-0.459357,-5.449806
4675,16.54723,20.166649,-0.573032,-5.4282
4676,16.532988,20.30718,-0.692201,-5.411247
4677,16.511766,20.418709,-0.795811,-5.403648
4678,16.489296,20.483755,-0.869928,-5.407295
4679,16.46921,20.505392,-0.914806,-5.420471
4680,16.451872,20.498632,-0.940755,-5.439789
4681,16.434597,20.480047,-0.961284,-5.462662
4682,16.412668,20.461206,-0.987471,-5.487762
4683,16.383257,20.446129,-1.023829,-5.514
4684,16.348255,20.433197,-1.068479,-5.539185
4685,16.313572,20.421707,-1.118072,-5.560722
4686,16.284914,20.412971,-1.170555,-5.57711
4687,16.264452,20.405214,-1.223261,-5.588188
4688,16.250454,20.394173,-1.273518,-5.595169
4689,16.238302,20.37739,-1.321766,-5.601135
4690,16.223703,20.355614,-1.371264,-5.609901
4691,16.205154,20.331287,-1.425168,-5.62471
4692,16.18376,20.307415,-1.484986,-5.647659
4693,16.161016,20.286734,-1.550792,-5.679001
4694,16.135988,20.269915,-1.622331,-5.71656
4695,16.106026,20.255714,-1.699849,-5.757118
4696,16.069447,20.242781,-1.783733,-5.798866
4697,16.02837,20.232298,-1.873811,-5.841553
4698,15.988365,20.228487,-1.968886,-5.884171
4699,15.95439,20.23451,-2.065128,-5.923073
4700,15.92947,20.250587,-2.156416,-5.95401
4701,15.913968,20.274862,-2.23903,-5.976494
4702,15.905785,20.305052,-2.314249,-5.994354
4703,15.900401,20.337008,-2.385242,-6.011528
4704,15.893412,20.365236,-2.453477,-6.030045
4705,15.881762,20.384642,-2.518733,-6.051231
4706,15.862803,20.391644,-2.58022,-6.075745
4707,15.835405,20.385786,-2.636502,-6.102333
4708,15.80026,20.369204,-2.685769,-6.127861
4709,15.7611,20.346457,-2.727165,-6.149071
4710,15.721932,20.321007,-2.761261,-6.165024
4711,15.685327,20.294333,-2.790203,-6.178574
4712,15.652251,20.266657,-2.817097,-6.194527
4713,15.623277,20.237906,-2.843922,-6.216125
4714,15.598695,20.208864,-2.870469,-6.243408
4715,15.578569,20.182644,-2.896062,-6.274162
4716,15.562338,20.163301,-2.921587,-6.306015
4717,15.549456,20.153782,-2.949222,-6.337181
4718,15.539771,20.154345,-2.979793,-6.365623
4719,15.533753,20.162048,-3.01071,-6.389114
4720,15.532659,20.172438,-3.037074,-6.40554
4721,15.536349,20.180826,-3.055258,-6.413658
4722,15.543113,20.184975,-3.065561,-6.414131
4723,15.550717,20.18582,-3.071313,-6.40976
4724,15.558263,20.185865,-3.075406,-6.404343
4725,15.565063,20.185469,-3.078116,-6.400551
4726,15.5704,20.183598,-3.078815,-6.399704
4727,15.57218,20.178692,-3.07806,-6.402611
4728,15.569346,20.171305,-3.077169,-6.409523
4729,15.561823,20.163359,-3.077505,-6.41935
4730,15.550952,20.158087,-3.080842,-6.429955
4731,15.538132,20.157928,-3.088992,-6.439743
4732,15.524533,20.162819,-3.101688,-6.447922
4733,15.510722,20.169527,-3.115415,-6.453201
4734,15.497282,20.174004,-3.125304,-6.4543
4735,15.484875,20.173647,-3.127744,-6.450829
4736,15.474448,20.168938,-3.122087,-6.44416
4737,15.466724,20.161703,-3.109421,-6.436638
4738,15.461647,20.153189,-3.091462,-6.430267
4739,15.457945,20.144541,-3.071379,-6.426003
4740,15.453679,20.138374,-3.054693,-6.424713
4741,15.448274,20.138859,-3.046879,-6.427773
4742,15.442309,20.148773,-3.049968,-6.436455
4743,15.436726,20.167398,-3.061499,-6.450729
4744,15.432039,20.190947,-3.07653,-6.469177
4745,15.428154,20.215361,-3.090786,-6.490089
4746,15.424383,20.238823,-3.102337,-6.511818
4747,15.420655,20.2624,-3.111069,-6.532349
4748,15.417727,20.28783,-3.117328,-6.5495
4749,15.415752,20.314997,-3.12151,-6.561607
4750,15.414135,20.341953,-3.123896,-6.568123
4751,15.411448,20.365425,-3.124764,-6.570503
4752,15.405932,20.382612,-3.124563,-6.571877
4753,15.396634,20.393539,-3.124073,-6.575012
4754,15.384277,20.401176,-3.12363,-6.580406
4755,15.370754,20.408928,-3.122742,-6.586807
4756,15.358345,20.418625,-3.120711,-6.593102
4757,15.349129,20.430315,-3.117072,-6.599236
4758,15.344278,20.443174,-3.111911,-6.606224
4759,15.343821,20.456347,-3.105318,-6.615479
4760,15.345947,20.46818,-3.096756,-6.627632
4761,15.348427,20.476942,-3.085757,-6.641609
4762,15.349082,20.48119,-3.073039,-6.655457
4763,15.34626,20.481039,-3.061147,-6.667953
4764,15.33932,20.477896,-3.052137,-6.678345
4765,15.32978,20.47381,-3.045556,-6.686081
4766,15.320766,20.470139,-3.038682,-6.691422
4767,15.314791,20.466904,-3.028689,-6.695396
4768,15.312723,20.463995,-3.014829,-6.698586
4769,15.313969,20.462383,-2.999167,-6.700775
4770,15.31754,20.464357,-2.985666,-6.701622
4771,15.323543,20.472633,-2.977571,-6.701164
4772,15.332921,20.48852,-2.975355,-6.700012
4773,15.347352,20.511585,-2.976695,-6.699814
4774,15.367503,20.539154,-2.978016,-6.702782
4775,15.393514,20.56876,-2.976584,-6.70974
4776,15.424244,20.598686,-2.971603,-6.719574
4777,15.457291,20.627514,-2.96387,-6.730415
4778,15.489779,20.654343,-2.955183,-6.741127
4779,15.518878,20.678722,-2.947547,-6.751678
4780,15.542404,20.699762,-2.941413,-6.761795
4781,15.560585,20.717697,-2.93607,-6.770287
4782,15.575684,20.734003,-2.930766,-6.776062
4783,15.590635,20.750963,-2.925519,-6.778984
4784,15.606699,20.76885,-2.92005,-6.779213
4785,15.623623,20.786043,-2.913512,-6.77729
4786,15.638865,20.798557,-2.905056,-6.774086
4787,15.649543,20.80232,-2.894147,-6.770416
4788,15.654988,20.795712,-2.880768,-6.767632
4789,15.658267,20.781046,-2.86533,-6.767372
4790,15.664284,20.764103,-2.849076,-6.770187
4791,15.6752,20.750662,-2.834699,-6.775642
4792,15.688959,20.74338,-2.825465,-6.783577
4793,15.702416,20.742044,-2.823717,-6.794998
4794,15.713409,20.744417,-2.829941,-6.81176
4795,15.720918,20.747728,-2.843238,-6.834518
4796,15.723767,20.749342,-2.86219,-6.861229
4797,15.720744,20.747808,-2.885186,-6.887413
