[Data],,,,
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
Index,Series,,,Series
1338,1.009104,20.285515,-3.766023,-5.449684
1339,0.961998,20.279598,-3.812398,-5.460091
1340,0.917616,20.269878,-3.857053,-5.469337
1341,0.873147,20.253647,-3.897522,-5.477303
1342,0.824823,20.229094,-3.932713,-5.483437
1343,0.771817,20.197783,-3.963658,-5.487152
1344,0.717818,20.164986,-3.992228,-5.488548
1345,0.667641,20.135324,-4.018893,-5.489143
1346,0.623095,20.109247,-4.04207,-5.490723
1347,0.581553,20.083973,-4.061164,-5.494728
1348,0.539384,20.057701,-4.078832,-5.50206
1349,0.494668,20.030039,-4.099018,-5.512863
1350,0.449393,20.001806,-4.122983,-5.526192
1351,0.406693,19.973619,-4.14857,-5.540535
1352,0.368175,19.946201,-4.172378,-5.55452
1353,0.334095,19.921724,-4.191899,-5.56694
1354,0.304653,19.903442,-4.206255,-5.576324
1355,0.279383,19.893053,-4.215453,-5.581375
1356,0.255934,19.888092,-4.219138,-5.581665
1357,0.231278,19.882616,-4.216096,-5.577774
1358,0.205058,19.871269,-4.205176,-5.570854
1359,0.179593,19.852074,-4.186871,-5.562492
1360,0.157423,19.826262,-4.163393,-5.55452
1361,0.139347,19.795767,-4.136163,-5.548004
1362,0.123107,19.759722,-4.103082,-5.541862
1363,0.104908,19.71517,-4.059077,-5.533325
1364,0.080897,19.658556,-3.997926,-5.518593
1365,0.049349,19.588289,-3.915644,-5.494415
1366,0.011346,19.50638,-3.814785,-5.4608
1367,-0.030319,19.419037,-3.706875,-5.422821
1368,-0.072221,19.335054,-3.608043,-5.38884
1369,-0.111879,19.260809,-3.529291,-5.366013
1370,-0.147809,19.198259,-3.471731,-5.357025
1371,-0.178644,19.146719,-3.430023,-5.359886
1372,-0.203031,19.104111,-3.396508,-5.369209
1373,-0.220464,19.067127,-3.364072,-5.379051
1374,-0.231788,19.03252,-3.328025,-5.385422
1375,-0.239081,18.99822,-3.287031,-5.387817
1376,-0.243857,18.964203,-3.242548,-5.38858
1377,-0.24629,18.931858,-3.197338,-5.390549
1378,-0.246223,18.902184,-3.153572,-5.395134
1379,-0.244198,18.874846,-3.111785,-5.40197
1380,-0.240594,18.848858,-3.070945,-5.409912
1381,-0.235181,18.823618,-3.029639,-5.418098
1382,-0.227657,18.798141,-2.984967,-5.425354
1383,-0.218789,18.770294,-2.932103,-5.429955
1384,-0.210603,18.738085,-2.868095,-5.430931
1385,-0.205553,18.700909,-2.794897,-5.428642
1386,-0.203546,18.660431,-2.715984,-5.42318
1387,-0.202272,18.61904,-2.63324,-5.414001
1388,-0.198506,18.579811,-2.548635,-5.400986
1389,-0.190677,18.544712,-2.465087,-5.384926
1390,-0.179457,18.51372,-2.384889,-5.367233
1391,-0.166295,18.485546,-2.308674,-5.35022
1392,-0.152892,18.458099,-2.236426,-5.337143
1393,-0.139905,18.430618,-2.169249,-5.331215
1394,-0.1275,18.403648,-2.108039,-5.332893
1395,-0.115466,18.378742,-2.052066,-5.339195
1396,-0.103801,18.356951,-1.998877,-5.34549
1397,-0.092778,18.338503,-1.945928,-5.348236
1398,-0.082448,18.323797,-1.892108,-5.346855
1399,-0.072954,18.313044,-1.837777,-5.342964
1400,-0.064925,18.305286,-1.784236,-5.338722
1401,-0.059293,18.298147,-1.732586,-5.335182
1402,-0.055944,18.289156,-1.682883,-5.33152
1403,-0.05289,18.277615,-1.634294,-5.325722
1404,-0.048012,18.26408,-1.58637,-5.317284
1405,-0.040178,18.249916,-1.539384,-5.307999
1406,-0.028758,18.237324,-1.493739,-5.300079
1407,-0.012771,18.228825,-1.44909,-5.294266
1408,0.007728,18.224566,-1.403605,-5.289513
1409,0.030091,18.22127,-1.355442,-5.284218
1410,0.050076,18.214731,-1.304865,-5.277054
1411,0.065445,18.203541,-1.25348,-5.266846
1412,0.077136,18.189627,-1.202531,-5.252678
1413,0.08698,18.1754,-1.152107,-5.234352
1414,0.09617,18.162197,-1.102154,-5.212936
1415,0.103893,18.148764,-1.052823,-5.1903
1416,0.108961,18.133472,-1.00489,-5.168518
1417,0.110307,18.115505,-0.959604,-5.148987
1418,0.108154,18.095673,-0.918957,-5.132614
1419,0.102791,18.074507,-0.88456,-5.119652
1420,0.093601,18.051491,-0.857081,-5.110069
1421,0.079768,18.025963,-0.835991,-5.103325
1422,0.061866,17.998972,-0.820375,-5.098198
1423,0.040893,17.971981,-0.809463,-5.093697
1424,0.018463,17.946789,-0.802871,-5.090218
1425,-0.003658,17.925406,-0.800488,-5.089096
1426,-0.023462,17.909937,-0.802198,-5.090927
1427,-0.038859,17.902264,-0.808011,-5.09462
1428,-0.047902,17.903807,-0.817859,-5.098274
1429,-0.050405,17.91378,-0.830933,-5.100769
1430,-0.048244,17.928709,-0.845526,-5.10228
1431,-0.044783,17.943398,-0.859882,-5.103615
1432,-0.04283,17.953609,-0.872875,-5.105194
1433,-0.043441,17.957954,-0.884722,-5.107094
1434,-0.045589,17.958481,-0.896785,-5.109108
1435,-0.047536,17.958929,-0.910982,-5.110466
1436,-0.047765,17.963018,-0.928774,-5.109459
1437,-0.045515,17.972656,-0.949931,-5.104439
1438,-0.041204,17.987255,-0.973333,-5.095398
1439,-0.035312,18.006056,-0.999143,-5.084488
1440,-0.028876,18.028133,-1.029054,-5.075096
1441,-0.022953,18.052757,-1.065237,-5.070847
1442,-0.018607,18.078602,-1.108551,-5.073563
1443,-0.015441,18.105038,-1.157871,-5.08226
1444,-0.011378,18.132902,-1.210908,-5.094147
1445,-0.004165,18.163549,-1.265704,-5.106636
1446,0.006413,18.196772,-1.321257,-5.118477
1447,0.019033,18.230936,-1.377341,-5.13028
1448,0.032328,18.264193,-1.434095,-5.143959
1449,0.045374,18.295227,-1.49185,-5.161705
1450,0.056571,18.322424,-1.550617,-5.184456
1451,0.062727,18.342957,-1.609416,-5.210815
1452,0.06119,18.355017,-1.666715,-5.237953
1453,0.052105,18.359962,-1.721771,-5.263779
1454,0.037653,18.360949,-1.775375,-5.288033
1455,0.019528,18.359861,-1.828742,-5.311203
1456,-0.001522,18.357008,-1.882678,-5.333771
1457,-0.024814,18.352329,-1.937142,-5.355721
1458,-0.049011,18.346281,-1.991567,-5.376801
1459,-0.071837,18.340618,-2.045601,-5.39679
1460,-0.090693,18.338444,-2.100156,-5.415558
1461,-0.103886,18.342838,-2.157278,-5.433029
1462,-0.111082,18.355652,-2.219591,-5.449791
1463,-0.11396,18.375895,-2.288558,-5.467522
1464,-0.114824,18.39995,-2.362301,-5.487534
1465,-0.115658,18.421957,-2.43365,-5.508583
1466,-0.117612,18.436424,-2.493631,-5.52726
1467,-0.122211,18.441305,-2.539602,-5.541603
1468,-0.131685,18.438177,-2.57743,-5.553139
1469,-0.147125,18.430185,-2.615314,-5.565285
1470,-0.167796,18.419832,-2.657688,-5.580666
1471,-0.192072,18.408703,-2.705077,-5.599854
1472,-0.218017,18.398285,-2.756016,-5.621521
1473,-0.244054,18.389053,-2.808081,-5.643387
1474,-0.268443,18.380121,-2.857722,-5.663315
1475,-0.288575,18.370764,-2.900906,-5.67952
1476,-0.303188,18.360958,-2.936461,-5.691498
1477,-0.312821,18.352144,-2.96759,-5.700714
1478,-0.319217,18.345688,-2.99891,-5.70977
1479,-0.322738,18.342777,-3.03277,-5.720779
1480,-0.323437,18.343111,-3.068531,-5.734383
1481,-0.321865,18.345316,-3.103869,-5.750015
1482,-0.31904,18.347912,-3.136837,-5.766815
1483,-0.315401,18.350565,-3.167116,-5.784042
1484,-0.310521,18.353676,-3.195348,-5.80114
1485,-0.30351,18.357391,-3.221859,-5.817818
1486,-0.294872,18.360088,-3.24596,-5.833656
1487,-0.287357,18.358582,-3.266384,-5.847855
1488,-0.283601,18.350811,-3.281749,-5.859245
1489,-0.284956,18.336634,-3.291761,-5.867233
1490,-0.290751,18.317736,-3.297522,-5.872055
1491,-0.299546,18.295717,-3.300609,-5.874901
1492,-0.309416,18.272633,-3.302689,-5.877525
1493,-0.31746,18.251825,-3.305207,-5.881027
1494,-0.320992,18.236217,-3.308397,-5.884682
1495,-0.318405,18.226919,-3.311299,-5.887138
1496,-0.309398,18.223145,-3.31254,-5.887985
1497,-0.295231,18.222734,-3.311794,-5.888176
1498,-0.278352,18.223297,-3.309726,-5.888664
1499,-0.261613,18.2227,-3.307183,-5.889961
1500,-0.246494,18.220469,-3.304683,-5.892433
1501,-0.233203,18.217207,-3.30233,-5.89624
1502,-0.221807,18.213364,-3.29973,-5.900414
1503,-0.21096,18.21077,-3.296736,-5.903343
1504,-0.198563,18.211742,-3.293389,-5.90416
1505,-0.182909,18.21777,-3.289492,-5.903282
1506,-0.16384,18.228092,-3.284369,-5.901588
1507,-0.142026,18.240631,-3.277274,-5.899834
1508,-0.119304,18.252558,-3.267939,-5.898476
1509,-0.098406,18.261625,-3.257472,-5.898071
1510,-0.082609,18.266253,-3.247986,-5.899208
1511,-0.073736,18.266207,-3.240859,-5.902237
1512,-0.071027,18.262646,-3.235729,-5.906776
1513,-0.07097,18.258097,-3.230991,-5.911713
1514,-0.068518,18.255795,-3.224898,-5.91613
1515,-0.060302,18.25795,-3.216743,-5.920235
1516,-0.045972,18.26479,-3.20704,-5.924698
1517,-0.027277,18.274902,-3.196287,-5.92926
1518,-0.005996,18.286955,-3.184757,-5.933189
1519,0.016194,18.299404,-3.172021,-5.935753
1520,0.038631,18.311163,-3.157053,-5.936256
1521,0.061087,18.321268,-3.139045,-5.934174
1522,0.082662,18.329155,-3.118761,-5.930016
1523,0.1016,18.334644,-3.098446,-5.92543
1524,0.116269,18.337337,-3.08009,-5.922081
1525,0.126816,18.337858,-3.064769,-5.92041
1526,0.133824,18.337194,-3.052885,-5.919556
1527,0.137197,18.335472,-3.043853,-5.918404
1528,0.137159,18.332561,-3.036401,-5.916725
1529,0.134647,18.328966,-3.029854,-5.915665
1530,0.13091,18.326088,-3.024392,-5.916634
1531,0.126995,18.325205,-3.020599,-5.92012
1532,0.12283,18.326218,-3.018009,-5.924774
1533,0.117374,18.328228,-3.015887,-5.928833
1534,0.109432,18.330215,-3.013793,-5.931259
1535,0.099309,18.332108,-3.011767,-5.932198
1536,0.088274,18.333841,-3.009695,-5.932594
1537,0.078246,18.335569,-3.007263,-5.933144
1538,0.07144,18.337885,-3.004124,-5.93354
1539,0.069612,18.341612,-3.000159,-5.93309
1540,0.072707,18.346798,-2.995597,-5.931564
1541,0.079464,18.353729,-2.991366,-5.928833
1542,0.087005,18.361971,-2.988817,-5.92527
1543,0.092464,18.370977,-2.989092,-5.922226
1544,0.094094,18.380869,-2.993261,-5.921082
1545,0.091506,18.392311,-3.002013,-5.922325
1546,0.085662,18.40608,-3.015221,-5.925522
1547,0.07803,18.422264,-3.031771,-5.929901
1548,0.069886,18.439653,-3.049542,-5.934486
1549,0.06267,18.456865,-3.066221,-5.938522
1550,0.057187,18.472179,-3.079813,-5.942368
1551,0.053534,18.484257,-3.089467,-5.946983
1552,0.050499,18.491089,-3.09509,-5.952477
1553,0.047073,18.491613,-3.097561,-5.958519
1554,0.042961,18.486712,-3.098251,-5.965065
1555,0.037732,18.47821,-3.098588,-5.972435
1556,0.030979,18.467657,-3.099075,-5.979851
1557,0.021998,18.454721,-3.0989,-5.985649
1558,0.009721,18.43791,-3.097026,-5.989227
1559,-0.006031,18.417309,-3.093591,-5.99115
1560,-0.023632,18.396269,-3.090625,-5.99218
1561,-0.040472,18.379839,-3.09177,-5.993416
1562,-0.054176,18.373154,-3.102072,-5.997246
1563,-0.063034,18.38032,-3.126972,-6.006744
1564,-0.066518,18.402594,-3.17011,-6.02359
1565,-0.064314,18.437723,-3.229583,-6.046501
1566,-0.056602,18.479145,-3.295013,-6.071098
1567,-0.044612,18.518192,-3.351377,-6.092102
1568,-0.031565,18.54789,-3.389218,-6.1064
1569,-0.021468,18.565792,-3.409408,-6.113922
1570,-0.017036,18.573135,-3.418667,-6.116386
1571,-0.018061,18.573137,-3.423682,-6.116287
1572,-0.02163,18.569752,-3.428419,-6.116035
1573,-0.025157,18.565489,-3.433791,-6.11657
1574,-0.028493,18.560947,-3.439114,-6.117493
1575,-0.033561,18.555429,-3.443769,-6.118225
1576,-0.041845,18.548422,-3.447716,-6.118607
1577,-0.052529,18.540283,-3.44998,-6.117981
1578,-0.063743,18.530689,-3.44656,-6.114662
1579,-0.072949,18.518818,-3.430945,-6.106201
1580,-0.078129,18.503155,-3.396966,-6.090645
1581,-0.077367,18.483904,-3.343749,-6.068794
1582,-0.069405,18.464682,-3.280135,-6.04538
1583,-0.054071,18.451685,-3.221182,-6.026245
1584,-0.033645,18.44832,-3.178055,-6.014374
1585,-0.011108,18.453789,-3.152692,-6.008965
1586,0.01064,18.464375,-3.140952,-6.007538
1587,0.029926,18.476397,-3.137254,-6.007469
1588,0.047035,18.488155,-3.137022,-6.007004
1589,0.063646,18.500286,-3.137338,-6.005081
1590,0.080099,18.513058,-3.136787,-6.001434
1591,0.095224,18.525211,-3.134948,-5.996956
1592,0.107346,18.534708,-3.132394,-5.99337
1593,0.114654,18.539803,-3.130336,-5.991791
1594,0.115443,18.539858,-3.130153,-5.991898
1595,0.109341,18.535555,-3.132766,-5.992714
1596,0.097544,18.527822,-3.13787,-5.993416
1597,0.082503,18.517746,-3.14446,-5.993523
1598,0.066606,18.50629,-3.151738,-5.993156
1599,0.051041,18.494513,-3.160087,-5.993752
1600,0.036126,18.483528,-3.169983,-5.997375
1601,0.021404,18.473577,-3.181116,-6.004974
1602,0.007576,18.465265,-3.192132,-6.014977
1603,-0.004766,18.458324,-3.201162,-6.023979
1604,-0.01393,18.453054,-3.206341,-6.028687
1605,-0.01807,18.449745,-3.206477,-6.028076
1606,-0.016171,18.448847,-3.202519,-6.02449
1607,-0.009298,18.450357,-3.19726,-6.021751
1608,-0.000753,18.45359,-3.194126,-6.02256
1609,0.005852,18.457663,-3.19626,-6.028152
1610,0.007891,18.461706,-3.205874,-6.038628
1611,0.005385,18.466257,-3.223979,-6.053421
1612,-0.000729,18.472107,-3.25007,-6.071617
1613,-0.009263,18.479034,-3.280464,-6.091072
1614,-0.019033,18.484419,-3.306681,-6.107277
1615,-0.029157,18.48469,-3.320564,-6.11647
1616,-0.037969,18.48035,-3.322537,-6.119591
1617,-0.044417,18.474539,-3.319333,-6.12011
1618,-0.048317,18.469149,-3.314368,-6.119034
1619,-0.051014,18.463118,-3.307098,-6.115608
1620,-0.053922,18.456064,-3.298742,-6.110214
1621,-0.058196,18.448673,-3.291813,-6.104195
1622,-0.064742,18.441616,-3.28788,-6.098915
1623,-0.073176,18.436554,-3.288403,-6.095863
1624,-0.082218,18.435762,-3.295707,-6.096893
1625,-0.090968,18.44043,-3.312292,-6.103615
1626,-0.099168,18.449949,-3.339721,-6.11615
1627,-0.106599,18.463264,-3.378705,-6.133484
1628,-0.112727,18.479006,-3.427321,-6.154274
1629,-0.116755,18.494492,-3.478481,-6.176498
1630,-0.118662,18.505198,-3.521424,-6.197014
1631,-0.119298,18.507534,-3.54846,-6.213242
1632,-0.119366,18.501204,-3.559077,-6.224815
1633,-0.118741,18.489119,-3.558067,-6.233017
1634,-0.116288,18.476355,-3.552059,-6.239906
1635,-0.111118,18.467558,-3.546682,-6.24707
1636,-0.103481,18.465128,-3.545812,-6.25547
1637,-0.094443,18.468884,-3.55151,-6.265915
1638,-0.084871,18.477407,-3.564058,-6.278801
1639,-0.075316,18.48867,-3.581271,-6.293037
1640,-0.066783,18.499786,-3.598532,-6.306206
1641,-0.060305,18.508335,-3.611773,-6.316238
1642,-0.056536,18.51358,-3.620802,-6.323143
1643,-0.054768,18.516809,-3.628548,-6.328918
1644,-0.052954,18.520088,-3.637127,-6.335335
1645,-0.049154,18.524347,-3.646064,-6.342667
1646,-0.043074,18.52803,-3.651675,-6.349068
1647,-0.035481,18.527933,-3.648024,-6.351395
1648,-0.027091,18.520849,-3.629,-6.346573
1649,-0.017949,18.505638,-3.591393,-6.333298
1650,-0.007352,18.484461,-3.537437,-6.312874
1651,0.005448,18.462667,-3.476782,-6.289459
1652,0.020403,18.446363,-3.422761,-6.268257
1653,0.036354,18.438608,-3.384065,-6.252632
1654,0.051513,18.438221,-3.36114,-6.243011
1655,0.065124,18.442217,-3.349205,-6.237923
1656,0.078592,18.448839,-3.342901,-6.235802
1657,0.093239,18.456596,-3.338187,-6.235741
1658,0.109568,18.4645,-3.333044,-6.237442
1659,0.125199,18.470118,-3.327341,-6.24073
1660,0.137064,18.47146,-3.322028,-6.24501
1661,0.142886,18.467276,-3.317771,-6.249207
1662,0.142952,18.45808,-3.314356,-6.252838
1663,0.138588,18.444693,-3.311101,-6.256294
1664,0.131433,18.427656,-3.307144,-6.25985
1665,0.124448,18.408604,-3.301792,-6.263313
1666,0.120688,18.389824,-3.295094,-6.266266
1667,0.122132,18.373577,-3.28759,-6.268265
1668,0.128205,18.360216,-3.279488,-6.269432
1669,0.137917,18.349457,-3.270535,-6.270508
1670,0.150436,18.340988,-3.260494,-6.271675
1671,0.16508,18.3354,-3.249947,-6.271927
1672,0.180778,18.333815,-3.240631,-6.270203
1673,0.195586,18.336508,-3.234584,-6.267212
1674,0.208047,18.342815,-3.233208,-6.265533
1675,0.218435,18.351948,-3.236244,-6.267563
1676,0.228685,18.363916,-3.242532,-6.273674
1677,0.240278,18.378418,-3.250447,-6.2817
1678,0.254018,18.394894,-3.25851,-6.288681
1679,0.268953,18.410921,-3.265295,-6.293114
1680,0.282877,18.423063,-3.269886,-6.295593
1681,0.293209,18.428267,-3.271962,-6.29715
1682,0.29823,18.425289,-3.271798,-6.298363
1683,0.298064,18.415138,-3.269741,-6.299324
1684,0.294522,18.400047,-3.265733,-6.300354
1685,0.290161,18.381926,-3.259187,-6.302193
1686,0.286717,18.361626,-3.249688,-6.305687
1687,0.28409,18.339401,-3.237987,-6.310791
1688,0.281358,18.316246,-3.226015,-6.316582
1689,0.278189,18.293995,-3.215698,-6.321564
1690,0.275093,18.274158,-3.208063,-6.325333
1691,0.27409,18.258162,-3.2029,-6.329033
1692,0.277808,18.247604,-3.199643,-6.33374
1693,0.287456,18.243465,-3.197991,-6.338875
1694,0.301988,18.245777,-3.198311,-6.342834
1695,0.318563,18.253199,-3.200678,-6.34449
1696,0.33434,18.263468,-3.204544,-6.344307
1697,0.348361,18.274603,-3.208802,-6.343506
1698,0.360859,18.284494,-3.212225,-6.342216
1699,0.373112,18.29166,-3.213629,-6.339401
1700,0.38706,18.296232,-3.212622,-6.335213
1701,0.404146,18.299767,-3.209881,-6.331192
1702,0.423741,18.303366,-3.206492,-6.328453
1703,0.444017,18.306992,-3.203015,-6.326927
1704,0.464114,18.310352,-3.198996,-6.326027
1705,0.484812,18.313749,-3.194005,-6.325737
1706,0.508712,18.319429,-3.188512,-6.326401
1707,0.537566,18.329605,-3.183183,-6.328522
1708,0.570181,18.343973,-3.178146,-6.333138
1709,0.602753,18.359371,-3.173224,-6.340691
1710,0.630755,18.371202,-3.168072,-6.3498
1711,0.651021,18.375759,-3.161967,-6.358154
1712,0.662382,18.371225,-3.154403,-6.364967
1713,0.667294,18.358999,-3.145194,-6.371155
1714,0.670207,18.342478,-3.134431,-6.377342
1715,0.675495,18.326025,-3.122773,-6.383347
1716,0.684833,18.312313,-3.111081,-6.388191
1717,0.698208,18.302404,-3.099838,-6.390739
1718,0.713777,18.294966,-3.088839,-6.390541
1719,0.728534,18.286804,-3.077477,-6.388191
1720,0.739664,18.274853,-3.065406,-6.385139
1721,0.746764,18.258408,-3.052634,-6.38298
1722,0.751484,18.238455,-3.039212,-6.38266
1723,0.756421,18.216484,-3.024836,-6.383797
1724,0.764429,18.194813,-3.009586,-6.385529
1725,0.777625,18.176807,-2.994666,-6.387276
1726,0.796177,18.165575,-2.982181,-6.388855
1727,0.817414,18.161724,-2.974187,-6.390419
1728,0.838102,18.163803,-2.971691,-6.392021
1729,0.855925,18.16881,-2.973897,-6.393288
1730,0.870467,18.174107,-2.978823,-6.394539
1731,0.881681,18.177265,-2.984158,-6.396568
1732,0.890444,18.177143,-2.987951,-6.399063
1733,0.897673,18.172834,-2.988826,-6.400963
1734,0.90419,18.163748,-2.986048,-6.402008
1735,0.909923,18.148993,-2.979415,-6.403587
1736,0.914585,18.128044,-2.969195,-6.407127
1737,0.91866,18.102169,-2.956436,-6.412697
1738,0.92396,18.075823,-2.943515,-6.41893
1739,0.932468,18.054478,-2.93319,-6.424767
1740,0.944459,18.041393,-2.927461,-6.431206
1741,0.958644,18.036894,-2.927327,-6.440331
1742,0.973202,18.039509,-2.932784,-6.452972
1743,0.986894,18.047127,-2.942928,-6.468414
1744,1.000044,18.057688,-2.955671,-6.485222
1745,1.015061,18.069994,-2.968205,-6.501671
1746,1.034767,18.083338,-2.977594,-6.516083
1747,1.060272,18.096357,-2.981475,-6.527229
1748,1.090353,18.107008,-2.978876,-6.534241
1749,1.122314,18.113262,-2.970525,-6.537041
1750,1.152426,18.113064,-2.95816,-6.536789
1751,1.176832,18.104671,-2.943742,-6.535362
1752,1.194019,18.089359,-2.929521,-6.534081
1753,1.205203,18.071499,-2.918009,-6.53347
1754,1.213041,18.055624,-2.911012,-6.534126
1755,1.219474,18.042734,-2.908044,-6.536568
1756,1.225809,18.031084,-2.906661,-6.54113
1757,1.233095,18.018957,-2.904414,-6.547729
1758,1.241882,18.006166,-2.900384,-6.555923
1759,1.25194,17.993464,-2.894888,-6.56472
1760,1.263245,17.982475,-2.888798,-6.572754
1761,1.275858,17.974655,-2.883145,-6.579346
1762,1.289967,17.970768,-2.878976,-6.584877
1763,1.305266,17.970306,-2.877224,-6.58989
1764,1.321439,17.972193,-2.87824,-6.594032
1765,1.337954,17.975021,-2.881634,-6.596695
1766,1.354305,17.977827,-2.886092,-6.597992
1767,1.369384,17.979696,-2.890094,-6.598709
1768,1.382022,17.979969,-2.893106,-6.600243
1769,1.39244,17.979061,-2.895683,-6.603851
1770,1.401658,17.977646,-2.898582,-6.609581
1771,1.412107,17.977457,-2.902149,-6.616577
1772,1.426041,17.979851,-2.906135,-6.624161
1773,1.444848,17.985134,-2.909754,-6.632103
1774,1.467786,17.991133,-2.911082,-6.639496
1775,1.492255,17.994343,-2.908205,-6.645271
1776,1.515412,17.992752,-2.900993,-6.649597
1777,1.534391,17.986151,-2.891581,-6.653557
1778,1.547329,17.974859,-2.882123,-6.65773
1779,1.553788,17.958872,-2.873389,-6.661934
1780,1.555119,17.938599,-2.864757,-6.665718
1781,1.554466,17.916637,-2.855723,-6.668579
1782,1.554957,17.896414,-2.84632,-6.670082
1783,1.558831,17.880636,-2.83678,-6.669731
1784,1.566651,17.869728,-2.82717,-6.667358
1785,1.578141,17.862823,-2.817892,-6.663925
1786,1.59271,17.858751,-2.809361,-6.661003
1787,1.609069,17.856215,-2.80189,-6.659309
1788,1.625333,17.853922,-2.795584,-6.65863
1789,1.640268,17.851543,-2.790759,-6.658531
1790,1.654461,17.85042,-2.787569,-6.658852
1791,1.669502,17.852259,-2.785772,-6.659889
1792,1.686672,17.857841,-2.784577,-6.661758
1793,1.70489,17.865545,-2.783733,-6.664398
1794,1.721426,17.872427,-2.783252,-6.667282
1795,1.733089,17.875214,-2.783066,-6.670052
1796,1.738234,17.871738,-2.782407,-6.672455
1797,1.737513,17.86216,-2.780775,-6.674583
1798,1.733445,17.849073,-2.778485,-6.676758
1799,1.728574,17.835541,-2.776541,-6.679237
1800,1.724616,17.823166,-2.775566,-6.681473
1801,1.722717,17.812689,-2.775685,-6.68248
1802,1.722781,17.804016,-2.776936,-6.681801
1803,1.724019,17.796312,-2.778789,-6.679756
1804,1.725553,17.788206,-2.780042,-6.677223
1805,1.726888,17.778526,-2.779511,-6.675446
1806,1.728691,17.768028,-2.776937,-6.675308
1807,1.732256,17.759014,-2.773475,-6.677269
1808,1.737979,17.752998,-2.770619,-6.680893
1809,1.744712,17.749399,-2.769029,-6.685074
1810,1.750831,17.746796,-2.7686,-6.688538
1811,1.755726,17.744781,-2.769118,-6.6903
1812,1.760554,17.744156,-2.770216,-6.69001
1813,1.767589,17.746307,-2.771733,-6.688522
1814,1.777529,17.751305,-2.774121,-6.687393
1815,1.788987,17.757174,-2.777886,-6.687889
1816,1.799489,17.760584,-2.782645,-6.690514
1817,1.80803,17.759914,-2.787624,-6.695412
1818,1.815439,17.756033,-2.792095,-6.702209
1819,1.823616,17.751894,-2.795778,-6.709839
1820,1.832863,17.749844,-2.799273,-6.7173
1821,1.842008,17.750944,-2.804313,-6.724709
1822,1.849018,17.753376,-2.81144,-6.732719
1823,1.85283,17.754026,-2.818865,-6.740997
1824,1.85321,17.750114,-2.823691,-6.747803
1825,1.851325,17.741232,-2.824222,-6.751793
1826,1.848902,17.729242,-2.820921,-6.752953
1827,1.846561,17.715801,-2.815309,-6.752365
1828,1.844075,17.701815,-2.808934,-6.751534
1829,1.841176,17.687572,-2.802713,-6.752167
1830,1.838493,17.673965,-2.796975,-6.755066
1831,1.836693,17.661995,-2.791862,-6.75943
1832,1.835947,17.651945,-2.787137,-6.763153
1833,1.835887,17.643566,-2.782673,-6.764946
1834,1.835702,17.636293,-2.778789,-6.765228
1835,1.834669,17.629595,-2.775514,-6.765106
1836,1.83266,17.622993,-2.772253,-6.765228
1837,1.830524,17.616348,-2.768112,-6.765572
1838,1.829332,17.609974,-2.762705,-6.766037
1839,1.829638,17.604153,-2.756038,-6.766861
1840,1.830843,17.598698,-2.74829,-6.768166
1841,1.832919,17.594172,-2.739893,-6.769798
1842,1.835196,17.590069,-2.731298,-6.771072
1843,1.836816,17.585144,-2.722627,-6.770958
1844,1.836789,17.577765,-2.713441,-6.768936
1845,1.835385,17.567816,-2.703388,-6.765968
1846,1.833682,17.556255,-2.692512,-6.763474
1847,1.833275,17.544781,-2.681242,-6.76181
1848,1.835067,17.534914,-2.669901,-6.759872
1849,1.839308,17.528233,-2.659108,-6.756615
1850,1.845675,17.525463,-2.649582,-6.752228
1851,1.853073,17.525379,-2.64142,-6.747726
1852,1.860881,17.526548,-2.634101,-6.744148
1853,1.868119,17.527578,-2.627069,-6.741898
1854,1.874208,17.528128,-2.620412,-6.740829
1855,1.878989,17.528328,-2.614566,-6.740906
1856,1.882598,17.528677,-2.610251,-6.742561
1857,1.885307,17.529486,-2.607349,-6.745705
1858,1.887391,17.530653,-2.604918,-6.749237
1859,1.888834,17.531384,-2.601631,-6.7519
1860,1.889683,17.53076,-2.596324,-6.752937
1861,1.890184,17.528402,-2.588563,-6.752251
1862,1.890967,17.525215,-2.578974,-6.74987
1863,1.891989,17.522039,-2.568907,-6.746056
1864,1.892853,17.519133,-2.55952,-6.741257
1865,1.893028,17.515833,-2.550771,-6.735901
1866,1.892954,17.512066,-2.542061,-6.730309
1867,1.89282,17.507858,-2.53333,-6.725311
1868,1.893264,17.504427,-2.525627,-6.722328
1869,1.894833,17.502913,-2.520109,-6.722366
1870,1.897871,17.503679,-2.516762,-6.72467
1871,1.902462,17.506351,-2.514617,-6.727043
1872,1.908549,17.510794,-2.512905,-6.727715
1873,1.915496,17.516251,-2.510901,-6.726204
1874,1.922221,17.521065,-2.507627,-6.723053
1875,1.92762,17.523542,-2.502457,-6.719055
1876,1.930775,17.522989,-2.495654,-6.7146
1877,1.931616,17.520336,-2.488349,-6.709534
1878,1.930264,17.516672,-2.481907,-6.703972
1879,1.926975,17.512711,-2.477498,-6.69873
1880,1.922247,17.508871,-2.475053,-6.694252
1881,1.91636,17.505123,-2.473699,-6.690674
1882,1.909692,17.50201,-2.473192,-6.688179
1883,1.902539,17.499977,-2.473742,-6.686531
1884,1.895334,17.499432,-2.475474,-6.685051
1885,1.887969,17.499968,-2.478093,-6.683624
