0,1,2,3,4,5,6,7,8,9,10,11,12
MVC Max,0.0003444332,0.0004158566,0.0003014658,0.000215544,0.000239511,0.000164881,0.000166066,0.000181018,0.0003546151,0.0003247708,0.0005667439,0.0005393768
