X [],R.RA: EMG 1 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.ES: EMG 2 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.IL: EMG 3 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.GMax: EMG 4 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.RF: EMG 5 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.BF: EMG 6 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.TA&IO: EMG 7 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.MF: EMG 8 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS []
0.188,5.38482E-06,1.58627E-06,1.06714E-05,1.12801E-06,1.66563E-06,2.04746E-05,2.8262E-05,2.57636E-05
0.189,5.36197E-06,1.57346E-06,1.06645E-05,1.12624E-06,1.70341E-06,1.99048E-05,3.11557E-05,2.59267E-05
0.19,5.4279E-06,1.97011E-06,1.06242E-05,1.14158E-06,1.7163E-06,2.05554E-05,3.10863E-05,2.59923E-05
0.191,5.59585E-06,2.51581E-06,1.06308E-05,1.22364E-06,1.64392E-06,2.09986E-05,3.14627E-05,2.81129E-05
0.192,5.58607E-06,2.48785E-06,1.08466E-05,1.2427E-06,1.46619E-06,2.10563E-05,3.18437E-05,4.19682E-05
0.193,5.58125E-06,2.64344E-06,1.09452E-05,1.23305E-06,1.39843E-06,2.10813E-05,3.13981E-05,5.20921E-05
0.194,5.75203E-06,3.8112E-06,1.09887E-05,1.18668E-06,1.42942E-06,2.0972E-05,3.13577E-05,5.38032E-05
0.195,5.91872E-06,4.82373E-06,1.11069E-05,1.38649E-06,1.59577E-06,2.00092E-05,3.14556E-05,5.39725E-05
0.196,6.10462E-06,4.87888E-06,1.11326E-05,1.52614E-06,1.59573E-06,1.9057E-05,3.20649E-05,6.00942E-05
0.197,6.3188E-06,5.23629E-06,1.12983E-05,1.7209E-06,1.62506E-06,1.85918E-05,3.34055E-05,6.56773E-05
0.198,6.35143E-06,5.53464E-06,1.12697E-05,1.96119E-06,1.65823E-06,1.85205E-05,3.43234E-05,6.94104E-05
0.199,6.34112E-06,5.65337E-06,1.14259E-05,2.00473E-06,1.62253E-06,1.75919E-05,3.37028E-05,7.19381E-05
0.2,6.28476E-06,5.78296E-06,1.21806E-05,1.97855E-06,1.55347E-06,1.68397E-05,3.39368E-05,7.45975E-05
0.201,6.30711E-06,5.92992E-06,1.26311E-05,1.97323E-06,1.53671E-06,1.67724E-05,3.40015E-05,7.5256E-05
0.202,6.34562E-06,6.05999E-06,1.26839E-05,1.98822E-06,1.53128E-06,1.67282E-05,3.37252E-05,7.82316E-05
0.203,6.29367E-06,6.50679E-06,1.26825E-05,2.04358E-06,1.48538E-06,1.62303E-05,3.36122E-05,8.23467E-05
0.204,6.04226E-06,6.54389E-06,1.27224E-05,2.08915E-06,1.52902E-06,1.47662E-05,3.22793E-05,8.49526E-05
0.205,5.5828E-06,6.55727E-06,1.26003E-05,2.1952E-06,1.4788E-06,1.22936E-05,3.12941E-05,8.86701E-05
0.206,5.34175E-06,6.60231E-06,1.27662E-05,2.1956E-06,1.38669E-06,1.069E-05,3.13029E-05,9.18921E-05
0.207,5.33004E-06,6.6331E-06,1.08414E-05,2.19408E-06,1.36206E-06,1.06618E-05,3.0573E-05,9.20183E-05
0.208,5.52013E-06,6.7289E-06,1.07539E-05,2.20534E-06,1.36052E-06,1.11435E-05,3.04954E-05,9.19594E-05
0.209,5.61668E-06,6.79379E-06,1.10646E-05,2.2095E-06,1.3664E-06,1.04815E-05,2.77014E-05,9.19364E-05
0.21,5.45054E-06,7.40243E-06,1.14699E-05,2.20557E-06,1.35451E-06,8.99729E-06,2.74701E-05,9.36958E-05
0.211,5.12761E-06,8.1213E-06,1.17906E-05,2.16858E-06,1.44571E-06,8.86964E-06,2.62147E-05,9.95765E-05
0.212,4.92447E-06,8.26966E-06,1.16263E-05,2.16061E-06,1.47851E-06,1.03326E-05,2.49408E-05,9.80006E-05
0.213,5.18241E-06,9.09157E-06,1.15448E-05,2.1832E-06,1.50787E-06,1.22727E-05,2.47027E-05,9.43444E-05
0.214,5.21207E-06,9.09643E-06,1.16502E-05,2.18042E-06,1.42512E-06,1.31905E-05,2.49078E-05,9.31974E-05
0.215,4.87106E-06,8.6599E-06,1.19583E-05,2.03032E-06,1.21613E-06,1.34689E-05,2.45929E-05,9.29077E-05
0.216,4.7416E-06,8.62322E-06,1.23824E-05,1.87854E-06,1.25993E-06,1.49803E-05,2.35678E-05,9.04414E-05
0.217,4.93698E-06,8.421E-06,1.31515E-05,1.69459E-06,1.24448E-06,1.65026E-05,2.1556E-05,8.73643E-05
0.218,5.16001E-06,8.23215E-06,1.5942E-05,1.3847E-06,1.20043E-06,1.76908E-05,1.90433E-05,8.42542E-05
0.219,5.18369E-06,8.28194E-06,1.67635E-05,1.31297E-06,1.1974E-06,1.85064E-05,1.79791E-05,8.13279E-05
0.22,5.23693E-06,8.51989E-06,1.64239E-05,1.36952E-06,1.20595E-06,1.89605E-05,1.76873E-05,7.86221E-05
0.221,5.13567E-06,8.44923E-06,1.85644E-05,1.51563E-06,1.24906E-06,1.92804E-05,1.90966E-05,7.8069E-05
0.222,5.0807E-06,8.39225E-06,1.96772E-05,1.48815E-06,1.24728E-06,1.95028E-05,1.9954E-05,7.53289E-05
0.223,5.09477E-06,8.06262E-06,2.04624E-05,1.43527E-06,1.325E-06,1.9569E-05,2.00335E-05,7.11405E-05
0.224,5.08591E-06,8.03817E-06,2.11046E-05,1.38233E-06,1.29434E-06,1.95111E-05,1.97528E-05,6.82117E-05
0.225,5.28981E-06,8.06231E-06,2.1009E-05,1.26142E-06,1.29434E-06,1.94204E-05,1.90137E-05,6.32547E-05
0.226,5.96781E-06,8.25421E-06,2.07044E-05,1.36924E-06,1.2892E-06,1.94281E-05,1.75778E-05,5.83621E-05
0.227,6.32227E-06,8.40533E-06,2.05826E-05,1.43832E-06,1.31153E-06,1.93555E-05,1.68426E-05,5.75987E-05
0.228,6.2845E-06,8.36966E-06,2.06102E-05,1.44057E-06,1.31234E-06,1.9123E-05,1.92489E-05,5.80069E-05
0.229,6.36802E-06,8.34728E-06,2.04514E-05,1.43258E-06,1.29655E-06,1.89784E-05,2.14163E-05,5.94337E-05
0.23,6.62395E-06,7.94172E-06,2.10337E-05,1.42161E-06,1.29253E-06,1.8946E-05,2.19695E-05,5.72856E-05
0.231,6.59843E-06,7.11094E-06,2.13179E-05,1.4041E-06,1.19743E-06,1.87048E-05,2.24635E-05,4.71951E-05
0.232,6.59136E-06,6.93235E-06,2.13127E-05,1.38358E-06,1.14035E-06,1.78733E-05,2.37543E-05,4.06731E-05
0.233,6.37279E-06,5.77671E-06,2.13229E-05,1.34135E-06,1.10517E-06,1.65789E-05,2.47447E-05,3.883E-05
0.234,6.1784E-06,5.23022E-06,2.12261E-05,1.3949E-06,1.11923E-06,1.58559E-05,2.54748E-05,3.90546E-05
0.235,6.13091E-06,5.16965E-06,2.10353E-05,1.50071E-06,1.40353E-06,1.55478E-05,2.66695E-05,3.92848E-05
0.236,5.92025E-06,5.21835E-06,2.0747E-05,1.56273E-06,1.41521E-06,1.40899E-05,2.76325E-05,3.58721E-05
0.237,5.51164E-06,5.40263E-06,2.0038E-05,1.56675E-06,1.48954E-06,1.23764E-05,2.77553E-05,3.4817E-05
0.238,5.27857E-06,5.5378E-06,1.77642E-05,1.60811E-06,1.51726E-06,1.06163E-05,2.76225E-05,3.59467E-05
0.239,5.34E-06,5.44041E-06,1.67943E-05,1.69288E-06,1.60312E-06,9.12734E-06,2.735E-05,3.94724E-05
0.24,5.52951E-06,5.33931E-06,1.65988E-05,1.73165E-06,1.61387E-06,8.1204E-06,2.70949E-05,4.10842E-05
0.241,5.53988E-06,5.4127E-06,1.39138E-05,1.67408E-06,1.62485E-06,7.33639E-06,2.59955E-05,4.11995E-05
0.242,5.53256E-06,5.35729E-06,1.23922E-05,1.67159E-06,1.62112E-06,6.70589E-06,2.61446E-05,4.06775E-05
0.243,5.55587E-06,5.37244E-06,1.13698E-05,1.64463E-06,1.56759E-06,6.29836E-06,2.62978E-05,4.08942E-05
0.244,5.88997E-06,5.38313E-06,1.05532E-05,1.65315E-06,1.52975E-06,6.2443E-06,2.73128E-05,4.04557E-05
0.245,5.93014E-06,5.32316E-06,1.0659E-05,1.61215E-06,1.58591E-06,6.28443E-06,2.96892E-05,4.15107E-05
0.246,5.21845E-06,4.96796E-06,1.07073E-05,1.51854E-06,1.65196E-06,6.27486E-06,3.25525E-05,4.14668E-05
0.247,4.79627E-06,4.68115E-06,1.07472E-05,1.4524E-06,1.66663E-06,6.04469E-06,3.68818E-05,4.18886E-05
0.248,4.624E-06,4.55296E-06,1.05408E-05,1.51336E-06,1.67725E-06,5.58192E-06,3.74043E-05,4.34835E-05
0.249,4.37918E-06,4.49446E-06,1.04543E-05,1.64147E-06,1.63195E-06,5.09867E-06,3.61104E-05,4.20753E-05
0.25,4.07419E-06,4.10645E-06,8.95551E-06,1.7133E-06,1.63319E-06,4.32829E-06,3.56694E-05,4.15882E-05
0.251,4.00238E-06,4.06865E-06,8.36884E-06,1.73145E-06,1.64184E-06,3.41013E-06,3.52352E-05,4.15334E-05
0.252,3.98739E-06,5.4026E-06,8.3707E-06,1.76259E-06,1.65904E-06,3.4179E-06,3.46067E-05,4.23533E-05
0.253,3.99019E-06,6.1787E-06,8.35304E-06,1.77403E-06,1.65588E-06,3.43477E-06,3.41027E-05,4.1089E-05
0.254,3.97975E-06,6.40156E-06,8.39898E-06,1.75432E-06,1.7129E-06,3.49047E-06,3.35779E-05,4.10545E-05
0.255,3.97439E-06,7.34541E-06,8.21488E-06,1.68137E-06,1.6056E-06,3.46835E-06,3.28422E-05,4.1148E-05
0.256,3.98367E-06,7.3703E-06,8.00709E-06,1.62471E-06,1.59387E-06,3.10048E-06,3.21491E-05,4.27463E-05
0.257,4.09934E-06,7.252E-06,8.00186E-06,1.62521E-06,1.52349E-06,2.64346E-06,3.22779E-05,4.37741E-05
0.258,4.08991E-06,7.16952E-06,8.12083E-06,1.64648E-06,1.49435E-06,2.62526E-06,3.22924E-05,4.29137E-05
0.259,4.02272E-06,7.45192E-06,9.80343E-06,1.58629E-06,1.40345E-06,2.60076E-06,3.24246E-05,4.00302E-05
0.26,3.79691E-06,7.22082E-06,1.10754E-05,1.52043E-06,1.38402E-06,2.58901E-06,3.25889E-05,4.06629E-05
0.261,3.76519E-06,7.17016E-06,1.11865E-05,1.57541E-06,1.34436E-06,2.5605E-06,3.2667E-05,4.68334E-05
0.262,3.84913E-06,7.17243E-06,1.20449E-05,1.64427E-06,1.46247E-06,2.36425E-06,3.2527E-05,5.24285E-05
0.263,3.93636E-06,7.14064E-06,1.20346E-05,1.70466E-06,1.46428E-06,2.22078E-06,3.25275E-05,5.23562E-05
0.264,3.41237E-06,7.1402E-06,1.1743E-05,1.693E-06,1.46488E-06,2.19841E-06,3.21675E-05,5.33575E-05
0.265,2.84235E-06,7.146E-06,1.17605E-05,1.8039E-06,1.49396E-06,2.09011E-06,3.00024E-05,5.32192E-05
0.266,2.81004E-06,7.19618E-06,1.19347E-05,1.8546E-06,1.6086E-06,1.98692E-06,2.68939E-05,5.31823E-05
0.267,2.73719E-06,7.22131E-06,1.21184E-05,1.87274E-06,1.58119E-06,1.95784E-06,2.03334E-05,5.27944E-05
0.268,2.73934E-06,7.22935E-06,1.22461E-05,1.81161E-06,1.5692E-06,2.08296E-06,1.71375E-05,5.10599E-05
0.269,2.71311E-06,7.2031E-06,1.22494E-05,1.69878E-06,1.58563E-06,2.09361E-06,2.13314E-05,5.10062E-05
0.27,2.76247E-06,7.18625E-06,1.20054E-05,1.62699E-06,1.601E-06,2.15781E-06,2.62583E-05,5.0578E-05
0.271,2.77217E-06,7.12935E-06,1.16169E-05,1.60384E-06,1.66064E-06,2.198E-06,2.70332E-05,4.89956E-05
0.272,2.8045E-06,6.1768E-06,1.16059E-05,1.58495E-06,1.66662E-06,2.10308E-06,2.72846E-05,4.74506E-05
0.273,2.93727E-06,5.36378E-06,1.16361E-05,1.59626E-06,1.70758E-06,1.87351E-06,2.90939E-05,4.78039E-05
0.274,3.04645E-06,4.93563E-06,1.25821E-05,1.61942E-06,1.69582E-06,1.75727E-06,2.96768E-05,4.79612E-05
0.275,3.09837E-06,3.32311E-06,1.37324E-05,1.70017E-06,1.59564E-06,1.72491E-06,2.94243E-05,4.73251E-05
0.276,3.14016E-06,3.20573E-06,1.38745E-05,1.70502E-06,1.56737E-06,1.6344E-06,2.96451E-05,4.589E-05
0.277,3.01829E-06,3.1696E-06,1.3939E-05,1.70316E-06,1.62452E-06,1.59007E-06,3.08815E-05,4.41696E-05
0.278,3.00377E-06,3.13567E-06,1.39763E-05,1.62702E-06,1.81243E-06,1.5809E-06,3.13323E-05,4.4934E-05
0.279,3.03165E-06,2.41213E-06,1.2851E-05,1.60636E-06,1.83881E-06,1.5147E-06,3.15815E-05,4.69833E-05
0.28,3.07084E-06,2.59679E-06,1.16394E-05,1.56043E-06,1.83209E-06,1.51198E-06,3.25813E-05,4.52377E-05
0.281,3.1479E-06,2.57386E-06,1.12861E-05,1.42895E-06,1.88873E-06,1.50287E-06,3.29819E-05,3.88619E-05
0.282,3.17157E-06,2.6339E-06,1.12105E-05,1.34612E-06,1.82747E-06,1.52629E-06,3.32929E-05,3.09435E-05
0.283,3.04E-06,2.67009E-06,1.22537E-05,1.26588E-06,1.82096E-06,1.50468E-06,3.36537E-05,3.03728E-05
0.284,3.0804E-06,2.74403E-06,1.23497E-05,1.27472E-06,1.84132E-06,1.57093E-06,3.35748E-05,2.84238E-05
0.285,3.3049E-06,3.00335E-06,1.27268E-05,1.19418E-06,1.7972E-06,1.71695E-06,3.40722E-05,2.79233E-05
0.286,3.5237E-06,3.3322E-06,1.26792E-05,1.1567E-06,1.63321E-06,1.63639E-06,3.41783E-05,2.96522E-05
0.287,3.86267E-06,3.46047E-06,1.25142E-05,1.11202E-06,1.62808E-06,1.71935E-06,3.53908E-05,3.41591E-05
0.288,4.04333E-06,3.50125E-06,1.2381E-05,1.19988E-06,1.62321E-06,1.59138E-06,3.77047E-05,3.48947E-05
0.289,4.02626E-06,3.50142E-06,1.36398E-05,1.24037E-06,1.60727E-06,1.63133E-06,3.82164E-05,3.43644E-05
0.29,4.03633E-06,3.51397E-06,1.76825E-05,1.23966E-06,1.59813E-06,1.57218E-06,3.57843E-05,3.44554E-05
0.291,4.1146E-06,3.5323E-06,2.12048E-05,1.23582E-06,1.56948E-06,1.49243E-06,3.55317E-05,3.53164E-05
0.292,4.1086E-06,3.59191E-06,2.15117E-05,1.20937E-06,1.54831E-06,1.48305E-06,3.68849E-05,3.67755E-05
0.293,4.10947E-06,3.60217E-06,2.3363E-05,1.18166E-06,1.50542E-06,1.561E-06,3.68855E-05,3.64262E-05
0.294,4.38078E-06,3.6899E-06,2.34759E-05,1.10886E-06,1.58151E-06,1.59307E-06,3.77197E-05,3.62552E-05
0.295,4.63243E-06,3.9601E-06,2.28656E-05,9.47598E-07,1.61785E-06,1.6529E-06,3.89701E-05,3.78304E-05
0.296,4.66039E-06,3.9784E-06,2.28388E-05,9.35122E-07,1.62289E-06,1.82644E-06,3.93604E-05,4.09716E-05
0.297,4.63764E-06,3.97588E-06,2.2811E-05,1.04624E-06,1.55381E-06,1.90406E-06,3.83786E-05,4.13006E-05
0.298,4.66586E-06,3.98321E-06,2.28033E-05,1.18731E-06,1.36555E-06,1.94312E-06,3.83146E-05,4.01116E-05
0.299,4.63308E-06,3.83878E-06,2.28084E-05,1.25606E-06,1.33365E-06,2.08931E-06,3.80388E-05,3.72297E-05
0.3,4.52417E-06,3.57949E-06,2.28235E-05,1.25931E-06,1.346E-06,3.55527E-06,3.73459E-05,3.69646E-05
0.301,4.42702E-06,3.50894E-06,2.28995E-05,1.27674E-06,1.27303E-06,4.29847E-06,3.74703E-05,3.69915E-05
0.302,4.34143E-06,3.46443E-06,2.24725E-05,1.2901E-06,1.23774E-06,4.33194E-06,3.73957E-05,3.74507E-05
0.303,4.3078E-06,3.43701E-06,2.18108E-05,1.32381E-06,1.26303E-06,4.35144E-06,3.75205E-05,3.74432E-05
0.304,4.40139E-06,3.34567E-06,2.16799E-05,1.31584E-06,1.25435E-06,4.722E-06,3.83881E-05,3.77781E-05
0.305,4.66788E-06,3.12521E-06,2.14058E-05,1.24202E-06,1.25748E-06,7.91644E-06,3.92697E-05,3.72064E-05
0.306,4.71363E-06,2.62578E-06,2.16138E-05,1.19878E-06,1.33675E-06,1.13982E-05,4.09345E-05,3.5618E-05
0.307,4.45085E-06,2.34204E-06,2.23113E-05,1.22985E-06,1.37858E-06,1.28956E-05,4.09648E-05,3.13164E-05
0.308,4.29091E-06,2.25487E-06,2.3123E-05,1.25708E-06,1.40737E-06,1.30773E-05,3.85595E-05,3.04748E-05
0.309,4.2846E-06,2.25854E-06,2.28328E-05,1.24063E-06,1.40641E-06,1.35212E-05,3.57929E-05,3.03255E-05
0.31,4.13794E-06,2.24244E-06,2.01317E-05,1.29136E-06,1.43808E-06,1.52959E-05,3.50534E-05,3.01646E-05
0.311,4.03442E-06,2.26708E-06,1.63926E-05,1.30167E-06,1.39478E-06,1.76026E-05,3.48988E-05,2.84722E-05
0.312,4.07321E-06,2.20105E-06,1.61657E-05,1.30611E-06,1.40063E-06,1.93244E-05,3.3294E-05,2.62873E-05
0.313,4.43632E-06,2.19503E-06,1.33079E-05,1.35122E-06,1.39102E-06,2.02343E-05,3.28991E-05,2.59292E-05
0.314,4.65884E-06,2.09957E-06,1.22184E-05,1.3734E-06,1.22515E-06,2.04356E-05,3.18084E-05,2.53883E-05
0.315,4.40919E-06,1.58875E-06,1.2176E-05,1.37403E-06,1.16534E-06,2.0609E-05,3.04028E-05,2.27512E-05
0.316,4.52287E-06,1.50314E-06,1.20735E-05,1.37074E-06,1.16734E-06,2.21058E-05,2.94503E-05,1.63598E-05
0.317,4.70466E-06,1.64925E-06,1.20799E-05,1.298E-06,1.16567E-06,2.47787E-05,2.90415E-05,1.58164E-05
0.318,4.75355E-06,1.73337E-06,1.19565E-05,1.17326E-06,1.12295E-06,2.6685E-05,2.90722E-05,1.62105E-05
0.319,4.75557E-06,1.7113E-06,1.19234E-05,1.14296E-06,1.12372E-06,2.73589E-05,2.93219E-05,1.8145E-05
0.32,5.03539E-06,1.73581E-06,1.18657E-05,1.23984E-06,1.11133E-06,2.72892E-05,2.90068E-05,1.92931E-05
0.321,5.22571E-06,1.72817E-06,1.16543E-05,1.37817E-06,1.09323E-06,2.72267E-05,2.83807E-05,1.93531E-05
0.322,5.31149E-06,1.86249E-06,1.15844E-05,1.38911E-06,1.11741E-06,2.77096E-05,2.76594E-05,1.9096E-05
0.323,5.3355E-06,2.66722E-06,1.15108E-05,1.46248E-06,1.13037E-06,2.86929E-05,2.71292E-05,2.28651E-05
0.324,5.55265E-06,3.39087E-06,1.14346E-05,1.5036E-06,1.10939E-06,2.95277E-05,2.59303E-05,2.58467E-05
0.325,5.69152E-06,3.42247E-06,1.13772E-05,1.51516E-06,1.09091E-06,2.96575E-05,2.41866E-05,2.66407E-05
0.326,5.77907E-06,3.58386E-06,1.08107E-05,1.58128E-06,1.02207E-06,2.95852E-05,2.1225E-05,3.00784E-05
0.327,5.79141E-06,4.52584E-06,9.33317E-06,1.57707E-06,1.01096E-06,2.99222E-05,1.87352E-05,3.51845E-05
0.328,6.02185E-06,5.50897E-06,7.59033E-06,1.4841E-06,1.05479E-06,3.0312E-05,1.89207E-05,3.86428E-05
0.329,6.25944E-06,5.58363E-06,6.83845E-06,1.48415E-06,1.06336E-06,3.02058E-05,1.91362E-05,3.89098E-05
0.33,6.45156E-06,5.82106E-06,6.56635E-06,1.48132E-06,1.01777E-06,2.93494E-05,1.8991E-05,3.8953E-05
0.331,6.67772E-06,5.9415E-06,6.74884E-06,1.4816E-06,1.0047E-06,2.80326E-05,1.86599E-05,3.92757E-05
0.332,6.86458E-06,5.95303E-06,6.30913E-06,1.49608E-06,1.0358E-06,2.69389E-05,1.80541E-05,4.04734E-05
0.333,6.63128E-06,6.15783E-06,6.6504E-06,1.47932E-06,1.07041E-06,2.63555E-05,1.51515E-05,4.24968E-05
0.334,6.35233E-06,6.21898E-06,8.10737E-06,1.46797E-06,1.13575E-06,2.63514E-05,1.47417E-05,4.37499E-05
0.335,7.14839E-06,6.3129E-06,8.51476E-06,1.49272E-06,1.14169E-06,2.64303E-05,1.84638E-05,4.38716E-05
0.336,7.63652E-06,6.34578E-06,8.62557E-06,1.56101E-06,1.13577E-06,2.54147E-05,1.96419E-05,4.40706E-05
0.337,7.55792E-06,6.3147E-06,9.67429E-06,1.5544E-06,1.15774E-06,2.30838E-05,1.95659E-05,4.40589E-05
0.338,7.50896E-06,6.2805E-06,1.04514E-05,1.56473E-06,1.23894E-06,2.1146E-05,1.91015E-05,4.42665E-05
0.339,7.51193E-06,6.28515E-06,1.05443E-05,1.55179E-06,1.28329E-06,2.07836E-05,1.88144E-05,4.36009E-05
0.34,7.37755E-06,6.3465E-06,1.0689E-05,1.47594E-06,1.30186E-06,2.11871E-05,2.07064E-05,4.33142E-05
0.341,7.33759E-06,6.47719E-06,1.11853E-05,1.34034E-06,1.32591E-06,2.14544E-05,2.12243E-05,4.40433E-05
0.342,7.37257E-06,6.46429E-06,1.13187E-05,1.31576E-06,1.29478E-06,2.11321E-05,2.13728E-05,4.41926E-05
0.343,7.43263E-06,6.21368E-06,1.18288E-05,1.20378E-06,1.24192E-06,1.99983E-05,2.3429E-05,4.20694E-05
0.344,7.29156E-06,5.87177E-06,1.19702E-05,1.13815E-06,1.27068E-06,1.87771E-05,2.34651E-05,3.9966E-05
0.345,7.00901E-06,5.83261E-06,1.20376E-05,1.12302E-06,1.26079E-06,1.7534E-05,2.77291E-05,3.90036E-05
0.346,6.82942E-06,5.74337E-06,1.33946E-05,1.0535E-06,1.27145E-06,1.56801E-05,2.86606E-05,3.63452E-05
0.347,7.0252E-06,5.14536E-06,1.35132E-05,1.06797E-06,1.2321E-06,1.37992E-05,2.86827E-05,3.13604E-05
0.348,6.95832E-06,4.22822E-06,1.33368E-05,1.15993E-06,1.19747E-06,1.27405E-05,2.89866E-05,2.79365E-05
0.349,6.84541E-06,4.23378E-06,1.30374E-05,1.14416E-06,1.22746E-06,1.25205E-05,2.89759E-05,2.90717E-05
0.35,6.91932E-06,4.00992E-06,1.31196E-05,1.15496E-06,1.26509E-06,1.2539E-05,3.00563E-05,2.91072E-05
0.351,6.96937E-06,3.79935E-06,1.30834E-05,1.23556E-06,1.34049E-06,1.25609E-05,3.13972E-05,2.87754E-05
0.352,6.96583E-06,3.7706E-06,1.30715E-05,1.3956E-06,1.38199E-06,1.25174E-05,3.17062E-05,2.78724E-05
0.353,7.12182E-06,3.42764E-06,1.28708E-05,1.43387E-06,1.36474E-06,1.23816E-05,3.17465E-05,2.6691E-05
0.354,7.18845E-06,3.3314E-06,1.19595E-05,1.47282E-06,1.30957E-06,1.21052E-05,3.20036E-05,2.47577E-05
0.355,6.42466E-06,3.27202E-06,1.16806E-05,1.57696E-06,1.29703E-06,1.17644E-05,3.29835E-05,2.53652E-05
0.356,5.67563E-06,3.24076E-06,1.16084E-05,1.57119E-06,1.29433E-06,1.14356E-05,3.81995E-05,2.48374E-05
0.357,5.62727E-06,3.2489E-06,1.10419E-05,1.5668E-06,1.40263E-06,1.10774E-05,4.32246E-05,2.44385E-05
0.358,5.62827E-06,3.25002E-06,1.10494E-05,1.55162E-06,1.37245E-06,1.0732E-05,4.6465E-05,2.38468E-05
0.359,5.5977E-06,3.30023E-06,1.11224E-05,1.56777E-06,1.36767E-06,9.85906E-06,4.68538E-05,2.40339E-05
0.36,5.52216E-06,3.41105E-06,1.12626E-05,1.61003E-06,1.38023E-06,8.90535E-06,4.63953E-05,2.66412E-05
0.361,5.49934E-06,3.2609E-06,1.08789E-05,1.61572E-06,1.3607E-06,8.31851E-06,4.8205E-05,2.54633E-05
0.362,5.63194E-06,4.0142E-06,1.11493E-05,1.64227E-06,1.42931E-06,7.75117E-06,5.31101E-05,2.83981E-05
0.363,5.71468E-06,4.60067E-06,1.08138E-05,1.63847E-06,1.51614E-06,7.34668E-06,5.64999E-05,2.97645E-05
0.364,5.78239E-06,4.89614E-06,1.07882E-05,1.64523E-06,1.66363E-06,7.38221E-06,5.77071E-05,2.97505E-05
0.365,5.92403E-06,5.02513E-06,1.11285E-05,1.67006E-06,1.83616E-06,7.46573E-06,5.65772E-05,2.98202E-05
0.366,6.02197E-06,5.1015E-06,9.53153E-06,1.67274E-06,1.85565E-06,7.50387E-06,5.63543E-05,2.98152E-05
0.367,5.87512E-06,5.4986E-06,9.25477E-06,1.64456E-06,1.85779E-06,7.5474E-06,5.64126E-05,2.99537E-05
0.368,5.76286E-06,5.46003E-06,9.60173E-06,1.58478E-06,1.83381E-06,7.59626E-06,5.6323E-05,2.9327E-05
0.369,5.64375E-06,5.57387E-06,9.90171E-06,1.58149E-06,1.83472E-06,7.59663E-06,5.63788E-05,2.97874E-05
0.37,5.37318E-06,5.76113E-06,9.60232E-06,1.54441E-06,1.83999E-06,7.55757E-06,5.72926E-05,3.57718E-05
0.371,5.10519E-06,6.04495E-06,1.26539E-05,1.53217E-06,1.8209E-06,7.5034E-06,5.80178E-05,4.16721E-05
0.372,5.18847E-06,6.19672E-06,1.47621E-05,1.39356E-06,1.7634E-06,7.35242E-06,5.87125E-05,4.47965E-05
0.373,5.95153E-06,6.21584E-06,1.4817E-05,1.3693E-06,1.78609E-06,7.24755E-06,5.8831E-05,4.41111E-05
0.374,6.37825E-06,6.41337E-06,1.50953E-05,1.40271E-06,1.8585E-06,7.21081E-06,6.08183E-05,4.40681E-05
0.375,6.48585E-06,6.46474E-06,1.63498E-05,1.26629E-06,1.97898E-06,7.12464E-06,6.16922E-05,4.36342E-05
0.376,6.4939E-06,6.51772E-06,1.72735E-05,1.19046E-06,1.99294E-06,6.95038E-06,5.85894E-05,4.35804E-05
0.377,6.50471E-06,6.51214E-06,1.71049E-05,1.19352E-06,1.92798E-06,6.68404E-06,5.50846E-05,4.37845E-05
0.378,6.55657E-06,6.56635E-06,1.67823E-05,1.32828E-06,1.9027E-06,6.46529E-06,5.23303E-05,4.72596E-05
0.379,6.58228E-06,6.55189E-06,1.67178E-05,1.39175E-06,1.89757E-06,6.27327E-06,5.23391E-05,5.39035E-05
0.38,6.65332E-06,6.82442E-06,1.65453E-05,1.34543E-06,1.88939E-06,6.05827E-06,5.24903E-05,5.64266E-05
0.381,6.82614E-06,7.4295E-06,1.66837E-05,1.33188E-06,1.93466E-06,5.80183E-06,5.06857E-05,5.86733E-05
0.382,7.00393E-06,7.35419E-06,1.69289E-05,1.30055E-06,1.97993E-06,5.45455E-06,4.54576E-05,5.92089E-05
0.383,7.32857E-06,7.0146E-06,1.70497E-05,1.3011E-06,2.08568E-06,5.25688E-06,4.1037E-05,5.95836E-05
0.384,7.29495E-06,6.96952E-06,1.82763E-05,1.29312E-06,2.04823E-06,4.80103E-06,4.40225E-05,5.99131E-05
0.385,7.10081E-06,6.91219E-06,1.81446E-05,1.42801E-06,1.87926E-06,4.31415E-06,4.43751E-05,6.02934E-05
0.386,6.98011E-06,6.93345E-06,1.81625E-05,1.87475E-06,1.83494E-06,4.22809E-06,4.49841E-05,6.31568E-05
