X [],R ILIOPSOAS: EMG 1->Filter->MAV->RMS [],L ILIOPSOAS: EMG 2->Filter->MAV->RMS [],R GLUTEUS MAXIMUS: EMG 4 (IM)->Filter->MAV->RMS [],L GLUTEUS MAXIMUS: EMG 5->Filter->MAV->RMS [],R RECTUS ABDOMINIS: EMG 6->Filter->MAV->RMS [],L RECTUS ABDOMINIS: EMG 7->Filter->MAV->RMS [],R ERECTOR SPINAE: EMG 8->Filter->MAV->RMS [],L ERECTOR SPINAE: EMG 9->Filter->MAV->RMS [],R RECTUS FEMORIS: EMG 10->Filter->MAV->RMS [],L RECTUS FEMORIS: EMG 11->Filter->MAV->RMS [],R BICEPS FEMORIS: EMG 12->Filter->MAV->RMS [],L BICEPS FEMORIS: EMG 13->Filter->MAV->RMS []
5.73,0.000243112,4.06766E-05,1.87365E-05,0.000297935,0.000112469,8.44638E-06,0.000117155,5.34331E-06,0.000521403,9.99384E-06,2.63264E-05,0.000166293
5.74,0.000195779,3.10219E-05,1.68038E-05,0.000160044,6.71035E-05,1.12901E-05,7.75076E-05,4.79599E-06,0.000332293,1.37314E-05,3.61024E-05,0.000132657
5.75,0.000146385,2.86153E-05,5.00035E-06,8.91595E-05,5.44109E-05,1.35915E-05,7.3597E-05,4.80173E-06,0.000337884,1.47706E-05,3.32512E-05,9.45134E-05
5.76,0.000185327,2.41722E-05,5.12962E-06,8.17102E-05,4.32321E-05,1.39403E-05,5.27263E-05,1.27645E-05,0.000407239,1.07531E-05,1.79479E-05,8.66166E-05
5.77,0.000177162,2.98443E-05,8.31198E-06,0.00027039,5.3908E-05,1.1718E-05,6.09269E-05,1.77393E-05,0.000398649,1.5224E-05,1.50745E-05,0.000133708
5.78,0.000109229,2.98516E-05,1.02375E-05,0.00029438,9.04903E-05,8.04772E-06,0.000154938,2.19671E-05,0.000352187,1.93615E-05,2.09059E-05,0.000129812
5.79,8.35488E-05,2.76596E-05,7.62947E-06,0.000154113,8.83E-05,9.28842E-06,0.000231121,1.84128E-05,0.000364252,1.45625E-05,2.10695E-05,0.000103761
5.8,0.000270981,2.5781E-05,8.37961E-06,0.000104673,3.44966E-05,1.19981E-05,0.000190946,1.66217E-05,0.000467786,7.61578E-06,1.69807E-05,0.000114628
5.81,0.000320401,2.87173E-05,1.03093E-05,8.46564E-05,4.39042E-05,1.0226E-05,9.17374E-05,1.66643E-05,0.000561562,6.05061E-06,1.7799E-05,0.000110042
5.82,0.000206505,5.98312E-05,9.62823E-06,8.82342E-05,4.70895E-05,7.61893E-06,7.24414E-05,7.95208E-06,0.000550341,1.08832E-05,1.40898E-05,0.000133622
5.83,0.000180247,0.000127379,8.05595E-06,0.000120584,8.23242E-05,7.74305E-06,5.52606E-05,7.02233E-06,0.000354298,1.46848E-05,9.76281E-06,0.000124279
5.84,0.000250325,0.00014613,5.84873E-06,0.000146732,9.09578E-05,7.87322E-06,4.52688E-05,4.53573E-06,0.00020041,1.3038E-05,1.12346E-05,7.79875E-05
5.85,0.000331751,9.01077E-05,1.37811E-05,0.000149046,0.00010765,7.32861E-06,8.08399E-05,4.79874E-06,0.000261322,7.65627E-06,2.76101E-05,8.53194E-05
5.86,0.000300348,1.90112E-05,1.50457E-05,0.000118845,0.000107736,7.07272E-06,9.00218E-05,5.01927E-06,0.0003714,7.12777E-06,3.67649E-05,8.80155E-05
5.87,0.000170156,2.25645E-05,1.04681E-05,0.00017056,5.39749E-05,1.18177E-05,0.000100996,5.09239E-06,0.000343483,9.31164E-06,3.15383E-05,0.000198619
5.88,0.000157569,2.34363E-05,9.85391E-06,0.000243812,5.19653E-05,1.21652E-05,0.000152909,4.73522E-06,0.000281349,1.29855E-05,2.45742E-05,0.000227197
5.89,0.000143067,2.83188E-05,9.12036E-06,0.000314076,4.58309E-05,8.67656E-06,0.000136532,4.08058E-06,0.00024266,1.25097E-05,2.74646E-05,0.000193516
5.9,9.10387E-05,2.89205E-05,8.22859E-06,0.000284258,1.63022E-05,8.45813E-06,6.96874E-05,4.2308E-06,0.000200848,1.00693E-05,2.25997E-05,0.000160579
5.91,8.73479E-05,5.29532E-05,5.60269E-06,0.000263738,1.57659E-05,8.77373E-06,6.26453E-05,3.70925E-06,0.000336895,9.58399E-06,1.93611E-05,7.59723E-05
5.92,9.18768E-05,6.03874E-05,4.09356E-06,0.000279311,6.86434E-05,8.28865E-06,5.45567E-05,4.04978E-06,0.000330087,8.89002E-06,2.72108E-05,7.50314E-05
5.93,0.000122982,4.11671E-05,5.54002E-06,0.00026085,9.58785E-05,6.08211E-06,5.68165E-05,5.31992E-06,0.00021815,1.65776E-05,2.53788E-05,7.43524E-05
5.94,0.000112127,3.07765E-05,6.76716E-06,0.000406481,8.99799E-05,7.45399E-06,0.000106769,4.90017E-06,0.000399841,1.61564E-05,1.77273E-05,6.53651E-05
5.95,7.69315E-05,2.7837E-05,7.59939E-06,0.000354783,0.000115503,7.45661E-06,0.000150333,4.60036E-06,0.000444776,9.07701E-06,1.10721E-05,8.82891E-05
5.96,0.000195026,2.57916E-05,6.66443E-06,0.000129763,0.000116571,2.02675E-05,0.000154655,7.31559E-06,0.00033699,7.44654E-06,1.66566E-05,0.000189886
5.97,0.00032348,3.89548E-05,6.56988E-06,0.000201737,8.4037E-05,2.13697E-05,0.000106447,8.2192E-06,0.00060766,5.9155E-06,2.07812E-05,0.000189446
5.98,0.000326398,3.78948E-05,1.03425E-05,0.000277945,5.8908E-05,8.77973E-06,4.70605E-05,7.29139E-06,0.000632303,1.16646E-05,1.80219E-05,0.000118472
5.99,0.000197308,2.24495E-05,1.23396E-05,0.00027135,1.49503E-05,6.11758E-06,4.91609E-05,6.63123E-06,0.000325481,1.24182E-05,1.34954E-05,0.00010745
6,7.38428E-05,2.24203E-05,9.66685E-06,0.000215908,1.41071E-05,9.62907E-06,8.01358E-05,5.8093E-06,0.00022681,7.96192E-06,1.0769E-05,0.000115742
6.01,0.000234354,2.72992E-05,4.37008E-06,0.000191858,1.95194E-05,1.02706E-05,0.000102791,5.71054E-06,0.000294971,6.81769E-06,2.57061E-05,0.00011902
6.02,0.000414754,3.15238E-05,5.36084E-06,0.000265625,8.4656E-05,8.25998E-06,9.41271E-05,4.93701E-06,0.000270122,5.50509E-06,3.78986E-05,0.000129871
6.03,0.000397128,3.12423E-05,6.41792E-06,0.000300137,0.000100469,7.76353E-06,9.46004E-05,3.80827E-06,0.000314471,1.42373E-05,3.10573E-05,0.000123292
6.04,0.000204133,3.05069E-05,4.95118E-06,0.000197263,9.72622E-05,7.4366E-06,0.000110388,3.62908E-06,0.000387584,1.98931E-05,1.39281E-05,0.000171301
6.05,8.30508E-05,3.08343E-05,4.22689E-06,9.78168E-05,0.000108884,8.05226E-06,9.00314E-05,4.42676E-06,0.000338709,2.56727E-05,9.39785E-06,0.000201323
6.06,0.000168111,2.93379E-05,5.45457E-06,0.000178967,7.6749E-05,8.17698E-06,6.19821E-05,4.43822E-06,0.00041944,2.15548E-05,7.60016E-06,0.000122457
6.07,0.000204157,2.55883E-05,8.26284E-06,0.000201271,2.8955E-05,7.7356E-06,6.49449E-05,6.78966E-06,0.000561195,5.41696E-06,9.07012E-06,0.000114059
6.08,0.000267737,2.49856E-05,8.12053E-06,0.000124001,3.82021E-05,6.9577E-06,5.88602E-05,7.16966E-06,0.000533551,4.91751E-06,2.25314E-05,0.000126029
6.09,0.000271473,3.01552E-05,5.75255E-06,8.22035E-05,6.48339E-05,9.60187E-06,7.87301E-05,4.76701E-06,0.000426564,5.73413E-06,3.89846E-05,8.12469E-05
6.1,0.000220779,4.96669E-05,5.79316E-06,0.000207548,0.000267157,2.13336E-05,7.67344E-05,6.30455E-06,0.000421536,9.35111E-06,4.24377E-05,0.000170845
6.11,0.000202758,5.33687E-05,1.24787E-05,0.000328907,0.000293577,3.65002E-05,7.46208E-05,6.34872E-06,0.000317961,8.91599E-06,3.20276E-05,0.000198085
6.12,0.0001992,3.40982E-05,1.47914E-05,0.000297956,0.000160134,3.79542E-05,0.00032227,4.63331E-06,0.000245912,6.8451E-06,1.83952E-05,0.00012802
6.13,0.000205148,2.0575E-05,9.47954E-06,0.000279949,9.2454E-05,2.30501E-05,0.000330287,4.60728E-06,0.000311475,8.07223E-06,9.19685E-06,0.000133627
6.14,0.000170348,2.36613E-05,5.22057E-06,0.000273381,3.47453E-05,8.13265E-06,0.000103404,4.73312E-06,0.00028459,9.0995E-06,9.23615E-06,0.000125416
6.15,0.000257985,3.03343E-05,5.36231E-06,0.000150077,3.27474E-05,9.12882E-06,4.85624E-05,6.75652E-06,0.000271299,8.00917E-06,1.0311E-05,6.90633E-05
6.16,0.000269712,3.11707E-05,5.16341E-06,0.000225713,0.000120839,1.0151E-05,7.59382E-05,6.44289E-06,0.000593863,8.03426E-06,1.90682E-05,7.73672E-05
6.17,0.000183014,2.99147E-05,8.1538E-06,0.000229403,0.000127162,8.55173E-06,7.57979E-05,4.49869E-06,0.000624043,1.57169E-05,3.47644E-05,0.000106368
6.18,0.000136745,2.80314E-05,9.23963E-06,0.000208018,0.000134949,7.36124E-06,0.000111488,4.89203E-06,0.00037266,1.63483E-05,3.23271E-05,0.000169128
6.19,0.00022125,2.0609E-05,6.97905E-06,0.000229502,0.000136857,9.63583E-06,0.000122542,8.37075E-06,0.000353979,1.27292E-05,2.4595E-05,0.000167543
6.2,0.000211166,1.64219E-05,7.67995E-06,0.000144105,6.60535E-05,9.8736E-06,9.43243E-05,9.63867E-06,0.000335208,1.06191E-05,2.7295E-05,0.00013886
6.21,9.0824E-05,2.47163E-05,7.13131E-06,8.24863E-05,4.01232E-05,7.65889E-06,8.29417E-05,6.22224E-06,0.00036408,6.31709E-06,1.75426E-05,0.000147343
6.22,9.64535E-05,2.85644E-05,7.45272E-06,0.000110415,3.43828E-05,8.14272E-06,9.22287E-05,3.65964E-06,0.000387408,1.12798E-05,8.15114E-06,0.000207261
6.23,0.000106278,0.00011029,8.2428E-06,0.000216181,4.05495E-05,8.00623E-06,0.000262744,4.46234E-06,0.000468734,1.92696E-05,8.8188E-06,0.000205547
6.24,0.000117274,0.000114466,1.74312E-05,0.000284248,4.55726E-05,7.85038E-06,0.000263826,4.53407E-06,0.00043437,1.94208E-05,1.07662E-05,0.000130078
6.25,0.000136262,5.36867E-05,2.17516E-05,0.000305962,4.10078E-05,9.2659E-06,0.000102249,4.30507E-06,0.000349128,1.28159E-05,1.53781E-05,0.00014103
6.26,0.000122341,4.44425E-05,1.4746E-05,0.000245856,2.89447E-05,1.03187E-05,6.81081E-05,4.9514E-06,0.000321459,1.14756E-05,2.03354E-05,0.000116487
6.27,8.49926E-05,2.95621E-05,6.55077E-06,0.000140699,5.81761E-05,9.85571E-06,8.79878E-05,4.60813E-06,0.000247992,1.51549E-05,1.7752E-05,0.000113871
6.28,9.46333E-05,3.03952E-05,5.09627E-06,0.000113339,7.69369E-05,1.10041E-05,8.51757E-05,6.54874E-06,0.000359304,2.08556E-05,1.70077E-05,0.000134613
6.29,9.70691E-05,3.94861E-05,7.31403E-06,0.00010517,9.22142E-05,1.03879E-05,7.63376E-05,6.81554E-06,0.000356931,2.28311E-05,2.34588E-05,0.000128192
6.3,0.00013988,5.4161E-05,7.674E-06,0.000110052,8.57301E-05,7.0069E-06,9.38225E-05,3.76412E-06,0.000354096,1.8472E-05,1.98863E-05,0.000163388
6.31,0.000132057,5.85087E-05,5.01986E-06,8.82817E-05,4.75773E-05,7.73767E-06,7.27098E-05,4.5689E-06,0.00035071,1.29803E-05,1.38031E-05,0.000175817
6.32,9.74067E-05,4.37775E-05,3.94282E-06,8.37811E-05,2.563E-05,7.72343E-06,5.41526E-05,5.27694E-06,0.000317049,1.02089E-05,1.27593E-05,0.000162037
6.33,9.62956E-05,2.13344E-05,5.07277E-06,7.61264E-05,6.67803E-05,7.08871E-06,0.000168998,7.72874E-06,0.000377977,1.18173E-05,1.88867E-05,0.000134019
6.34,8.36175E-05,2.24997E-05,1.55431E-05,7.52305E-05,8.47175E-05,8.56614E-06,0.0001993,7.86738E-06,0.000537592,1.63638E-05,2.76797E-05,9.62279E-05
6.35,9.94235E-05,2.49419E-05,1.60592E-05,7.79574E-05,7.6865E-05,1.027E-05,0.00011713,4.77493E-06,0.000527717,1.37149E-05,3.28661E-05,0.000122303
6.36,0.000108393,2.80243E-05,6.86087E-06,9.51484E-05,5.52242E-05,1.04464E-05,3.56088E-05,4.27955E-06,0.000418501,6.00741E-06,3.48375E-05,0.00013233
6.37,0.000103575,2.60918E-05,4.87374E-06,0.000126263,8.56579E-05,1.1282E-05,3.22411E-05,4.32619E-06,0.000514992,4.83046E-06,2.48927E-05,0.00011886
6.38,0.000180307,2.29296E-05,4.76755E-06,0.000127855,0.000116742,1.01912E-05,4.90211E-05,5.55547E-06,0.000409584,1.13622E-05,1.02732E-05,0.000141373
6.39,0.000211337,2.20678E-05,6.28709E-06,9.15388E-05,8.20186E-05,8.33691E-06,5.38692E-05,5.85971E-06,0.00027995,1.21188E-05,1.72787E-05,0.000127607
6.4,0.000156751,2.16634E-05,6.24881E-06,7.93853E-05,4.47134E-05,8.72721E-06,8.22062E-05,4.84497E-06,0.000319532,5.74538E-06,1.93393E-05,0.000125778
6.41,0.000117452,2.72948E-05,5.23053E-06,9.20053E-05,6.26486E-05,7.01971E-06,0.000189532,4.36913E-06,0.00020159,5.04008E-06,1.50108E-05,0.000141511
6.42,0.000146827,2.39706E-05,5.58677E-06,9.36537E-05,5.57158E-05,6.15706E-06,0.000178082,5.71485E-06,0.000180112,7.05908E-06,1.34044E-05,0.000102826
6.43,0.000181214,2.48505E-05,5.51751E-06,8.60654E-05,5.55654E-05,6.41957E-06,8.40843E-05,5.86912E-06,0.000251755,1.0752E-05,1.39503E-05,7.63063E-05
6.44,0.000146978,2.61683E-05,5.22412E-06,9.08743E-05,8.02925E-05,7.17397E-06,9.66702E-05,4.78653E-06,0.000297637,1.6191E-05,1.16943E-05,0.000124419
6.45,0.000122243,2.75276E-05,5.92532E-06,0.000258148,8.91578E-05,7.72374E-06,6.95851E-05,4.33611E-06,0.000238167,1.40782E-05,1.49584E-05,0.00014954
6.46,0.000122381,3.79716E-05,8.35742E-06,0.000286585,6.28808E-05,1.02323E-05,5.86414E-05,3.74961E-06,0.000163434,6.87922E-06,1.52369E-05,0.000116473
6.47,9.05382E-05,3.66246E-05,7.6835E-06,0.000162615,1.97287E-05,1.21396E-05,0.000105772,3.26658E-06,0.000185597,7.61511E-06,1.25193E-05,0.000132515
6.48,8.04885E-05,2.49926E-05,4.34511E-06,9.55172E-05,1.9607E-05,9.62605E-06,9.99851E-05,3.91636E-06,0.000681909,8.44409E-06,1.34371E-05,0.000148723
6.49,0.000126931,2.19816E-05,3.71197E-06,0.000120548,2.83947E-05,6.67019E-06,5.09984E-05,5.26106E-06,0.000684484,1.43108E-05,1.22968E-05,0.000158307
6.5,0.000278926,2.14157E-05,8.56779E-06,0.0001686,3.10122E-05,9.09642E-06,5.126E-05,8.39124E-06,0.00018648,1.43543E-05,8.92613E-06,0.000142865
6.51,0.000286861,2.30585E-05,1.6297E-05,0.000167461,2.35736E-05,1.37741E-05,4.68583E-05,7.82655E-06,0.000172618,7.35476E-06,6.68506E-06,7.78671E-05
6.52,0.00016348,2.44032E-05,1.47523E-05,0.000119967,2.67841E-05,1.26267E-05,5.46642E-05,4.17166E-06,0.00035803,4.60038E-06,9.46473E-06,8.57788E-05
6.53,0.000115324,2.65696E-05,5.27989E-06,9.19202E-05,7.3487E-05,7.39919E-06,6.25299E-05,5.19443E-06,0.000488321,4.4089E-06,1.21053E-05,8.08834E-05
6.54,0.000107425,3.52549E-05,4.21433E-06,0.000131588,7.93877E-05,1.03401E-05,5.59362E-05,5.0696E-06,0.000372736,1.4396E-05,1.18578E-05,8.74576E-05
6.55,0.000240757,3.21469E-05,4.59142E-06,0.000142662,4.34514E-05,1.45018E-05,8.65198E-05,5.51048E-06,0.000174429,1.59894E-05,1.85316E-05,8.93621E-05
6.56,0.000243691,2.37554E-05,5.36364E-06,0.000175447,2.30332E-05,1.31654E-05,9.42811E-05,6.56795E-06,0.000299995,9.8356E-06,3.62164E-05,8.2393E-05
6.57,0.000133449,2.66983E-05,8.96824E-06,0.000171634,1.7441E-05,9.32642E-06,7.94144E-05,6.55046E-06,0.000314625,7.44873E-06,3.47834E-05,0.000196759
6.58,0.000227602,2.26111E-05,1.12436E-05,0.000179725,1.9257E-05,7.73551E-06,0.000135248,5.43867E-06,0.000267268,4.82072E-06,1.51013E-05,0.000232677
6.59,0.000361522,1.93326E-05,9.47203E-06,0.000389048,1.93338E-05,9.52051E-06,0.000126659,4.2373E-06,0.000266043,9.58036E-06,9.97775E-06,0.000152857
6.6,0.000301883,2.32165E-05,5.82867E-06,0.000376508,2.17202E-05,1.01648E-05,5.03806E-05,5.31763E-06,0.000203794,1.02508E-05,9.48608E-06,9.47939E-05
6.61,7.06584E-05,2.27484E-05,4.0102E-06,0.000143426,6.27123E-05,7.66346E-06,5.0278E-05,9.90462E-06,0.000248265,9.85952E-06,7.77673E-06,0.00012007
6.62,0.000122555,2.68332E-05,4.93014E-06,0.000214821,7.56239E-05,7.9424E-06,5.01249E-05,1.08378E-05,0.000420864,1.73495E-05,1.31863E-05,0.000119529
6.63,0.00012536,2.69467E-05,5.63256E-06,0.000224936,9.10707E-05,1.55259E-05,4.45798E-05,6.59956E-06,0.000444699,1.5272E-05,1.39505E-05,9.47743E-05
6.64,0.000164676,2.18147E-05,8.15247E-06,0.000104565,8.50979E-05,1.69639E-05,0.000160652,4.75245E-06,0.00031156,5.22105E-06,1.55047E-05,9.97197E-05
6.65,0.000171497,2.2108E-05,1.06136E-05,8.0081E-05,5.02838E-05,1.12133E-05,0.000183662,5.57027E-06,0.000244818,5.117E-06,2.27908E-05,9.46048E-05
6.66,9.81916E-05,2.68025E-05,8.97617E-06,0.000281834,5.45566E-05,8.33668E-06,9.9482E-05,9.29576E-06,0.000565101,6.72444E-06,1.93134E-05,0.000154249
6.67,9.47275E-05,2.68056E-05,8.08624E-06,0.00031441,4.02313E-05,9.80663E-06,4.64857E-05,9.75037E-06,0.000769634,7.06117E-06,1.42493E-05,0.00025794
6.68,9.69964E-05,2.39333E-05,9.84975E-06,0.000209231,1.70931E-05,8.99437E-06,5.1852E-05,6.81679E-06,0.000660217,5.43274E-06,1.44295E-05,0.000326365
6.69,0.000109497,4.66171E-05,8.60746E-06,0.000166013,1.57227E-05,6.81362E-06,4.39169E-05,6.08525E-06,0.000460074,5.59225E-06,7.28351E-06,0.000253514
6.7,0.000123431,9.32733E-05,1.18934E-05,0.00018893,1.55224E-05,7.31817E-06,0.000133586,6.35202E-06,0.000490204,5.26628E-06,6.83337E-06,8.86566E-05
6.71,0.000133469,9.4559E-05,1.43936E-05,0.000176424,9.68628E-05,6.74794E-06,0.000138425,6.01407E-06,0.000574363,1.77048E-05,9.5931E-06,8.52978E-05
6.72,0.000122223,4.66918E-05,1.42636E-05,9.97854E-05,0.00010319,7.16451E-06,5.67272E-05,4.77955E-06,0.000441332,3.42611E-05,9.7219E-06,6.92417E-05
6.73,9.10915E-05,2.25144E-05,1.25291E-05,0.000189831,7.05748E-05,7.70366E-06,0.000102405,4.44086E-06,0.000250189,3.4289E-05,9.68473E-06,9.43476E-05
6.74,0.000103713,2.72583E-05,9.02357E-06,0.000177867,7.65145E-05,7.55365E-06,0.000107321,3.575E-06,0.000218134,1.92367E-05,1.63112E-05,0.000108289
6.75,0.000339202,2.49266E-05,1.14754E-05,0.000177221,5.66381E-05,7.62633E-06,6.05493E-05,4.63867E-06,0.000225819,1.30774E-05,1.57668E-05,0.000145457
6.76,0.000367658,2.09428E-05,1.02497E-05,0.000191563,3.33873E-05,8.38589E-06,4.97607E-05,4.5492E-06,0.00022385,1.16936E-05,9.76635E-06,0.00014686
6.77,0.000226785,1.72355E-05,7.93743E-06,0.000116731,3.80979E-05,7.63115E-06,4.11358E-05,5.04669E-06,0.000462311,1.11231E-05,9.09393E-06,8.7448E-05
6.78,0.00016938,2.64106E-05,1.08628E-05,0.000112895,4.56364E-05,8.01989E-06,3.50626E-05,5.3384E-06,0.000531807,2.38109E-05,8.14557E-06,8.60253E-05
6.79,0.00010302,5.3242E-05,1.12423E-05,0.000145134,4.97974E-05,1.12416E-05,0.000135048,4.17667E-06,0.000407953,2.94831E-05,1.65067E-05,8.60199E-05
6.8,0.000118752,5.97392E-05,8.42444E-06,0.000158899,8.97095E-05,1.17206E-05,0.000159179,4.16611E-06,0.00030771,2.23849E-05,1.73792E-05,8.24222E-05
6.81,0.00011255,4.15574E-05,6.12851E-06,0.000133613,8.93834E-05,9.461E-06,9.74867E-05,4.63169E-06,0.000220727,2.54335E-05,1.00422E-05,0.000112016
6.82,8.97808E-05,2.72971E-05,6.05973E-06,9.97429E-05,5.81076E-05,8.0233E-06,5.83579E-05,6.12748E-06,0.00021584,2.90217E-05,6.69218E-06,0.000107723
6.83,0.000109075,2.38709E-05,4.41681E-06,9.74903E-05,4.46398E-05,6.79857E-06,6.60957E-05,5.73715E-06,0.000320381,1.8567E-05,9.97475E-06,8.48461E-05
6.84,0.000119999,2.35446E-05,4.84763E-06,0.000175386,2.77992E-05,1.3477E-05,6.30588E-05,3.4408E-06,0.000321599,1.38641E-05,1.20349E-05,7.74712E-05
6.85,0.000286885,2.73905E-05,5.36773E-06,0.000185623,5.03943E-05,2.15125E-05,5.6867E-05,3.60076E-06,0.000341132,1.31524E-05,1.03385E-05,6.47215E-05
6.86,0.000440593,2.78188E-05,6.0623E-06,0.000234909,6.9153E-05,1.81539E-05,7.3784E-05,5.1572E-06,0.000395361,5.54656E-06,1.26225E-05,8.1238E-05
6.87,0.000371005,2.44919E-05,7.25622E-06,0.000263879,6.15081E-05,1.19859E-05,6.66652E-05,5.37843E-06,0.000248142,5.25315E-06,1.24711E-05,8.76307E-05
6.88,0.000162313,1.99331E-05,9.23839E-06,0.00016259,4.71576E-05,1.37971E-05,4.11125E-05,4.56959E-06,0.000238536,1.30236E-05,9.70108E-06,8.3926E-05
6.89,0.000120685,1.86529E-05,1.22762E-05,0.000143345,4.45538E-05,1.33097E-05,5.54119E-05,4.07881E-06,0.000257037,1.66419E-05,1.18669E-05,9.3791E-05
6.9,0.00011382,2.09525E-05,1.094E-05,0.000166145,3.56809E-05,1.80993E-05,6.03097E-05,3.74292E-06,0.000320437,1.16991E-05,1.18613E-05,8.59408E-05
6.91,9.75467E-05,2.44964E-05,6.78041E-06,0.000153255,6.89586E-05,2.60157E-05,5.76104E-05,5.29318E-06,0.000436878,4.69707E-06,1.23045E-05,0.000105218
6.92,8.07998E-05,2.80609E-05,5.73467E-06,0.000148156,9.30728E-05,2.23935E-05,5.75629E-05,5.51646E-06,0.000475081,7.66571E-06,2.66634E-05,0.000122375
6.93,0.000283381,2.51694E-05,5.95281E-06,0.00010368,7.32006E-05,1.21471E-05,8.30076E-05,5.47013E-06,0.00034945,9.36974E-06,3.58006E-05,9.23456E-05
6.94,0.000296,1.80558E-05,7.22982E-06,8.79337E-05,3.6858E-05,1.12845E-05,0.000201505,5.35686E-06,0.000126902,1.14497E-05,3.02353E-05,7.32181E-05
6.95,0.000108073,1.44396E-05,7.21376E-06,8.55092E-05,3.61855E-05,7.81896E-06,0.000220256,4.77623E-06,0.000401193,1.18143E-05,1.68401E-05,9.88235E-05
6.96,0.000160134,2.3214E-05,6.15794E-06,8.30657E-05,4.00927E-05,1.04205E-05,0.00012549,5.40299E-06,0.000407574,1.15522E-05,1.02911E-05,0.000133469
6.97,0.00015837,2.94275E-05,7.63364E-06,9.76691E-05,5.00879E-05,1.21242E-05,4.88619E-05,4.93215E-06,0.00015206,1.0299E-05,2.66851E-05,0.000118834
6.98,8.12082E-05,2.76831E-05,1.03904E-05,0.000290896,5.32295E-05,1.51673E-05,7.28396E-05,5.34143E-06,0.000462187,7.98811E-06,3.35325E-05,0.000137523
6.99,0.000131575,2.56973E-05,1.15161E-05,0.000336785,4.27328E-05,1.65646E-05,8.69164E-05,5.21765E-06,0.000490928,9.93952E-06,3.40638E-05,0.000161065
7,0.000137498,2.70267E-05,8.86668E-06,0.00020593,3.77495E-05,1.92057E-05,6.24843E-05,4.49939E-06,0.000307547,8.63432E-06,4.22767E-05,0.000108719
7.01,0.000167281,2.45809E-05,1.35956E-05,0.000361885,4.02922E-05,1.89968E-05,5.48443E-05,4.79922E-06,0.000363588,1.29104E-05,3.85976E-05,0.000207344
7.02,0.000184902,2.88575E-05,1.57313E-05,0.000426327,3.48141E-05,1.20236E-05,4.5948E-05,4.57703E-06,0.000309348,1.75604E-05,2.10976E-05,0.000244734
7.03,0.000133186,3.36983E-05,9.01029E-06,0.00028398,2.26097E-05,1.03172E-05,5.6595E-05,4.60708E-06,0.000309832,1.34435E-05,9.59734E-06,0.000169537
7.04,8.92073E-05,3.44392E-05,7.16157E-06,0.00020651,2.23206E-05,9.72394E-06,6.09588E-05,5.14736E-06,0.000370292,8.73866E-06,7.87989E-06,0.000123705
7.05,0.000188947,2.98875E-05,7.27434E-06,0.00022126,5.92224E-05,7.30685E-06,4.37994E-05,5.18603E-06,0.000473453,1.32812E-05,8.91395E-06,0.000119254
7.06,0.000197776,1.80458E-05,5.04727E-06,0.00018019,7.1213E-05,6.54188E-06,4.28725E-05,4.75401E-06,0.000460244,2.01141E-05,8.91827E-06,0.000121884
7.07,0.000204694,2.15899E-05,9.76871E-06,8.62634E-05,6.21089E-05,6.10407E-06,4.12958E-05,4.27946E-06,0.000247747,2.26381E-05,1.58084E-05,0.000112092
7.08,0.00025103,2.69453E-05,1.04848E-05,0.000118141,5.58393E-05,6.67044E-06,6.00455E-05,4.28374E-06,0.000147458,1.65872E-05,3.3904E-05,9.64162E-05
7.09,0.000384417,2.68984E-05,6.55224E-06,0.000176968,4.50762E-05,7.24624E-06,0.000164671,7.05728E-06,0.000162828,7.80588E-06,4.61559E-05,0.000194748
7.1,0.000391032,5.62344E-05,5.77265E-06,0.000166406,4.20854E-05,1.2275E-05,0.000157265,6.96553E-06,0.000172672,5.86466E-06,4.01006E-05,0.000214135
7.11,0.000198651,9.91272E-05,5.23659E-06,0.000105349,5.92004E-05,1.51433E-05,5.46187E-05,4.91254E-06,0.000541226,6.5041E-06,2.14395E-05,0.000116056
7.12,0.000162565,0.000117846,1.38059E-05,0.000368719,7.51294E-05,1.10388E-05,5.60247E-05,5.34421E-06,0.000592941,1.76765E-05,1.27101E-05,9.23703E-05
7.13,0.000165029,9.00092E-05,1.4488E-05,0.000433023,7.92005E-05,6.05075E-06,3.48055E-05,5.18454E-06,0.000285474,1.8677E-05,1.50657E-05,0.000135798
7.14,0.000109401,4.10506E-05,5.97764E-06,0.000266331,5.86174E-05,9.3999E-06,8.54373E-05,4.33074E-06,0.000637885,8.46407E-06,1.30212E-05,0.000174321
7.15,0.000103204,2.61983E-05,5.11229E-06,0.000138887,1.74325E-05,9.38172E-06,8.81389E-05,4.47537E-06,0.000672311,1.4478E-05,8.26931E-06,0.000160599
7.16,0.000100997,2.18211E-05,5.80325E-06,8.21732E-05,2.30156E-05,7.02467E-06,4.69726E-05,5.03458E-06,0.000296833,1.46022E-05,7.90961E-06,0.000103065
7.17,8.3401E-05,2.53737E-05,8.31735E-06,0.000117698,0.000106127,1.0129E-05,4.64039E-05,4.16382E-06,0.000249387,5.83334E-06,1.08932E-05,6.78875E-05
7.18,8.8882E-05,2.77702E-05,9.13319E-06,0.000181536,0.000116884,1.09544E-05,4.44517E-05,4.69453E-06,0.000258451,1.63934E-05,1.25333E-05,0.00010462
7.19,8.96659E-05,2.52503E-05,6.22779E-06,0.000153974,7.42516E-05,7.96794E-06,0.000130222,5.32333E-06,0.000239889,1.78818E-05,1.82957E-05,0.000102129
