Time (s),RA/ES,IL/GMax,RF/BF,TAIO/MF
11.1100,2.843110,1.452093,0.437231,2.753774
11.1200,2.782515,1.634298,0.416839,3.320388
11.1300,2.814493,1.670038,0.422794,3.561902
11.1400,2.656639,1.912355,0.417575,3.534307
11.1500,2.736873,2.209478,0.410076,3.730256
11.1600,2.789876,2.189980,0.412474,3.739106
11.1700,3.010039,2.164200,0.414645,3.735824
11.1800,2.951220,2.209478,0.387121,4.068134
11.1900,2.501976,2.496388,0.391132,4.302574
11.2000,2.352071,2.840522,0.498956,4.065781
11.2100,2.342716,2.815009,0.582292,3.759593
11.2200,2.506161,2.983403,0.516161,4.028412
11.2300,2.507096,2.983403,0.444614,3.901284
11.2400,2.886893,2.805474,0.382335,3.695448
11.2500,3.148286,2.386553,0.371200,3.959376
11.2600,3.083635,2.422751,0.365564,4.372188
11.2700,3.004474,2.520991,0.370085,4.743411
11.2800,3.000234,2.702945,0.389979,5.523713
11.2900,3.021353,2.672023,0.417511,6.354810
11.3000,2.996179,2.578387,0.448052,6.424329
11.3100,2.847628,2.690577,0.460931,7.078251
11.3200,2.713001,2.322314,0.484519,6.734170
11.3300,2.701352,2.285697,0.504225,6.635861
11.3400,2.592262,2.245766,0.587368,6.984804
11.3500,2.316870,2.400972,0.596308,6.869769
11.3600,2.448771,2.311429,0.631556,6.549142
11.3700,3.412222,2.576190,0.623459,5.546529
11.3800,5.074992,2.394404,0.624345,3.706480
11.3900,5.017152,2.768234,0.595593,2.916032
11.4000,5.149493,2.832186,0.586849,2.655642
11.4100,5.158047,2.706126,0.585136,2.162650
11.4200,5.224577,2.952782,0.622176,2.139462
11.4300,5.123442,2.855651,0.720356,2.315571
11.4400,5.111155,3.259636,0.873389,2.635229
11.4500,5.298667,3.451748,0.821008,2.759803
11.4600,5.641489,3.515773,0.711554,2.592330
11.4700,4.861490,2.917579,0.685001,2.418472
11.4800,3.233513,2.768234,0.494816,2.427511
11.4900,3.150753,2.390747,0.322076,2.467161
11.5000,2.714444,2.299041,0.337212,2.676181
11.5100,2.707540,3.163696,0.331648,3.188195
11.5200,2.630042,3.136233,0.330346,3.682385
11.5300,2.627931,3.125248,0.308503,3.445886
11.5400,2.707779,3.164504,0.319610,3.403345
11.5500,2.580728,2.951703,0.321843,3.197568
11.5600,2.372238,3.024855,0.320544,3.611735
11.5700,2.514227,3.247126,0.310782,4.545769
11.5800,2.160690,3.164504,0.314219,4.849410
11.5900,1.790183,3.075815,0.368136,4.594404
11.6000,1.402031,3.039629,0.322868,3.678154
11.6100,1.311420,2.182446,0.326680,3.298989
11.6200,1.280086,2.225741,0.315215,2.949539
11.6300,1.188920,2.691338,0.324167,3.046863
11.6400,1.161295,2.762708,0.307848,3.197411
11.6500,1.225434,2.919123,0.306945,3.339930
11.6600,1.159876,3.109991,0.314531,3.118956
11.6700,1.069103,3.352249,0.272639,3.050477
11.6800,1.110541,3.505304,0.255641,3.907285
11.6900,1.124496,3.374609,0.226536,4.115145
11.7000,1.245737,3.367487,0.215345,4.335038
11.7100,1.288353,3.652067,0.214271,4.530776
11.7200,1.293029,3.414155,0.206615,4.760173
11.7300,1.615769,3.136295,0.204095,4.693829
11.7400,1.679840,3.331856,0.196302,4.439961
11.7500,1.611413,3.403566,0.201792,4.490430
11.7600,1.759225,3.267014,0.208080,4.743412
11.7700,2.053687,2.962984,0.199283,5.381616
11.7800,2.506460,3.075815,0.187717,4.556395
11.7900,2.605406,3.203392,0.204798,4.511591
11.8000,2.824744,3.466808,0.221576,5.258533
11.8100,2.879091,3.412608,0.217931,5.692094
11.8200,3.010543,3.514724,0.234118,5.431206
11.8300,3.109812,3.586121,0.229340,5.517846
11.8400,3.065771,3.099606,0.221377,5.661491
11.8500,2.986246,3.001348,0.221877,4.835072
11.8600,3.010175,2.668594,0.217990,4.698662
11.8700,2.941064,2.572252,0.263973,3.347083
11.8800,2.786068,2.324235,0.340340,2.976635
11.8900,2.751179,2.223663,0.267798,3.596439
11.9000,2.633602,2.363316,0.194064,3.995488
11.9100,2.711357,2.383429,0.201646,4.181947
11.9200,3.638674,2.535541,0.211025,4.510129
11.9300,4.656397,2.578019,0.216152,4.817818
11.9400,5.547128,2.623804,0.222463,4.210988
11.9500,6.721858,3.209370,0.222463,4.776816
11.9600,6.850399,3.659774,0.217730,5.302456
11.9700,7.255461,4.424186,0.227747,6.005916
11.9800,7.524609,5.125123,0.228309,6.988236
11.9900,7.831582,5.477694,0.278032,6.694331
12.0000,8.507690,4.723201,0.691550,7.042142
12.0100,8.289035,4.681114,0.884293,6.909271
12.0200,8.141611,4.500313,0.864357,6.758470
12.0300,7.180882,4.639937,0.857185,6.795125
12.0400,6.495108,5.015654,0.850591,8.680443
12.0500,5.031159,4.661971,0.889902,8.951277
12.0600,4.743271,4.951002,0.896446,9.242876
12.0700,3.910985,4.489864,0.866912,9.459245
12.0800,3.562051,4.189759,0.943203,9.119773
12.0900,3.888608,4.502993,0.972624,9.825638
12.1000,4.309702,5.623656,1.004370,9.240868
12.1100,4.645807,5.695064,1.059854,10.114051
12.1200,4.838119,5.810407,1.235049,11.271042
12.1300,4.856669,6.016294,1.373448,10.818307
12.1400,4.576484,6.031598,1.414963,10.303312
12.1500,4.654379,5.969877,1.366171,8.543688
12.1600,4.556563,5.012439,1.175858,6.324549
12.1700,4.439599,4.663155,0.994705,4.680585
12.1800,4.337352,4.775902,0.868744,4.457301
12.1900,3.924926,4.532983,0.850260,4.488228
12.2000,3.736844,4.146510,0.796106,4.314879
12.2100,3.517133,4.055374,0.793452,3.894449
12.2200,3.106003,3.642127,0.757165,4.344805
12.2300,3.600934,3.374609,0.748434,4.783050
12.2400,3.721404,3.884964,0.773046,5.049868
12.2500,4.217109,3.738434,0.772565,5.306428
12.2600,4.440667,3.374455,0.774720,5.559648
12.2700,4.186735,3.321880,0.837937,6.103411
12.2800,4.133600,3.167925,0.909559,6.044556
12.2900,4.024645,3.148747,0.879403,5.984976
12.3000,3.723206,3.023263,0.840984,6.060144
12.3100,3.687281,3.075815,0.814584,6.714020
12.3200,3.946223,3.248437,0.797204,6.300950
12.3300,3.718472,3.313492,0.733999,5.625087
12.3400,3.791526,2.906645,0.696451,5.583573
12.3500,3.616507,2.697974,0.755246,5.093479
12.3600,3.481155,3.157030,0.811970,5.599086
12.3700,3.640399,4.172921,0.941374,6.988062
12.3800,3.625636,4.587546,0.884293,7.312759
12.3900,3.657197,5.650138,0.849920,7.716893
12.4000,3.801114,5.316766,0.993057,8.088765
12.4100,4.163204,5.418670,1.055123,8.339224
12.4200,3.905330,5.045136,1.118341,8.085919
12.4300,3.408936,5.166230,1.127859,7.843066
12.4400,2.972004,4.843105,0.912079,7.161621
12.4500,2.934702,4.999503,0.259191,6.927259
12.4600,2.857473,5.015142,0.185076,6.693748
12.4700,2.796869,4.552882,0.167596,5.711455
12.4800,2.826470,4.474064,0.166373,5.763500
12.4900,4.184475,3.924199,0.171266,4.579846
12.5000,5.483258,4.260908,0.171266,3.867705
12.5100,5.344597,4.193300,0.179830,3.681949
12.5200,5.576490,4.818128,0.177084,3.569147
12.5300,4.816650,4.420730,0.167687,2.900826
12.5400,4.948596,4.350997,0.147848,2.672684
12.5500,4.913620,3.442754,0.186590,2.597859
12.5600,4.755680,3.146408,0.267831,2.744402
12.5700,4.655192,3.025392,0.263622,2.719846
12.5800,4.425711,3.123135,0.258294,2.814069
12.5900,3.195917,3.219789,0.245994,2.947154
12.6000,2.116371,3.399585,0.218473,3.211248
12.6100,1.884031,3.671345,0.197643,3.295202
12.6200,1.570862,3.139186,0.193141,3.017617
12.6300,1.476502,3.318152,0.219615,3.331419
12.6400,1.359100,3.661529,0.235418,3.279003
12.6500,1.457436,4.642028,0.221755,3.603690
12.6600,1.469496,5.147282,0.195405,3.733241
12.6700,1.509067,5.634632,0.184723,4.709368
12.6800,1.588193,5.719707,0.200172,5.109169
12.6900,1.719418,5.759199,0.201094,4.648963
12.7000,1.813661,5.273699,0.212037,4.075193
12.7100,1.891311,5.348152,0.212686,3.856285
12.7200,1.907035,5.767153,0.184267,4.017949
12.7300,1.866770,5.482584,0.178686,4.060283
12.7400,1.981602,5.295751,0.194612,4.275178
12.7500,1.944016,4.369642,0.199853,4.109594
12.7600,2.080470,4.084833,0.194143,3.910521
12.7700,2.049060,3.447617,0.206335,2.962130
12.7800,1.666520,3.010811,0.173643,2.233930
12.7900,1.611798,2.405727,0.161045,2.177657
12.8000,1.485664,2.603111,0.146758,2.317803
12.8100,1.381541,2.441428,0.128790,2.315807
12.8200,1.224486,2.423418,0.127755,2.141615
12.8300,1.211351,2.222975,0.125510,1.956046
12.8400,1.297643,2.204091,0.120958,1.752343
12.8500,1.351507,2.157528,0.120830,1.525168
12.8600,1.580000,2.171669,0.131304,1.274704
12.8700,1.734103,2.276103,0.132901,1.153765
12.8800,1.918269,2.676418,0.145929,1.234447
12.8900,2.091341,2.831369,0.144161,1.740701
12.9000,2.518139,2.725426,0.113598,2.635229
12.9100,2.610866,2.681726,0.120014,2.737135
12.9200,2.660012,2.743951,0.127644,2.955621
12.9300,2.721786,3.306946,0.127459,3.343716
12.9400,2.599521,3.271549,0.136255,3.359917
12.9500,2.379334,3.238203,0.142714,3.343958
12.9600,2.037903,4.073258,0.142442,3.323146
12.9700,1.715743,4.564036,0.151767,3.508440
12.9800,1.829961,4.217231,0.126062,3.732054
12.9900,1.813604,3.611537,0.125533,3.509576
13.0000,1.583194,3.324104,0.157269,2.851377
13.0100,1.415630,2.740960,0.175496,2.779238
13.0200,1.337027,2.687605,0.186385,2.568818
13.0300,1.242820,2.838538,0.169690,2.813247
13.0400,1.199225,3.195847,0.164641,3.303677
13.0500,1.387073,3.203490,0.154553,3.363749
13.0600,1.347532,2.594726,0.143460,3.021912
13.0700,2.360967,2.415420,0.129543,2.939927
13.0800,2.410188,2.415983,0.141809,2.437283
13.0900,2.173586,2.582879,0.142047,2.227341
13.1000,2.421007,2.764020,0.140928,2.303037
13.1100,2.420571,3.171056,0.111310,2.345528
13.1200,2.433769,3.138268,0.086907,2.334565
13.1300,2.431130,2.685600,0.085161,2.005604
13.1400,2.442705,2.378531,0.083417,1.442697
13.1500,2.511506,2.119363,0.079867,1.304438
13.1600,2.647673,2.794851,0.075678,1.318215
13.1700,2.335500,3.598704,0.075297,1.624161
13.1800,2.321724,3.379125,0.073801,2.128454
13.1900,3.302268,3.150059,0.069540,2.398657
13.2000,1.335322,3.064135,0.066684,2.274770
13.2100,1.276860,2.905501,0.067106,2.015950
13.2200,1.331275,2.746691,0.074770,2.004587
13.2300,1.535804,2.642405,0.076134,2.026312
13.2400,1.678891,2.600462,0.069953,2.031242
13.2500,1.653708,2.775616,0.074222,2.315386
13.2600,1.929511,3.366666,0.079707,3.128633
13.2700,2.473513,3.299393,0.084149,3.071055
13.2800,2.530928,3.766820,0.094225,3.049336
13.2900,2.610676,4.152350,0.109312,3.249811
13.3000,5.191578,4.569549,0.132697,4.047467
13.3100,6.455370,5.205365,0.193646,6.208654
13.3200,6.337335,6.374136,0.245994,7.916157
13.3300,6.434535,8.230552,0.300290,10.124592
13.3400,6.578133,9.623716,0.493013,10.349261
13.3500,7.102039,11.118656,1.256332,9.203634
13.3600,7.021160,10.290911,1.697372,8.947799
13.3700,6.123761,9.821345,1.913944,10.198335
13.3800,5.990198,9.668950,1.716024,9.842579
13.3900,6.024792,11.201586,1.479108,14.700302
13.4000,5.756717,11.830057,1.505689,15.270456
13.4100,5.360216,13.818327,1.515625,16.203158
13.4200,5.355624,13.307758,1.475337,16.203158
13.4300,5.385996,12.673336,1.511268,16.416329
13.4400,5.762853,12.211347,1.504544,22.615908
13.4500,5.582313,11.862469,1.542303,30.181118
13.4600,5.349057,9.799057,1.476345,35.033698
13.4700,5.632723,9.306312,1.394881,33.109952
13.4800,5.861651,9.152425,1.472968,28.107653
13.4900,5.414074,7.555806,1.664750,15.980231
13.5000,5.435733,6.874137,1.616864,14.146650
13.5100,7.006697,5.536467,1.574019,12.950891
13.5200,7.282734,5.321740,1.603787,12.423221
13.5300,7.225472,4.703503,1.484043,12.056171
13.5400,6.823787,4.805961,1.513829,10.092733
13.5500,6.507258,4.842125,1.391622,10.114870
13.5600,6.224047,4.965021,1.322786,8.815880
13.5700,4.984282,5.405978,1.303544,6.779348
13.5800,4.475771,5.536467,1.285572,4.366240
13.5900,3.500058,5.908803,1.368620,3.802663
13.6000,2.972065,4.966043,1.342255,3.756603
13.6100,2.279133,4.789332,1.291778,3.773423
13.6200,1.793706,4.372307,1.220383,3.891167
13.6300,1.664356,4.073819,1.064956,3.813770
13.6400,1.646953,4.034109,0.623736,4.195234
13.6500,2.021090,4.043729,0.425829,3.435446
13.6600,1.974145,3.414881,0.404513,3.253066
13.6700,2.148840,3.268054,0.387985,2.975126
13.6800,2.003870,3.307632,0.381206,3.191710
13.6900,2.347958,2.981431,0.347637,3.794729
13.7000,2.490551,3.047751,0.413574,3.947978
13.7100,2.543837,3.147218,0.519098,4.086631
13.7200,2.589392,2.937457,0.543924,4.370254
13.7300,2.711829,2.982940,0.571882,4.919616
13.7400,2.700245,3.143587,0.599346,4.147948
13.7500,2.907625,2.871943,0.422049,4.697295
13.7600,3.213018,3.165228,0.393396,5.384413
13.7700,2.893003,2.917225,0.516917,4.646731
13.7800,2.523491,2.544739,0.607158,3.990323
13.7900,1.923198,2.521581,0.641515,3.741143
13.8000,1.448044,2.470083,0.628066,3.664013
13.8100,1.383286,2.462105,0.598022,3.434230
13.8200,1.401632,2.576134,0.599453,2.816134
13.8300,1.388283,2.728307,0.602728,2.334903
13.8400,1.376535,2.585033,0.638394,2.158071
13.8500,1.269226,2.529096,1.001403,1.544903
13.8600,0.818344,2.338990,1.348483,1.023719
13.8700,0.664584,2.016809,1.572150,1.205728
13.8800,0.575446,1.733699,1.800743,1.050327
13.8900,0.655582,1.530021,1.556077,1.209181
13.9000,0.709784,1.444918,1.822181,1.174078
13.9100,0.619104,1.652497,2.131810,1.162470
13.9200,0.628776,2.118895,2.219666,1.165889
13.9300,0.620021,1.605721,2.344182,1.172257
13.9400,0.570067,1.104800,1.880037,1.115857
13.9500,0.540603,0.858907,1.681550,0.978553
13.9600,0.610450,0.822644,1.579465,0.960280
13.9700,0.658574,0.730572,1.654206,0.977977
13.9800,0.647830,0.654805,1.709980,1.180124
13.9900,0.644782,0.627189,0.870559,1.203378
14.0000,0.626561,0.586381,0.402188,1.426682
14.0100,0.737675,0.518074,0.358333,1.897365
14.0200,0.877101,0.357154,0.304868,1.991772
14.0300,0.995007,0.374211,0.290799,2.069430
14.0400,1.042591,0.412648,0.323251,2.456410
14.0500,1.160144,0.477895,0.347018,2.994444
14.0600,1.151509,0.537951,0.321812,3.550624
14.0700,1.530121,0.656717,0.275687,3.631876
14.0800,1.549573,0.797401,0.257834,3.389862
14.0900,1.727877,0.807896,0.255952,3.514902
14.1000,2.056085,0.870936,0.315254,3.462913
14.1100,2.207462,0.934926,0.322566,3.841006
14.1200,2.459084,0.946179,0.349620,3.927214
14.1300,2.667819,0.918544,0.328084,4.060648
14.1400,3.003350,0.780245,0.275114,3.841578
14.1500,3.253219,0.830356,0.207465,3.753282
14.1600,3.548651,0.813578,0.181883,3.665896
14.1700,3.623779,0.787118,0.194879,3.824926
14.1800,4.334937,0.719640,0.181806,4.688574
14.1900,5.117840,0.733229,0.139090,5.431730
14.2000,6.000693,0.746984,0.085113,5.682701
14.2100,6.696658,0.872536,0.075817,5.366284
14.2200,7.493506,0.954916,0.070290,5.965940
14.2300,8.344478,1.042750,0.080431,6.213201
14.2400,9.278271,1.845489,0.090112,7.423632
14.2500,10.858596,2.231167,0.129026,8.829320
14.2600,12.803754,2.322650,0.255322,9.142741
14.2700,14.083844,2.433287,0.527989,10.128579
14.2800,14.984730,2.552819,0.866365,10.672676
14.2900,15.492170,2.684629,2.324215,11.367831
14.3000,14.677003,2.702989,6.764976,14.328517
14.3100,14.502834,2.661522,8.933374,15.366798
14.3200,14.061295,3.417572,10.321203,16.020794
14.3300,13.745444,3.563073,10.981474,15.615363
14.3400,13.995541,3.937043,11.337399,16.074221
14.3500,15.722982,4.516250,11.642736,17.055608
14.3600,18.681446,5.638994,11.730193,18.950536
14.3700,24.193955,6.196207,11.778116,18.962119
14.3800,28.952292,6.571059,12.070199,19.872647
14.3900,24.083028,8.663546,12.783455,24.911872
14.4000,23.911285,8.103289,11.974418,27.130000
14.4100,25.119789,8.062364,9.825483,22.965626
14.4200,23.843667,7.326313,10.450741,22.151271
14.4300,26.393166,7.902227,10.519417,22.564453
14.4400,23.273159,7.590318,11.658399,21.882342
14.4500,22.609115,7.941195,10.534347,21.619010
14.4600,22.525123,8.463389,10.457251,20.942609
14.4700,21.510478,8.708401,10.156084,19.464344
14.4800,21.874108,8.867934,9.972745,16.430078
14.4900,22.269156,6.608041,9.969665,12.529766
14.5000,21.846284,7.103141,9.882127,9.950260
14.5100,20.890235,7.479823,9.416236,9.351297
14.5200,20.542912,8.202174,7.642512,8.861318
14.5300,20.035824,7.639115,7.169054,8.027312
14.5400,20.407376,7.628021,5.003644,8.406379
14.5500,19.341932,7.727048,5.110933,8.429867
14.5600,18.766287,7.109671,5.011834,7.429731
14.5700,18.594126,7.044166,5.412740,7.574938
14.5800,18.111109,6.991245,5.491724,7.914141
14.5900,17.569596,6.987693,6.165294,8.127756
14.6000,17.405777,7.731345,6.284973,8.151035
14.6100,18.261439,7.769004,7.223743,8.480645
14.6200,12.572162,8.831175,10.091455,9.164740
14.6300,8.310144,8.821716,10.838990,9.015428
14.6400,5.767850,8.570768,12.155016,8.293695
14.6500,5.188823,7.518271,12.494563,7.867814
14.6600,4.325566,6.940909,12.166334,8.581830
14.6700,4.508060,6.437988,13.985061,8.268030
14.6800,4.049123,6.614974,17.192678,8.497190
14.6900,3.941147,6.482255,16.306445,8.751410
14.7000,3.961929,6.176014,16.309697,10.550002
14.7100,3.876692,6.087012,16.684517,10.662540
14.7200,4.154146,5.125343,17.291227,9.656231
14.7300,4.584729,5.088533,16.981273,9.529175
14.7400,6.615572,5.005454,16.575022,10.996090
14.7500,7.986180,5.456792,18.014985,12.763200
14.7600,12.068644,5.508646,20.233534,12.843699
14.7700,13.733059,5.472515,19.275679,12.927537
14.7800,15.960659,5.084141,15.603030,13.265036
14.7900,15.086594,5.409816,17.147825,13.348806
14.8000,17.297825,5.437922,15.019129,13.803861
14.8100,13.010361,5.315008,12.733826,13.753384
14.8200,8.177187,5.116207,12.110976,13.776078
14.8300,6.002121,4.951758,11.637084,12.203923
14.8400,5.006943,4.872091,9.385642,10.977610
14.8500,2.801014,4.532304,6.572055,7.861458
14.8600,1.099028,3.842117,6.394094,5.871574
14.8700,0.941118,2.997371,6.350098,4.366950
14.8800,1.002461,2.460652,6.374198,3.652136
14.8900,1.582620,1.916792,5.652444,2.618535
14.9000,1.978411,0.722773,4.818860,2.141615
14.9100,12.931834,1.316725,3.530869,2.356742
14.9200,16.552169,1.972200,3.078476,2.567346
14.9300,19.624628,2.412404,2.769401,2.580879
14.9400,22.047136,2.393400,2.464656,2.432363
14.9500,22.643056,2.412726,2.345256,2.365732
14.9600,24.624923,2.435020,2.081072,2.290324
14.9700,26.380775,2.448098,1.985002,2.284936
14.9800,26.864826,2.463977,1.863711,2.222192
14.9900,27.625151,2.482766,1.688197,2.340824
15.0000,32.178747,3.596640,1.688197,2.404830
15.0100,28.013062,6.358656,1.691843,2.109017
15.0200,24.974623,5.393985,1.795070,1.561955
15.0300,20.325611,3.078690,1.631993,1.112877
15.0400,11.859077,4.286081,1.657857,1.116699
15.0500,7.063434,4.768294,1.621614,1.076595
15.0600,5.195921,4.547740,1.654891,1.231580
15.0700,3.549127,5.414451,1.901103,1.443647
15.0800,3.046925,5.595241,1.996595,1.854102
15.0900,2.970020,6.238273,3.235965,2.076361
15.1000,2.979459,6.627226,3.945448,2.341684
15.1100,2.809497,6.830526,4.660126,2.570219
15.1200,2.989100,7.295074,5.064590,2.906502
15.1300,3.171683,8.232665,5.292016,3.293353
15.1400,4.330236,8.049474,6.259606,4.229794
15.1500,6.940881,8.103944,7.266348,6.063317
15.1600,8.630740,8.227125,9.904087,6.677618
15.1700,14.992303,7.026199,8.246192,8.003047
15.1800,10.568881,6.151630,4.459387,7.009968
15.1900,6.337137,5.726580,2.651094,7.181501
15.2000,3.808177,4.648068,2.293988,6.622663
15.2100,3.062906,4.257159,1.958564,3.933561
15.2200,2.653528,3.690978,1.704850,3.350881
15.2300,2.181130,3.108192,1.462311,2.391588
15.2400,2.048665,2.999397,1.038595,2.037702
15.2500,1.320275,2.531423,0.935807,1.217548
15.2600,1.291882,1.917059,0.812159,1.071093
15.2700,1.257653,1.539837,0.837683,0.925056
15.2800,1.369771,1.562259,1.016986,0.896968
15.2900,1.324259,1.675686,1.048436,1.433604
15.3000,1.341031,1.849920,0.855565,1.426498
15.3100,1.315121,1.874325,0.785093,1.510402
15.3200,1.325315,1.897443,0.707804,1.520734
15.3300,1.325315,1.929164,0.639326,1.615725
15.3400,1.340949,1.932696,0.711567,1.617242
15.3500,1.373131,2.095425,0.734768,1.836994
15.3600,1.292513,2.035094,0.717082,2.165470
15.3700,1.302461,1.977310,0.583464,2.249031
15.3800,1.225147,1.805640,0.468338,2.173599
15.3900,1.320222,1.461307,0.481136,1.220937
15.4000,1.497840,1.121039,0.555157,1.114556
15.4100,1.563365,1.695736,0.592591,1.032013
15.4200,1.590448,1.470910,0.571008,0.999870
15.4300,1.616599,1.486644,0.544682,0.789389
15.4400,1.494314,1.464539,0.269856,0.768640
15.4500,1.202062,1.171427,0.220764,0.796769
15.4600,1.095817,0.898072,0.227390,0.647278
15.4700,0.951461,0.792167,0.255511,0.552371
15.4800,0.856664,0.605241,0.277007,0.504104
15.4900,0.815195,0.527283,0.263973,0.440460
15.5000,0.595307,0.396375,0.215990,0.565205
15.5100,0.504294,0.264722,0.221377,0.568300
15.5200,0.486042,0.252679,0.227747,0.845631
15.5300,0.455399,0.210761,0.228593,0.884623
15.5400,0.405942,0.171708,0.252359,0.872666
15.5500,0.426042,0.127393,0.262306,0.866321
15.5600,0.485844,0.123446,0.243273,0.909802
15.5700,0.565116,0.126997,0.198747,0.998164
15.5800,0.561344,0.135449,0.173224,1.078385
15.5900,0.559337,0.136498,0.163323,1.309545
15.6000,0.591457,0.157734,0.190272,1.313364
15.6100,0.702784,0.167184,0.195632,1.318773
15.6200,0.748473,0.152873,0.178809,0.782529
15.6300,0.850535,0.187677,0.175730,0.659716
15.6400,0.953398,0.272924,0.167844,0.660689
15.6500,0.944398,0.321488,0.148300,0.902178
15.6600,0.934997,0.241362,0.154097,1.070208
15.6700,1.060828,0.218501,0.184609,1.136027
15.6800,1.291249,0.201850,0.207565,1.123644
15.6900,1.810757,0.202356,0.212071,1.250917
15.7000,1.933592,0.186445,0.215868,1.360610
15.7100,2.013399,0.178547,0.186662,1.866902
15.7200,2.995738,0.172643,0.207448,1.796869
15.7300,3.378768,0.152544,0.203449,1.645599
15.7400,3.473279,0.136400,0.185290,1.589397
15.7500,3.178898,0.146769,0.206169,1.346731
15.7600,2.638216,0.179217,0.261505,1.321379
15.7700,2.524954,0.199595,0.340975,1.397383
15.7800,2.201026,0.205054,0.348957,1.368640
15.7900,1.791533,0.198906,0.359812,1.434957
15.8000,1.550312,0.217558,0.410529,1.570041
15.8100,1.525047,0.240379,0.435321,1.555839
15.8200,1.361785,0.239792,0.449455,1.647018
15.8300,1.100992,0.240519,0.502522,1.700621
15.8400,0.975644,0.253755,0.647288,1.821901
15.8500,0.742445,0.261699,0.734559,2.100245
15.8600,0.692976,0.267541,0.755669,2.076689
15.8700,0.663340,0.245597,0.761018,1.973695
15.8800,0.600069,0.219250,0.820079,1.979620
15.8900,0.649351,0.212125,0.762610,1.820026
15.9000,0.669713,0.191485,0.768531,1.607632
15.9100,0.601831,0.173292,0.738997,1.365816
15.9200,0.538524,0.166959,0.732551,1.231835
15.9300,0.480825,0.165155,0.740316,1.297948
15.9400,0.411652,0.151049,0.739889,1.674145
15.9500,0.429804,0.118123,0.722534,1.536169
15.9600,0.477942,0.115712,0.628549,1.554178
15.9700,0.479975,0.108060,0.541051,1.639267
15.9800,0.521545,0.116922,0.550565,1.689235
15.9900,0.510651,0.111511,0.591561,1.641220
16.0000,0.527816,0.121613,0.654839,1.726702
16.0100,0.534460,0.121940,0.836354,1.861304
16.0200,2.176585,0.121893,0.866258,1.914613
16.0300,3.611059,0.127480,0.814584,1.900405
16.0400,4.231016,0.133872,0.765705,1.092908
16.0500,5.400491,0.165894,0.661021,1.608965
16.0600,5.970797,0.168977,0.718670,2.199566
16.0700,6.182726,0.192005,0.924770,2.159690
16.0800,5.894590,0.196493,0.880465,2.181251
16.0900,6.061306,0.226292,0.861094,2.690732
16.1000,5.942893,0.234596,0.793207,2.544193
16.1100,5.990247,0.233387,0.666855,3.197850
16.1200,4.687089,0.293397,0.654048,3.185413
16.1300,3.267625,0.286444,0.634762,3.187573
16.1400,2.863862,0.251482,0.640723,2.911355
16.1500,2.071845,0.246199,0.684614,2.741365
16.1600,1.263091,0.245104,0.569947,2.503467
16.1700,0.872452,0.259590,0.484408,2.536694
16.1800,0.794293,0.278434,0.582004,2.458557
16.1900,0.772405,0.283036,0.623459,2.491144
16.2000,0.798325,0.284798,0.688784,2.657759
16.2100,0.804930,0.271799,0.621740,1.945837
16.2200,0.900444,0.214457,0.587929,1.869666
16.2300,0.964087,0.214307,0.615904,1.848892
16.2400,0.904500,0.293054,0.622416,2.293884
16.2500,1.276424,0.280849,0.689347,2.142186
16.2600,1.541409,0.264240,0.775515,2.008538
16.2700,1.320077,0.252790,0.771906,1.940816
16.2800,1.265762,0.236175,0.796425,1.963552
16.2900,1.287640,0.228989,0.822030,1.904719
16.3000,1.290648,0.186108,0.624957,1.937501
16.3100,1.274219,0.208815,0.627266,2.104889
16.3200,1.182314,0.233982,0.652982,2.260771
16.3300,1.166170,0.227014,0.660945,2.290057
16.3400,0.999693,0.167049,0.671161,2.027099
16.3500,0.714059,0.184549,0.683720,2.177845
16.3600,0.687120,0.192793,0.702722,2.526689
16.3700,0.759803,0.198867,0.684518,2.158654
16.3800,0.733198,0.210307,0.554517,2.262242
16.3900,0.673718,0.240237,0.481754,2.359438
16.4000,0.767547,0.252864,0.627370,2.265388
16.4100,0.816497,0.275121,0.682889,2.235590
16.4200,0.829249,0.262289,0.626145,2.401090
16.4300,0.821744,0.302376,0.524509,2.527021
16.4400,0.918332,0.337214,0.480977,2.486202
16.4500,0.923252,0.327355,0.477792,2.317614
16.4600,0.877840,0.401855,0.412909,2.154981
16.4700,0.879044,0.422495,0.394795,2.722881
16.4800,0.982442,0.425774,0.414626,2.889603
16.4900,1.048546,0.397816,0.410378,2.900257
16.5000,0.976588,0.458736,0.400087,3.231590
16.5100,0.934303,0.445907,0.409126,3.746790
16.5200,0.875733,0.508874,0.463302,3.712510
16.5300,0.957122,0.445655,0.566691,3.241728
16.5400,0.915276,0.435934,0.709412,3.305087
16.5500,0.835030,0.438557,0.783136,3.141218
16.5600,0.920365,0.464086,0.881975,3.379374
16.5700,1.176268,0.478844,0.713004,3.307983
16.5800,1.195291,0.464055,0.587067,3.243308
16.5900,1.107793,0.407427,0.635010,3.283029
16.6000,1.111437,0.353204,0.680172,2.883565
16.6100,1.133815,0.331102,0.685065,2.678893
16.6200,1.247735,0.261774,0.676942,2.461842
16.6300,1.230515,0.234235,0.667794,2.689372
16.6400,1.242063,0.227869,0.581854,2.700674
16.6500,1.333384,0.234097,0.522030,2.840531
16.6600,1.384074,0.233738,0.520257,2.789073
16.6700,1.034602,0.197433,0.684871,2.921292
16.6800,1.050254,0.191487,1.041776,2.745407
