Time (s),RA/ES,IL/GMax,RF/BF,TAIO/MF
5.5300,1.259738,6.178376,1.640775,3.604551
5.5400,1.140126,6.282687,1.451849,3.615607
5.5500,1.057280,5.090474,1.406831,3.473436
5.5600,1.075275,5.791320,1.381252,2.171211
5.5700,1.018898,5.427416,1.534724,1.793010
5.5800,1.025281,5.451882,1.425588,1.621166
5.5900,1.017768,4.551747,1.517043,1.753000
5.6000,1.069697,5.047550,1.277554,2.249104
5.6100,1.062320,5.409422,1.077293,2.522907
5.6200,1.032033,5.284809,0.726621,2.600092
5.6300,1.031032,5.235294,0.728010,2.805962
5.6400,1.113458,5.795367,0.760485,2.798613
5.6500,1.156185,6.560985,0.774256,2.564459
5.6600,0.991526,6.591032,0.742494,2.734232
5.6700,0.940179,7.655362,0.730243,3.308358
5.6800,0.927160,7.959552,0.815962,3.669608
5.6900,0.930050,8.777326,0.638436,3.653836
5.7000,0.905472,9.002385,0.551491,3.306014
5.7100,0.903579,8.846146,0.552091,3.231019
5.7200,0.875408,9.306312,0.615306,3.214467
5.7300,0.933184,9.383843,0.658516,3.066183
5.7400,0.907038,9.227445,0.664423,3.240728
5.7500,0.968513,8.710708,0.370219,3.456896
5.7600,0.955307,8.849272,0.324333,3.451589
5.7700,0.997347,8.083547,0.307848,2.734194
5.7800,1.021973,8.013308,0.395158,2.456232
5.7900,1.076589,8.638646,0.432025,2.993710
5.8000,1.108982,7.843329,0.442560,2.793342
5.8100,1.146215,8.349494,0.438931,2.434532
5.8200,1.195063,7.431834,0.438039,2.264082
5.8300,1.315824,6.629803,0.416514,2.200305
5.8400,1.315732,4.594891,0.384295,2.080167
5.8500,1.268393,4.220018,0.427217,2.231249
5.8600,1.368262,3.884640,0.476395,2.223936
5.8700,1.328328,3.609078,0.510659,2.076997
5.8800,1.251396,3.642695,0.469796,2.069085
5.8900,1.257331,3.472293,0.411145,1.729950
5.9000,1.267874,3.738706,0.401330,1.673704
5.9100,1.281256,4.016036,0.408884,1.871329
5.9200,1.255929,3.789667,0.432703,2.263142
5.9300,1.190133,4.926431,0.408884,3.293308
5.9400,1.219335,5.519484,0.355599,3.304493
5.9500,1.325206,5.410886,0.373325,3.162274
5.9600,1.325206,6.591032,0.364497,3.962960
5.9700,1.752217,6.802283,0.366085,4.372107
5.9800,1.969188,6.716178,0.332134,3.979917
5.9900,1.850562,6.392507,0.362115,3.931404
6.0000,1.855943,5.678428,0.421726,3.867950
6.0100,1.961703,5.490330,0.434015,4.031900
6.0200,2.050834,5.707698,0.434662,3.979108
6.0300,2.058814,5.054229,0.477601,3.318873
6.0400,2.077810,4.060076,0.636245,3.356759
6.0500,2.112465,4.010390,0.751248,3.370697
6.0600,1.863954,3.725154,0.862856,3.120111
6.0700,1.492751,3.756888,0.746899,3.193091
6.0800,1.504286,3.652530,0.683936,3.387044
6.0900,1.600274,3.549017,0.640492,2.985316
6.1000,1.670187,3.556092,0.539620,2.608285
6.1100,1.473754,3.297781,0.509492,2.289355
6.1200,1.323737,3.583166,0.510408,2.220320
6.1300,1.255400,3.383397,0.522163,2.393316
6.1400,1.109085,3.877681,0.532960,2.355197
6.1500,1.153121,3.998560,0.522163,2.282371
6.1600,1.499328,3.511997,0.567943,1.911350
6.1700,1.838503,3.446844,0.788248,1.702617
6.1800,1.804445,3.620337,1.104939,1.706471
6.1900,1.890592,3.822799,1.388944,1.995896
6.2000,1.771467,4.109432,1.591526,2.364153
6.2100,2.045402,3.898996,1.666947,3.026748
6.2200,2.252512,2.753351,1.912748,3.018535
6.2300,2.252512,2.773065,2.046473,2.604036
6.2400,2.185416,2.748807,2.019656,2.590022
6.2500,1.697151,2.462152,2.047930,2.561843
6.2600,1.562897,2.177677,2.061791,2.786488
6.2700,1.617102,1.920906,1.896061,3.150296
6.2800,1.655931,1.763944,2.308803,3.104327
6.2900,1.650722,1.905575,2.264264,2.975760
6.3000,1.790747,1.871728,2.237750,3.112864
6.3100,2.460954,2.318114,2.119226,3.486610
6.3200,2.646994,2.654741,2.256188,3.991980
6.3300,2.886990,3.029388,2.313307,4.232337
6.3400,2.956869,3.016665,2.704866,4.369787
6.3500,3.623366,3.684434,3.347411,5.032437
6.3600,3.645627,3.870216,3.611785,5.455792
6.3700,2.531060,4.274902,3.741104,4.386665
6.3800,1.678421,4.750128,4.109426,3.966178
6.3900,1.675791,4.461203,4.057468,3.691754
6.4000,1.704742,4.366689,4.026243,3.690502
6.4100,1.471093,4.743590,3.849088,3.752566
6.4200,1.449865,4.907323,3.847841,3.641208
6.4300,1.318331,4.778990,3.574254,3.540721
6.4400,1.401885,4.729920,3.456151,3.360680
6.4500,1.315306,4.635017,2.999688,3.036135
6.4600,1.325975,4.699559,2.622734,2.697557
6.4700,1.375708,5.130460,2.443443,2.463694
6.4800,1.910304,5.240901,1.886057,2.479889
6.4900,1.931060,5.528713,2.280250,2.383994
6.5000,1.903594,5.935492,2.374683,2.451462
6.5100,2.088893,5.231787,2.552702,1.984657
6.5200,2.151379,4.941426,2.541695,1.844660
6.5300,2.407064,5.647538,2.896687,1.774800
6.5400,2.275352,6.214956,3.029629,1.936418
6.5500,2.476962,6.386123,3.066226,2.006505
6.5600,2.687657,6.386840,3.019506,2.199978
6.5700,2.739542,6.631096,3.267337,2.731965
6.5800,2.853781,7.016217,3.345619,3.183079
6.5900,3.112951,7.414233,2.917596,3.475587
6.6000,3.030755,8.002146,2.761279,2.863226
6.6100,2.564485,8.378718,2.593955,2.788041
6.6200,2.763477,8.517641,2.442920,2.791890
6.6300,2.602371,8.475499,2.438079,3.050742
6.6400,2.829719,7.769951,2.524218,3.047894
6.6500,2.593205,7.772044,2.437127,3.189892
6.6600,2.452263,8.094764,2.592949,3.189892
6.6700,2.521081,7.436623,2.666404,3.124538
6.6800,2.350628,6.571321,2.527148,2.567535
6.6900,2.182352,5.945684,2.069775,2.442584
6.7000,2.255043,5.464252,1.929368,2.863947
6.7100,2.699131,5.181565,2.076631,2.925577
6.7200,2.466113,5.231560,2.471583,3.266225
6.7300,2.727006,5.644121,2.469242,3.016949
6.7400,2.916199,6.861052,2.462831,3.196277
6.7500,2.791506,6.898259,2.486780,3.229557
6.7600,3.003350,7.076917,2.418228,3.052542
6.7700,2.806977,7.234627,2.273084,3.383737
6.7800,3.299490,7.778575,2.182620,3.873217
6.7900,4.193253,8.355964,2.487040,4.038072
6.8000,5.073351,7.864111,2.663130,4.518359
6.8100,4.458097,7.551936,2.519634,4.517535
6.8200,3.237713,8.670617,2.081102,3.606742
6.8300,3.036133,9.468161,2.048457,3.678564
6.8400,2.878896,8.815506,1.992154,3.595120
6.8500,2.894324,8.815506,2.154618,3.630493
6.8600,2.709243,8.728664,2.194656,3.803895
6.8700,2.876780,8.281041,2.452779,3.661778
6.8800,2.534076,6.788763,2.904792,3.404216
6.8900,2.308009,6.383369,2.328547,3.576841
6.9000,2.234671,6.716576,2.284311,3.713908
6.9100,2.268341,6.920584,2.223025,3.598101
6.9200,3.681910,6.105282,2.225988,4.546317
6.9300,3.944826,5.491612,2.245993,4.337887
6.9400,3.683520,5.446128,2.240604,3.648005
6.9500,2.433518,4.613723,1.838037,2.983226
6.9600,2.090822,4.101650,1.769961,2.922068
6.9700,1.931667,4.221943,1.906498,2.936777
6.9800,1.891448,5.291541,1.767477,3.045153
6.9900,1.796516,5.449416,0.455079,2.819936
7.0000,1.797636,5.151990,0.326716,2.455309
7.0100,2.050113,5.195581,0.328957,2.447068
7.0200,2.187222,5.045136,0.350039,2.191298
7.0300,2.338638,4.715584,0.359576,2.049734
7.0400,2.547867,4.785968,0.359576,2.688279
7.0500,3.891409,5.846509,0.321646,4.815500
7.0600,5.692906,7.080290,0.266896,5.464901
7.0700,6.138889,6.164888,0.247655,4.618585
7.0800,6.230449,4.967991,0.236189,4.110216
7.0900,6.016176,4.246067,0.291317,3.924549
7.1000,5.182687,4.641685,0.349327,3.685402
7.1100,3.513080,4.215416,0.347247,3.420419
7.1200,3.172067,4.037825,0.222397,3.130505
7.1300,2.899323,3.910679,0.209819,3.079678
7.1400,2.627128,2.623918,0.243681,2.900698
7.1500,2.009478,2.416712,0.232037,2.437490
7.1600,1.696650,2.155592,0.242549,2.163542
7.1700,1.564713,2.150497,0.250154,2.121677
7.1800,1.407820,1.986063,0.244589,2.116405
7.1900,1.668267,1.910370,0.244564,1.883413
7.2000,2.206245,1.587121,0.256118,1.621268
7.2100,2.446822,1.624155,0.272308,1.839816
7.2200,2.492936,1.679708,0.315272,2.045596
7.2300,2.458226,1.579614,0.319927,2.268138
7.2400,2.155267,1.948808,0.320644,3.998930
7.2500,2.127260,2.131464,0.330019,4.322268
7.2600,2.177770,2.248940,0.343246,5.023870
7.2700,2.607360,2.672364,0.338262,5.531861
7.2800,2.897883,3.343850,0.344594,6.170512
7.2900,3.236004,4.338763,0.377400,6.694104
7.3000,3.167395,5.336809,0.378052,8.786092
7.3100,4.098834,6.984663,0.398414,15.710179
7.3200,4.891959,6.565682,0.451311,21.503465
7.3300,5.570402,6.754731,0.550437,27.254962
7.3400,10.994405,6.952185,0.571617,34.808271
7.3500,11.506076,6.151630,0.728494,21.580386
7.3600,10.276060,6.057280,0.819870,17.484838
7.3700,7.958115,5.774230,0.884294,16.025039
7.3800,7.561357,5.268032,0.868375,14.873663
7.3900,6.547594,3.700590,0.762815,13.673823
7.4000,6.337651,2.429043,0.735559,12.775763
7.4100,5.245454,1.232370,0.576315,8.604328
7.4200,4.307675,0.950063,0.559846,4.436624
7.4300,3.667407,1.036989,0.556686,3.200933
7.4400,3.365061,1.435057,0.536471,3.917965
7.4500,2.888247,1.661534,0.518022,4.139237
7.4600,3.248386,1.789116,0.501601,4.559887
7.4700,4.778056,1.993840,0.461355,5.364045
7.4800,4.994242,2.919067,0.466264,6.377429
7.4900,4.962912,3.310844,0.357119,8.831949
7.5000,4.959074,3.723933,0.322879,10.427824
7.5100,5.345514,4.207715,0.295829,12.283646
7.5200,5.539783,4.014995,0.288852,14.739414
7.5300,6.017519,4.010390,0.253933,16.587024
7.5400,6.462125,3.850550,0.202305,13.987673
7.5500,6.739124,3.163696,0.213171,10.634772
7.5600,7.238921,3.047069,0.209163,10.320125
7.5700,7.945225,2.837095,0.182590,10.596520
7.5800,7.835525,2.114171,0.177984,9.859240
7.5900,8.115472,1.853703,0.189797,8.207480
7.6000,8.274535,1.760807,0.186747,7.105194
7.6100,8.520740,1.978669,0.154274,7.459724
7.6200,8.254566,2.091773,0.134668,7.574157
7.6300,8.563503,2.176474,0.147520,8.296246
7.6400,7.852696,2.113051,0.168036,8.413909
7.6500,7.680123,2.772670,0.152587,9.794266
7.6600,7.295890,2.827326,0.145016,9.983752
7.6700,6.282537,2.871281,0.146986,7.978458
7.6800,6.117718,2.882336,0.143576,7.569694
7.6900,6.393249,2.773195,0.130891,8.837310
7.7000,6.616166,2.921227,0.131345,9.768212
7.7100,6.777011,2.781938,0.142603,9.787039
7.7200,6.720305,2.798702,0.155401,9.796176
7.7300,6.300821,2.525000,0.142254,8.250214
7.7400,7.131832,2.737589,0.111277,9.883610
7.7500,7.006709,2.768234,0.077537,10.045932
7.7600,7.095911,2.811696,0.097939,10.453749
7.7700,6.972994,3.088729,0.114168,11.858529
7.7800,7.129051,3.127470,0.118231,12.694928
7.7900,6.592244,3.105513,0.122218,9.985081
7.8000,6.383185,2.883577,0.118261,9.373208
7.8100,6.541970,2.871306,0.115418,9.645820
7.8200,6.609777,2.908651,0.113953,9.820866
7.8300,7.032731,3.269152,0.114052,10.531503
7.8400,7.624701,3.271549,0.114627,9.644459
7.8500,7.533326,3.417572,0.133845,9.726817
7.8600,6.930807,3.546799,0.117322,9.378402
7.8700,7.020438,3.535750,0.079820,9.168829
7.8800,7.351717,3.467282,0.060559,9.328269
7.8900,7.121480,3.609474,0.065390,9.677103
7.9000,6.551057,4.613723,0.065935,10.749328
7.9100,6.065894,5.292900,0.058299,10.318690
7.9200,5.558337,5.374749,0.060630,9.964577
7.9300,4.566554,3.690978,0.077981,9.486823
7.9400,3.978664,2.743144,0.120044,8.927835
7.9500,3.824033,2.336788,0.114282,8.569763
7.9600,3.567316,2.063139,0.124859,7.821425
7.9700,2.846925,1.758666,0.125585,7.163519
7.9800,2.294537,1.597356,0.133834,6.350051
7.9900,2.121668,1.422482,0.138526,6.328916
8.0000,2.153335,1.091947,0.139692,5.514050
8.0100,2.186262,1.140560,0.170635,5.147106
8.0200,2.301627,1.418071,0.180025,5.214806
8.0300,2.517311,1.547969,0.171743,4.920185
8.0400,3.150052,1.870632,0.126811,5.103472
8.0500,3.475305,2.047427,0.155599,5.180518
8.0600,3.688274,2.946934,0.146800,7.048309
8.0700,4.111789,5.239705,0.131032,8.765825
8.0800,5.435410,7.957000,0.123069,10.651115
8.0900,8.055860,8.890677,0.117730,11.166781
8.1000,8.219694,9.033862,0.115508,12.380487
8.1100,8.446921,8.788043,0.120185,13.107748
8.1200,8.866272,8.474184,0.104851,12.319220
8.1300,9.196162,7.825808,0.086599,12.161300
8.1400,7.630661,7.012858,0.082208,9.926792
8.1500,7.401464,6.683663,0.079212,8.684092
8.1600,7.848256,5.863273,0.080438,8.163661
8.1700,7.490852,4.904856,0.097965,7.680394
8.1800,7.151405,4.644143,0.129050,7.521874
8.1900,4.307930,3.225038,0.147153,6.466083
8.2000,3.311752,1.976178,0.153137,4.455932
8.2100,2.467970,1.564503,0.139276,1.700687
8.2200,1.651031,1.395610,0.160781,1.104630
8.2300,1.730941,1.468003,0.183057,1.132436
8.2400,1.856466,1.541251,0.187577,2.204009
8.2500,1.790932,1.677405,0.173844,2.749023
8.2600,1.815624,1.776370,0.180736,3.032010
8.2700,1.893595,1.679459,0.187125,3.122746
8.2800,1.973056,1.833308,0.225495,3.153996
8.2900,1.932290,2.163788,0.251236,3.563900
8.3000,2.109766,2.547345,0.263694,4.981243
8.3100,2.762205,3.198291,0.419862,5.859508
8.3200,3.802771,3.501001,0.616288,6.824704
8.3300,4.653839,3.928949,1.053255,7.544774
8.3400,5.055403,4.445514,1.173196,7.191079
8.3500,5.167907,3.935358,1.650605,6.704630
8.3600,5.246654,3.863747,2.011733,5.952516
8.3700,5.445780,3.900873,2.126689,6.226602
8.3800,5.762297,4.020239,2.438506,6.329311
8.3900,6.074357,3.931523,2.536959,6.669524
8.4000,6.612624,3.903919,2.620415,5.844561
8.4100,6.314903,3.868429,3.184241,5.034906
8.4200,6.161503,3.813747,3.494175,5.094775
8.4300,5.301832,3.592814,3.744334,4.837208
8.4400,4.600702,3.126195,4.220492,4.770363
8.4500,4.499490,3.220647,3.792713,4.772783
8.4600,4.313321,3.192197,4.119523,5.533980
8.4700,4.135209,3.973091,4.170839,5.033476
8.4800,4.852728,3.738298,4.523093,5.129912
8.4900,5.210294,3.774864,4.501858,4.038774
8.5000,4.588570,3.654690,4.672131,3.583526
8.5100,5.360908,3.664912,4.461038,5.326618
8.5200,5.385396,4.776252,4.090103,6.815024
8.5300,5.443863,4.898455,4.084347,7.095018
8.5400,5.191766,4.852185,4.383090,6.897711
8.5500,5.178112,4.532864,6.413261,5.565603
8.5600,5.895505,4.480590,7.587401,5.862974
8.5700,6.308365,4.655666,8.175126,7.138599
8.5800,6.201722,5.126358,7.804236,7.421664
8.5900,7.245914,5.813824,8.343961,7.799906
8.6000,8.464185,6.523863,8.440983,7.802094
8.6100,9.720385,6.906075,9.117687,9.293214
8.6200,12.017777,6.406316,10.339195,9.184391
8.6300,12.294963,6.758957,10.613720,8.959777
8.6400,13.229544,6.598696,10.766374,9.106742
8.6500,13.347069,6.444565,9.506679,9.984384
8.6600,13.076154,6.136017,8.392749,8.337346
8.6700,12.349681,5.249391,9.138282,7.094961
8.6800,12.390282,5.158981,9.851124,7.081332
8.6900,11.744838,4.738418,8.864960,7.212776
8.7000,11.122130,4.354076,8.921677,7.333372
8.7100,10.613932,3.702370,9.016505,4.988512
8.7200,9.081275,3.801707,9.420741,5.143458
8.7300,8.202999,3.492459,11.016870,5.529130
8.7400,7.182772,3.181345,11.438914,5.405983
8.7500,6.920485,3.043745,12.197953,5.718085
8.7600,6.473112,3.428724,13.802149,8.095726
8.7700,6.800442,4.170562,14.537249,10.816187
8.7800,6.652606,4.047228,13.096314,11.005955
8.7900,5.787753,4.149485,14.293398,10.597622
8.8000,5.124637,4.442618,14.267251,10.341226
8.8100,4.732223,5.557281,13.945973,11.746919
8.8200,4.200126,7.212786,14.180852,17.281728
8.8300,4.216480,7.640972,9.937612,18.296016
8.8400,4.462178,8.329198,9.094662,18.692786
8.8500,4.252349,8.181119,9.583163,19.454398
8.8600,4.395223,6.347542,7.897166,15.178917
8.8700,4.277622,5.020816,7.127941,10.410037
8.8800,4.247860,4.403138,7.272232,9.809904
8.8900,4.223461,4.272630,8.757520,9.883331
8.9000,4.208813,4.155872,8.778623,9.763280
8.9100,3.685929,3.861857,8.716505,9.134371
8.9200,3.315930,3.081308,7.673621,6.063443
8.9300,3.358893,2.896479,7.706985,5.157746
8.9400,2.743735,2.518446,6.951398,4.757445
8.9500,2.735810,2.396340,6.300677,4.194587
8.9600,2.058773,2.201939,10.025469,3.442122
8.9700,1.898868,2.336577,12.876076,3.787375
8.9800,1.861562,2.412519,13.222240,3.326827
8.9900,1.919141,2.506220,12.569055,3.583006
9.0000,2.532436,2.737603,12.255058,2.633655
9.0100,2.841955,2.460652,12.497890,2.383389
9.0200,3.213017,2.313225,18.434331,2.437893
9.0300,3.436690,2.540064,19.661315,2.398842
9.0400,3.456740,2.735920,19.424432,2.506156
9.0500,3.345643,3.051260,19.455438,2.613946
9.0600,4.179920,2.979611,14.983994,2.654052
9.0700,4.561743,3.035344,4.905701,2.778284
9.0800,4.552781,2.846102,4.984675,2.806427
9.0900,4.692056,2.383757,4.786534,2.449552
9.1000,4.230593,2.089233,4.823419,2.836859
9.1100,3.537148,2.288406,5.042947,3.748386
9.1200,3.135801,2.685600,4.928276,4.310836
9.1300,2.901498,2.537547,4.324701,4.437385
9.1400,4.548638,2.471637,4.168387,4.350745
9.1500,6.453287,2.316473,4.077154,4.341689
9.1600,6.512813,2.376913,4.148771,4.514630
9.1700,7.469708,3.048002,3.571185,4.904453
9.1800,6.883362,3.312549,2.206048,5.280402
9.1900,5.942843,3.552010,1.967771,7.055182
9.2000,5.840000,3.884256,1.914006,6.952437
9.2100,6.395770,4.217332,2.017342,6.786454
9.2200,6.420348,4.149124,1.923262,6.861653
9.2300,6.323753,4.184390,1.843552,7.738271
9.2400,5.478905,4.164820,1.737850,8.882085
9.2500,4.100897,4.108707,1.788090,9.215771
9.2600,3.777674,4.013010,1.798079,8.615962
9.2700,2.297563,2.988502,1.891208,8.023036
9.2800,2.276681,2.694186,1.889439,7.412708
9.2900,2.436570,2.939769,1.762055,6.964533
9.3000,2.783618,3.381290,1.784972,8.882709
9.3100,2.984579,3.421564,1.633385,9.349333
9.3200,2.956422,3.060325,1.609414,9.007921
9.3300,2.889231,2.842741,1.688197,6.175059
9.3400,2.833188,2.575101,1.700255,4.792822
9.3500,2.933577,2.620594,1.652780,4.611191
9.3600,3.345504,3.190060,1.736431,5.314698
9.3700,3.426090,3.237515,1.688197,5.681063
9.3800,3.569466,3.139337,1.458935,6.613221
9.3900,3.630165,2.858257,1.590172,5.101111
9.4000,3.549718,2.484312,1.504227,4.317533
9.4100,3.916979,2.815153,1.413865,4.121098
9.4200,3.458914,2.847101,1.387843,4.098415
9.4300,3.063706,2.954438,1.320766,5.370766
9.4400,2.632221,3.050183,1.275963,5.890511
9.4500,2.404709,3.188833,1.205855,5.864023
9.4600,2.191634,2.768234,1.159476,5.445009
9.4700,2.033241,2.643538,1.259152,5.470836
9.4800,2.015406,3.027481,1.377486,5.228361
9.4900,1.950201,3.411210,1.171590,6.433593
9.5000,1.853838,4.243411,0.735182,7.227086
9.5100,1.497616,3.970401,0.724226,8.021946
9.5200,1.624408,3.536232,0.761929,8.457829
9.5300,2.132442,2.829436,0.768732,6.382840
9.5400,2.893778,2.750488,0.783445,5.097691
9.5500,3.743693,2.572252,0.782709,5.524893
9.5600,3.976518,2.732437,0.798334,6.312386
9.5700,4.073631,2.800897,0.758172,6.445246
9.5800,3.999359,2.574622,0.796789,6.342516
9.5900,3.985858,3.566283,0.763359,6.563558
9.6000,4.288761,3.435576,0.903963,6.389446
9.6100,3.779028,3.394237,0.806901,7.097418
9.6200,3.627878,3.792565,0.360586,7.710264
9.6300,3.389251,4.385517,0.336612,8.751110
9.6400,3.243325,4.687966,0.329223,10.511222
9.6500,2.829436,5.101884,0.327781,11.550207
9.6600,2.749984,5.473265,0.335665,10.835660
9.6700,2.944248,5.400223,0.339114,10.729145
9.6800,4.336023,5.311852,0.318991,10.343272
9.6900,5.317278,3.781443,0.324272,9.769687
9.7000,6.244896,3.867028,0.322743,10.254804
9.7100,7.833802,3.608695,0.335138,8.809193
9.7200,8.751250,2.956200,0.527316,8.104214
9.7300,9.059017,3.485271,0.555819,7.702797
9.7400,9.331364,3.937043,0.468361,8.657258
9.7500,8.371542,4.055054,0.465709,8.362792
9.7600,7.959066,3.375610,0.220804,8.538141
9.7700,7.939464,3.079330,0.183373,6.980142
9.7800,7.038746,3.032562,0.181806,5.468519
9.7900,6.277915,2.889402,0.181588,5.092192
9.8000,4.847429,2.943318,0.163996,5.102970
9.8100,3.640688,3.239422,0.147577,5.354090
9.8200,3.051235,3.400676,0.145012,5.882970
9.8300,2.806977,3.270617,0.150540,5.899984
9.8400,2.389452,2.754529,0.150304,4.584857
9.8500,2.340194,2.615193,0.152482,4.217756
9.8600,2.337057,2.996541,0.180330,4.150485
9.8700,2.513362,3.342972,0.184898,4.256908
9.8800,2.907844,3.582420,0.176436,5.277880
9.8900,3.030819,3.871655,0.172412,6.115473
9.9000,3.286978,3.684701,0.205095,5.755604
9.9100,3.466987,3.306501,0.245266,5.309498
9.9200,3.915582,3.284770,0.264375,4.705615
9.9300,3.910858,2.969227,0.246266,5.331595
9.9400,4.162114,2.994114,0.248413,6.717826
9.9500,4.280095,3.146166,0.251541,9.263978
9.9600,5.068153,2.800530,0.255372,10.724234
9.9700,4.754938,2.727324,0.290932,9.967574
9.9800,4.396582,2.683126,0.268619,8.058699
9.9900,4.182819,3.090324,0.201981,8.193165
10.0000,4.216630,3.354242,0.156406,7.757916
10.0100,4.228026,3.423382,0.149526,9.121945
10.0200,3.903756,3.556307,0.147268,9.117207
10.0300,3.773920,3.652983,0.159103,8.399791
10.0400,3.671079,4.041387,0.157889,7.964247
10.0500,3.589415,3.990870,0.151816,7.270789
10.0600,3.350100,4.403719,0.155460,7.060386
10.0700,3.535232,4.452404,0.160318,7.218235
10.0800,3.715758,4.297714,0.117085,7.885152
10.0900,3.798880,3.764001,0.134063,7.827692
10.1000,4.039832,3.684291,0.158690,9.463224
10.1100,3.990250,3.576477,0.149558,7.346206
10.1200,4.013131,3.594572,0.158623,6.772931
10.1300,4.201625,3.663016,0.151710,7.175930
10.1400,4.056305,3.475447,0.153991,7.671742
10.1500,3.972509,3.872833,0.155223,8.359935
10.1600,3.127973,4.005104,0.144399,7.408757
10.1700,3.162225,3.702962,0.142218,7.237792
10.1800,3.164668,3.454927,0.212926,7.085594
10.1900,3.108330,2.859144,0.214151,6.106064
10.2000,2.970640,2.426945,0.203530,4.984602
10.2100,2.980074,2.344164,0.213838,5.376949
10.2200,3.101709,2.323810,0.213073,5.376949
10.2300,3.070415,2.887421,0.213073,5.978675
10.2400,3.757191,2.984195,0.211434,5.962205
10.2500,6.167207,2.814759,0.201687,5.850758
10.2600,7.389082,2.471020,0.191518,5.776798
10.2700,6.643965,2.217663,0.181376,5.991678
10.2800,6.379115,2.306861,0.181376,5.979243
10.2900,6.379115,2.420964,0.174265,6.969486
10.3000,6.480589,2.820268,0.179624,7.753653
10.3100,6.480589,3.125660,0.184898,8.553693
10.3200,6.425199,3.168330,0.187577,8.683294
10.3300,6.425199,2.796957,0.189078,7.281778
10.3400,6.534147,2.689854,0.186519,6.768976
10.3500,5.339013,2.746607,0.198437,6.948457
10.3600,4.330484,2.928016,0.219141,7.526971
10.3700,5.196764,3.154189,0.240673,6.412880
10.3800,5.740729,2.577707,0.296103,5.621821
10.3900,5.748156,2.575101,0.347773,4.800106
10.4000,5.844640,2.254032,0.347711,5.631620
10.4100,5.928203,1.874731,0.339623,5.249625
10.4200,5.779472,1.763045,0.324653,6.037069
10.4300,5.786513,1.723675,0.297661,6.253559
10.4400,4.781099,1.721273,0.298040,5.811584
10.4500,4.697653,1.600800,0.290223,5.383945
10.4600,4.367238,1.617760,0.356875,5.257138
10.4700,4.321990,1.848671,0.434108,5.911825
10.4800,4.492799,2.127243,0.437566,7.058196
10.4900,4.418389,2.312701,0.420503,9.065679
10.5000,4.327959,2.497774,0.456695,10.435505
10.5100,3.924537,3.227310,0.485558,9.156339
10.5200,3.666820,3.767449,0.303751,8.065512
10.5300,3.622354,4.166164,0.260919,7.492982
10.5400,3.255904,4.769511,0.248165,7.783203
10.5500,2.928792,4.756599,0.240693,8.205756
10.5600,2.772117,4.631133,0.239022,8.455647
10.5700,2.577785,4.711155,0.226186,8.344249
10.5800,2.499254,4.677161,0.214271,8.116103
10.5900,2.631041,4.561161,0.205991,7.505858
10.6000,2.428104,3.814011,0.160130,5.345188
10.6100,2.353749,2.353517,0.147717,4.183717
10.6200,2.691561,1.998261,0.159659,3.524800
10.6300,2.804660,1.854506,0.180462,3.616524
10.6400,2.860036,1.666315,0.185253,3.531779
10.6500,2.738816,1.761055,0.191429,3.421477
10.6600,2.752417,1.882154,0.201981,3.162274
10.6700,2.747950,1.692209,0.210651,2.825024
10.6800,2.738184,1.677440,0.202030,2.712323
10.6900,2.555371,1.733819,0.177639,2.584007
10.7000,2.545151,1.784981,0.196049,2.408764
10.7100,2.379964,2.153071,0.214328,2.864232
10.7200,2.037867,2.182225,0.228055,2.715084
10.7300,1.684186,1.948867,0.241171,2.161371
10.7400,1.692730,2.173158,0.245556,2.456410
10.7500,1.793089,2.255188,0.234555,2.668169
10.7600,1.802010,2.211598,0.222279,2.758779
10.7700,1.946973,2.278843,0.195929,2.962852
10.7800,1.968081,2.352999,0.187977,3.217140
10.7900,2.238390,2.390934,0.200553,3.573370
10.8000,3.615813,2.377998,0.207986,3.503304
10.8100,4.632927,2.314956,0.205285,3.565309
10.8200,5.561640,2.467169,0.193879,4.014959
10.8300,6.255234,2.679345,0.171197,4.723481
10.8400,7.122580,2.260114,0.170000,4.576243
10.8500,7.521051,2.015468,0.170009,3.939776
10.8600,7.673813,1.924695,0.182575,3.423672
10.8700,7.735486,1.772133,0.199382,2.935545
10.8800,7.849483,1.757790,0.233148,2.598413
10.8900,7.487623,1.807979,0.199648,2.303455
10.9000,6.638686,1.906497,0.173643,2.474082
10.9100,6.232152,1.941608,0.171132,2.538727
10.9200,5.266218,1.937364,0.172337,3.162274
10.9300,4.902710,2.168662,0.179129,3.455265
10.9400,4.253711,2.519092,0.182995,4.083325
10.9500,3.500791,2.593398,0.189283,4.194335
10.9600,2.807306,2.707726,0.187859,4.112958
10.9700,2.488915,2.831508,0.191497,4.242457
10.9800,2.409763,2.830441,0.201576,4.328163
10.9900,2.072311,2.819214,0.235459,4.512829
11.0000,2.046386,2.737645,0.400035,4.624826
11.0100,1.864820,2.718084,0.537620,4.815555
11.0200,1.711083,2.049158,0.557993,3.681949
11.0300,1.733183,2.015580,0.585925,3.535352
11.0400,1.686284,1.697394,0.685562,2.768528
11.0500,1.864356,1.589171,0.785208,2.481169
11.0600,2.138793,1.570863,0.937197,2.526185
11.0700,2.234236,1.563539,1.122918,2.623250
11.0800,2.299391,1.506804,1.133280,2.537559
11.0900,2.762152,1.464290,1.205855,2.304792
11.1000,2.898137,1.415445,0.511688,2.616063
